id,start_pos,end_pos,type,alias,wb_id,score
0,9,21,PER,Pope Clement I >> en,Q42887,-0.6009117960929871
0,46,56,PER,Buonarroti >> en,Q21507056,-0.6703737378120422
0,74,82,LOC,Florence >> en,Q2044,-0.1777866631746292
0,134,144,PER,"San Lorenzo, Florence >> en",Q573881,0.12280556559562683
0,225,245,MISC,Via Dolorosa >> en,Q214077,-2.0731887817382812
0,346,365,PER,Agnolo Bronzino >> en,Q7803,-2.3266711235046387
0,417,437,PER,Antonio da Sangallo the Elder >> en,Q456861,-0.4993472099304199
0,474,491,MISC,Basilica della Santa Casa >> en,Q654996,-0.1731291562318802
0,532,537,MISC,"San Lorenzo, Florence >> en",Q573881,-1.8131927251815796
0,541,549,LOC,Florence >> en,Q2044,-0.177474245429039
0,551,563,PER,Michelangelo >> en,Q5592,-0.7922849655151367
0,593,605,PER,Lorenzo de' Medici >> en,Q177854,-0.3332294225692749
0,610,623,PER,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.8713226318359375
0,638,643,PER,Fraile >> en,Q41094654,-1.6361260414123535
0,737,756,PER,Agnolo Bronzino >> en,Q7803,-2.365741491317749
0,983,989,PER,Cosimo >> en,Q1136046,-1.141667127609253
0,999,1006,PER,Saints Cosmas and Damian >> en,Q76486,-0.3650895059108734
0,1049,1056,PER,Madonna (art) >> en,Q926743,-0.3905239999294281
0,1062,1074,PER,Michelangelo >> en,Q5592,-0.9389424324035645
0,1087,1094,PER,Demetrius of Thessaloniki >> en,Q310633,-0.28788214921951294
0,1098,1120,PER,Raffaello da Montelupo >> en,Q1370859,0.22116000950336456
0,1144,1155,MISC,San Damiano >> en,Q395220,-1.9647459983825684
0,1157,1163,PER,Cosimo >> en,Q1136046,-0.9222299456596375
0,1347,1352,PER,Fraile >> en,Q41094654,-2.3894848823547363
0,1410,1420,PER,Buonarroti >> en,Q21507056,-0.7160797119140625
0,1444,1456,PER,Michelangelo >> en,Q5592,-1.0911539793014526
0,1528,1534,LOC,Arezzo >> en,Q13378,-0.19459322094917297
0,1544,1550,PER,Giorgio Vasari >> en,Q128027,-0.04613181948661804
0,1663,1675,PER,Michelangelo >> en,Q5592,-1.0283598899841309
0,1845,1857,PER,Michelangelo >> en,Q5592,-0.8996022343635559
0,1901,1906,PER,Fraile >> en,Q41094654,-2.5947020053863525
0,1929,1941,PER,Michelangelo >> en,Q5592,-0.7072423696517944
0,1966,1985,PER,Agnolo Bronzino >> en,Q7803,-1.8877358436584473
0,2038,2051,PER,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.741733193397522
0,2056,2068,PER,Lorenzo de' Medici >> en,Q177854,-0.3607366681098938
0,2092,2096,PER,Pope >> en,Q19546,-0.2391844391822815
0,2183,2190,PER,"San Lorenzo, Florence >> en",Q573881,-0.13871026039123535
0,2203,2207,LOC,Rome >> en,Q220,-0.21881802380084991
0,2259,2266,PER,Pope Clement I >> en,Q42887,-0.43881911039352417
0,2309,2317,LOC,Florence >> en,Q2044,-0.17261016368865967
0,2336,2341,MISC,"San Lorenzo, Florence >> en",Q573881,-1.7677701711654663
0,2530,2542,PER,Michelangelo >> en,Q5592,-0.763166606426239
0,2610,2629,PER,Fra Giovanni da Verona >> en,Q3749194,-3.1894192695617676
1,7,23,PER,Michelangelo >> en,Q5592,-1.507384181022644
