doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
0,0,474,491,474,491,Madonna di Loreto,Artwork
0,2,980,989,95,104,S. Cosimo,Artwork
0,2,996,1006,111,121,S. Damiano,Artwork
0,2,1049,1056,164,171,Madonna,Artwork
0,6,2336,2341,30,35,Frate,Artwork
0,6,2610,2629,304,323,Fra Giovanni Agnolo,Artwork
1,6,1725,1775,174,224,"tomb of M. Raffaello Maffei, called Il  Volterrano",Artwork
10,6,1576,1589,114,127,panel-picture,Artwork
10,6,1659,1675,197,213,ornamental frame,Artwork
10,6,1681,1697,219,235,various pictures,Artwork
10,6,1756,1796,294,334,S. Augustine disputing with the heretics,Artwork
11,6,1624,1639,193,208,works in fresco,Artwork
11,6,1649,1664,218,233,other pictures;,Artwork
13,5,1698,1712,162,176,marine monster,Artwork
14,1,457,468,76,87,altar-piece,Artwork
14,2,717,728,11,22,altar-piece,Artwork
14,2,838,849,132,143,Dead Christ,Artwork
14,2,851,859,145,153,Our Lady,Artwork
14,2,861,868,155,162,S. John,Artwork
14,2,870,883,164,177,the Magdalene,Artwork
14,3,1119,1143,186,210,Nativity of Jesus Christ,Artwork
14,3,1149,1170,216,237,Adoration of the Magi,Artwork
14,3,1176,1193,243,260,Flight into Egypt,Artwork
14,3,1203,1228,270,295,Massacre of the Innocents,Artwork
14,4,1394,1405,67,78,altar-piece,Artwork
14,4,1465,1489,138,162,Nativity of Jesus Christ,Artwork
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Artwork
14,5,1927,1943,234,250,Life of Our Lady,Artwork
14,6,1953,1963,8,18,high-altar,Artwork
14,6,2015,2026,70,81,altar-piece,Artwork
14,6,2136,2150,191,205,large pictures,Artwork
15,1,387,401,194,208,altar-pictures,Artwork
15,1,406,421,213,228,works in fresco,Artwork
15,2,472,481,7,16,portraits,Artwork
15,5,1429,1440,17,28,Dead Christ,Artwork
15,6,1799,1822,185,208,altar-picture of Christ,Artwork
15,6,1895,1906,281,292,the Madonna,Artwork
16,2,1843,1867,103,127,the Chapel of S. Onofrio,Artwork
16,2,1895,1905,155,165,S. Antonio,Artwork
16,3,1963,1971,24,32,pictures,Artwork
17,0,14,45,14,45,painted the Chapel of the Scali,Artwork
17,0,131,138,131,138,S. Paul,Artwork
17,0,189,210,189,210,tomb of Maestro Paolo,Artwork
17,1,272,277,44,49,panel,Artwork
19,2,755,773,84,102,Nativity of Christ,Artwork
19,2,835,847,164,176,Annunciation,Artwork
20,4,1363,1386,22,45,many pictures in fresco,Artwork
20,4,1585,1600,244,259,works in fresco,Artwork
26,2,869,1083,4,218,"yet this great man was born at the village of Vespignano, in the district of Florence, fourteen miles distant from that city, in the year 1276, from a father named Bondone, a tiller of the soil and a simple fellow.",Artwork
27,4,2045,2053,288,296,Crucifix,Artwork
28,2,1578,1589,347,358,altar-piece,Artwork
28,4,2192,2217,299,324,Triumph of Paulus Emilius,Artwork
29,1,626,641,35,50,a round picture,Artwork
29,1,716,732,125,141,Christ Crucified,Artwork
29,2,799,809,65,75,Assumption,Artwork
29,2,869,876,135,142,Madonna,Artwork
29,2,891,897,157,163,Girdle,Artwork
29,4,1062,1069,4,11,drawing,Artwork
3,0,78,92,78,92,the high-altar,Artwork
3,6,1859,1867,236,244,prophets,Artwork
30,4,1219,1253,172,206,Apostles receiving the Holy Spirit,Artwork
30,4,1296,1408,249,361,"Christ—in one His taking Peter and Andrew from their nets, and in the other the Feast of Simon and the Magdalene",Artwork
30,5,1547,1558,63,74,Dead Christ,Artwork
30,6,1621,1628,7,14,Trinità,Artwork
31,2,552,557,110,115,panel,Artwork
31,2,639,651,197,209,Annunciation,Artwork
31,2,659,683,217,241,God the Father in Heaven,Artwork
32,3,1462,1474,602,614,architecture,Subject
32,3,1479,1490,619,630,perspective,Subject
32,3,1499,1507,639,647,painting,Subject
33,6,2170,2203,90,123,models of the Church of S. Andrea,Artwork
34,2,1821,1829,83,91,painting,Subject
34,2,1834,1843,96,105,sculpture,Subject
34,2,1852,1864,114,126,architecture,Subject
