doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
45,4,876,887,115,126,altar-piece,Artwork
45,4,888,894,127,133,Christ,Artwork
45,4,899,907,138,146,Our Lady,Artwork
45,5,1160,1182,152,174,Assumption of Our Lady,Artwork
45,6,1272,1283,70,81,altar-piece,Artwork
45,6,1402,1427,200,225,Our Lady and some Saints.,Artwork
45,7,1627,1663,199,235,the Beheading of S. John the Baptist,Artwork
45,7,1706,1740,278,312,an altar-piece of the Annunciation,Artwork
45,8,1753,1764,11,22,altar-piece,Artwork
45,8,1770,1778,28,36,S. Rocco,Artwork
45,9,2101,2108,55,62,S. Anne,Artwork
