doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
39,1,391,404,186,199,panel-picture,Artwork
39,1,472,481,267,276,Communion,Artwork
39,2,612,623,47,58,Dead Christ,Artwork
39,3,851,863,35,47,S. Sebastian,Artwork
39,4,931,958,8,35,altar of S. Maria Maddalena,Artwork
39,4,1085,1093,162,170,predella,Artwork
39,5,1324,1352,169,197,the Baptism of Jesus Christ;,Artwork
39,7,1610,1623,3,16,S. Apollinare,Artwork
39,8,1795,1800,50,55,panel,Artwork
39,8,1839,1846,94,101,Madonna,Artwork
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Artwork
39,8,1897,1906,152,161,S. Jerome,Artwork
39,9,1951,1965,43,57,panel-pictures,Artwork
39,9,1974,1986,66,78,S. Catharine,Artwork
39,10,2178,2185,92,99,Madonna,Artwork
39,11,2396,2442,82,128,another panel with S. Laurence and S. Francis.,Artwork
