id,type,start_pos,end_pos,surface,coref_id,rel
leon_alberti:828,ENT,82,91,craftsmen,,
leon_alberti:828,PRON,112,114,it,,
leon_alberti:828,ENT,136,145,sculptors,,
leon_alberti:828,ENT,147,155,painters,,
leon_alberti:828,ENT,161,171,architects,,
leon_alberti:828,PRON,177,179,it,,
leon_alberti:828,ENT,221,226,works,,
leon_alberti:828,ENT,264,267,man,,
leon_alberti:828,PRON,303,306,his,,
leon_alberti:828,PRON,339,341,he,,
leon_alberti:828,PRON,442,444,it,,
leon_alberti:828,ENT,471,476,sites,,
leon_alberti:828,ENT,481,490,buildings,,
leon_alberti:828,ENT,558,563,winds,,
leon_alberti:828,ENT,578,581,air,,
leon_alberti:828,ENT,636,642,waters,,
leon_alberti:828,ENT,667,670,man,,
leon_alberti:828,ENT,697,701,work,,
leon_alberti:828,PRON,702,704,he,,
leon_alberti:828,PRON,764,771,himself,,
leon_alberti:828,ENT,846,849,man,,
leon_alberti:828,PRON,1018,1021,our,,
leon_alberti:828,ENT,1041,1044,art,,
leon_alberti:828,ENT,1096,1103,science,,
leon_alberti:828,ENT,1158,1167,craftsmen,,
leon_alberti:828,ENT,1241,1246,works,,
leon_alberti:828,PRON,1300,1304,they,,
leon_alberti:828,PRON,1308,1310,it,,
leon_alberti:828,ENT,1372,1392,Leon Batista Alberti,,
leon_alberti:828,ENT,1418,1430,Latin tongue,,
leon_alberti:828,ENT,1479,1490,perspective,,
leon_alberti:828,PRON,1521,1524,him,,
leon_alberti:828,ENT,1525,1530,books,,
leon_alberti:828,ENT,1591,1600,craftsmen,,
leon_alberti:828,PRON,1682,1685,his,,
leon_alberti:828,ENT,1690,1697,country,,
leon_alberti:828,PRON,1712,1715,him,,
leon_alberti:828,PRON,1728,1730,it,,
leon_alberti:828,PRON,1778,1781,his,,
leon_alberti:828,ENT,1800,1804,pens,,
leon_alberti:828,PRON,1836,1838,he,,
leon_alberti:828,PRON,1895,1898,him,,
leon_alberti:828,ENT,1902,1906,work,,
leon_alberti:828,PRON,1949,1951,it,,
leon_alberti:828,ENT,2049,2054,books,,
