id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
brunelleschi:666,PROD,47,56,sculpture,,,
brunelleschi:666,MAT,130,136,bronze,,,
brunelleschi:666,PROD,137,142,doors,,,
brunelleschi:666,FAC,150,156,Church,,,
brunelleschi:666,FAC,161,171,Baptistery,,,
brunelleschi:666,FAC,175,186,S. Giovanni,,,
brunelleschi:666,PER,213,226,Andrea Pisano,,,
brunelleschi:666,PER,261,268,masters,,,
brunelleschi:665,GPE,3,11,Florence,,,
brunelleschi:665,PROD,41,47,statue,,,
brunelleschi:665,MAT,51,60,lime-wood,,,
brunelleschi:665,MYTH,80,86,Friars,,,
brunelleschi:665,MYTH,80,100,Friars of S. Spirito,,,
brunelleschi:665,GPE,90,100,S. Spirito,,,
brunelleschi:665,MYTH,115,132,S. Mary Magdalene,,,
brunelleschi:665,MYTH,115,145,S. Mary Magdalene in Penitence,,,
brunelleschi:665,MYTH,136,145,Penitence,,,
brunelleschi:665,FAC,165,171,chapel,,,
brunelleschi:665,PER,177,184,Filippo,,,
brunelleschi:665,PROD,224,233,sculpture,,,
brunelleschi:665,PROD,289,294,works,,,
brunelleschi:665,PROD,485,490,works,,,
brunelleschi:665,FAC,520,526,church,,,
brunelleschi:664,PER,106,109,son,,,
brunelleschi:664,PER,136,143,Filippo,,,
brunelleschi:664,PER,159,165,father,,,
brunelleschi:663,PER,5,8,men,,,
brunelleschi:663,PER,40,46,person,,,
brunelleschi:663,PROD,344,348,work,,,
brunelleschi:663,PER,506,512,people,,,
brunelleschi:663,GPE,621,626,world,,,
brunelleschi:663,PER,633,636,man,,,
brunelleschi:663,PROD,654,657,art,,,
brunelleschi:663,GPE,719,724,earth,,,
brunelleschi:663,MAT,745,749,gold,,,
brunelleschi:663,PER,1125,1151,Filippo di Ser Brunellesco,,,
brunelleschi:663,PER,1136,1151,Ser Brunellesco,,,
brunelleschi:663,PER,1198,1204,Messer,,,
brunelleschi:663,PER,1198,1222,Messer Forese da Rabatta,,,
brunelleschi:663,GPE,1215,1222,Rabatta,,,
brunelleschi:663,PER,1227,1233,Giotto,,,
brunelleschi:663,MYTH,1313,1319,Heaven,,,
brunelleschi:663,PROD,1349,1361,architecture,,,
brunelleschi:663,PER,1421,1424,men,,,
brunelleschi:663,FAC,1486,1495,buildings,,,
brunelleschi:663,PROD,1520,1526,method,,,
brunelleschi:663,PROD,1539,1545,design,,,
brunelleschi:663,PROD,1625,1633,ornament,,,
brunelleschi:663,PROD,1639,1645,Heaven,,,
brunelleschi:663,GPE,1666,1671,earth,,,
brunelleschi:663,PER,1747,1754,Filippo,,,
brunelleschi:663,FAC,1837,1845,building,,,
brunelleschi:663,GPE,1947,1953,Tuscan,,,
brunelleschi:663,PER,1954,1963,craftsmen,,,
brunelleschi:663,MYTH,2004,2010,Heaven,,,
brunelleschi:663,PER,2104,2107,man,,,
brunelleschi:663,LOC,2257,2261,own ,,,
brunelleschi:663,PER,2295,2302,friends,,,
brunelleschi:663,PER,2403,2412,neighbour,,,
brunelleschi:669,PER,0,7,Filippo,,,
brunelleschi:669,PROD,26,31,model,,,
brunelleschi:669,FAC,40,48,fortress,,,
brunelleschi:669,PER,52,63,Vico Pisano,,,
brunelleschi:669,FAC,89,96,Citadel,,,
brunelleschi:669,FAC,89,104,Citadel of Pisa,,,
brunelleschi:669,FAC,100,104,Pisa,,,
brunelleschi:669,FAC,124,136,Ponte a Mare,,,
brunelleschi:669,PROD,156,162,design,,,
brunelleschi:669,FAC,175,182,Citadel,,,
brunelleschi:669,FAC,196,202,bridge,,,
brunelleschi:669,FAC,216,222,towers,,,
brunelleschi:668,PER,10,17,Filippo,,,
brunelleschi:668,MYTH,178,186,Crucifix,,,
brunelleschi:668,MAT,190,194,wood,,,
brunelleschi:668,PROD,252,255,art,,,
brunelleschi:668,PROD,257,263,design,,,
brunelleschi:668,PER,285,291,Donato,,,
brunelleschi:668,FAC,316,321,house,,,
brunelleschi:668,PER,393,400,Filippo,,,
brunelleschi:668,PROD,417,421,work,,,
brunelleschi:668,PROD,524,528,work,,,
brunelleschi:668,PER,599,606,Filippo,,,
brunelleschi:668,PROD,666,672,figure,,,
brunelleschi:668,PER,726,732,Donato,,,
brunelleschi:668,MYTH,784,791,miracle,,,
brunelleschi:667,PER,10,17,Filippo,,,
brunelleschi:667,PER,192,201,architect,,,
brunelleschi:667,PROD,224,229,works,,,
brunelleschi:667,FAC,267,273,houses,,,
brunelleschi:667,FAC,287,292,house,,,
brunelleschi:667,PER,296,310,Apollonio Lapi,,,
brunelleschi:667,PER,316,323,kinsman,,,
brunelleschi:667,GPE,332,346,Canto de' Ciai,,,
brunelleschi:667,GPE,360,375,Mercato Vecchio,,,
brunelleschi:667,FAC,477,482,tower,,,
brunelleschi:667,FAC,494,499,house,,,
brunelleschi:667,GPE,503,510,Petraia,,,
brunelleschi:667,GPE,515,523,Castello,,,
brunelleschi:667,GPE,532,540,Florence,,,
