id,type,start_pos,end_pos,surface,coref_id
brunelleschi:666,ENT,47,56,sculpture,
brunelleschi:666,ENT,130,136,bronze,
brunelleschi:666,ENT,137,142,doors,
brunelleschi:666,ENT,150,156,Church,
brunelleschi:666,ENT,161,171,Baptistery,
brunelleschi:666,ENT,175,186,S. Giovanni,
brunelleschi:666,ENT,213,226,Andrea Pisano,
brunelleschi:666,ENT,261,268,masters,
brunelleschi:663,PRON,155,159,they,
brunelleschi:663,PRON,281,285,them,
brunelleschi:663,PRON,287,291,they,
brunelleschi:663,PRON,316,321,their,
brunelleschi:663,PRON,366,371,their,
brunelleschi:663,PRON,423,425,it,
brunelleschi:663,PRON,478,481,his,
brunelleschi:663,PRON,492,494,he,
brunelleschi:663,PRON,530,535,their,
brunelleschi:663,PRON,601,604,his,
brunelleschi:663,PRON,990,994,them,
brunelleschi:663,PRON,1016,1020,they,
brunelleschi:663,PRON,1307,1309,us,
brunelleschi:663,PRON,2019,2022,him,
brunelleschi:663,PRON,2150,2152,he,
brunelleschi:663,PRON,2166,2168,he,
brunelleschi:663,PRON,2201,2203,he,
brunelleschi:663,PRON,2234,2236,he,
brunelleschi:663,PRON,2253,2256,his,
brunelleschi:663,PRON,2291,2294,his,
brunelleschi:663,PRON,2304,2306,He,
brunelleschi:663,PRON,2321,2323,he,
brunelleschi:663,PRON,2346,2349,his,
brunelleschi:663,PRON,2376,2378,he,
brunelleschi:663,PRON,2399,2402,his,
brunelleschi:663,PRON,2416,2419,his,
