id,type,start_pos,end_pos,surface,coref_id
galasso_ferrarese:671,ENT,26,31,Cosmè,
galasso_ferrarese:671,ENT,41,48,Ferrara,
galasso_ferrarese:671,ENT,50,55,Works,
galasso_ferrarese:671,ENT,94,100,chapel,
galasso_ferrarese:671,ENT,104,115,S. Domenico,
galasso_ferrarese:671,ENT,128,132,city,
galasso_ferrarese:671,ENT,142,155,folding-doors,
galasso_ferrarese:671,ENT,171,176,organ,
galasso_ferrarese:671,ENT,184,189,Duomo,
galasso_ferrarese:670,PRON,201,203,it,
galasso_ferrarese:670,PRON,298,301,his,
galasso_ferrarese:670,PRON,322,325,her,
galasso_ferrarese:670,PRON,340,342,he,
galasso_ferrarese:670,PRON,369,372,his,
galasso_ferrarese:670,PRON,409,416,himself,
galasso_ferrarese:670,PRON,445,448,him,
galasso_ferrarese:670,PRON,769,776,himself,
galasso_ferrarese:670,PRON,795,797,he,
galasso_ferrarese:670,PRON,873,875,he,
galasso_ferrarese:670,PRON,1005,1007,he,
galasso_ferrarese:670,PRON,1019,1022,his,
galasso_ferrarese:670,PRON,1200,1202,he,
galasso_ferrarese:670,PRON,1245,1247,he,
galasso_ferrarese:670,PRON,1295,1298,his,
galasso_ferrarese:670,PRON,1329,1332,his,
galasso_ferrarese:670,PRON,1352,1354,he,
galasso_ferrarese:670,PRON,1571,1574,his,
galasso_ferrarese:670,PRON,1611,1613,he,
galasso_ferrarese:670,PRON,1657,1660,His,
galasso_ferrarese:670,PRON,1698,1700,he,
galasso_ferrarese:670,PRON,1708,1715,himself,
galasso_ferrarese:670,PRON,1763,1766,his,
galasso_ferrarese:670,PRON,1808,1811,his,
galasso_ferrarese:670,PRON,1902,1905,his,
galasso_ferrarese:670,PRON,1921,1924,his,
galasso_ferrarese:670,PRON,1953,1955,he,
