id,type,start_pos,end_pos,surface,coref_id
baccio_bandinelli:627,ENT,21,25,arts,
baccio_bandinelli:627,ENT,29,35,design,
baccio_bandinelli:627,ENT,50,58,Florence,
baccio_bandinelli:627,ENT,101,135,Lorenzo de' Medici the Magnificent,
baccio_bandinelli:627,ENT,113,119,Medici,
baccio_bandinelli:627,ENT,156,160,city,
baccio_bandinelli:627,ENT,163,172,goldsmith,
baccio_bandinelli:627,ENT,180,214,Michelagnolo di Viviano of Gaiuole,
baccio_bandinelli:627,ENT,196,203,Viviano,
baccio_bandinelli:627,ENT,207,214,Gaiuole,
baccio_bandinelli:627,ENT,247,254,chasing,
baccio_bandinelli:627,ENT,259,265,incavo,
baccio_bandinelli:627,ENT,270,277,enamels,
baccio_bandinelli:627,ENT,282,288,niello,
baccio_bandinelli:627,ENT,336,340,gold,
baccio_bandinelli:627,ENT,345,351,silver,
baccio_bandinelli:627,ENT,352,357,plate,
baccio_bandinelli:627,ENT,364,376,Michelagnolo,
baccio_bandinelli:627,ENT,402,408,jewels,
baccio_bandinelli:627,PRON,418,422,them,
baccio_bandinelli:627,PRON,452,455,his,
baccio_bandinelli:627,PRON,468,471,his,
baccio_bandinelli:627,ENT,500,507,masters,
baccio_bandinelli:627,PRON,511,514,his,
baccio_bandinelli:627,ENT,515,518,art,
baccio_bandinelli:627,PRON,544,547,him,
baccio_bandinelli:627,PRON,553,555,he,
baccio_bandinelli:627,ENT,603,606,men,
baccio_bandinelli:627,ENT,614,618,city,
baccio_bandinelli:627,PRON,634,637,his,
baccio_bandinelli:627,ENT,638,646,workshop,
baccio_bandinelli:627,PRON,666,668,it,
baccio_bandinelli:627,ENT,687,695,Florence,
baccio_bandinelli:627,PRON,700,703,him,
baccio_bandinelli:627,ENT,708,727,Magnificent Lorenzo,
baccio_bandinelli:627,ENT,740,745,house,
baccio_bandinelli:627,ENT,740,755,house of Medici,
baccio_bandinelli:627,PRON,764,774,themselves,
baccio_bandinelli:627,ENT,801,809,Giuliano,
baccio_bandinelli:627,ENT,815,822,brother,
baccio_bandinelli:627,ENT,831,850,Magnificent Lorenzo,
baccio_bandinelli:627,ENT,864,882,Piazza di S. Croce,
baccio_bandinelli:627,ENT,874,882,S. Croce,
baccio_bandinelli:627,PRON,884,886,he,
baccio_bandinelli:627,ENT,908,921,craftsmanship,
baccio_bandinelli:627,ENT,930,939,ornaments,
baccio_bandinelli:627,ENT,943,950,helmets,
baccio_bandinelli:627,ENT,952,958,crests,
baccio_bandinelli:627,ENT,964,971,devices,
baccio_bandinelli:627,PRON,983,985,he,
baccio_bandinelli:627,ENT,1035,1039,sons,
baccio_bandinelli:627,ENT,1047,1066,Magnificent Lorenzo,
baccio_bandinelli:627,PRON,1076,1079,his,
baccio_bandinelli:627,ENT,1080,1084,work,
baccio_bandinelli:627,PRON,1138,1141,him,
baccio_bandinelli:627,ENT,1218,1223,works,
baccio_bandinelli:627,PRON,1229,1231,he,
baccio_bandinelli:627,ENT,1262,1266,city,
baccio_bandinelli:627,ENT,1271,1279,dominion,
baccio_bandinelli:627,PRON,1281,1283,he,
baccio_bandinelli:627,ENT,1293,1296,man,
baccio_bandinelli:627,PRON,1343,1346,his,
baccio_bandinelli:627,ENT,1347,1350,art,
baccio_bandinelli:627,ENT,1360,1383,Michelagnolo the Medici,
baccio_bandinelli:627,ENT,1377,1383,Medici,
baccio_bandinelli:627,ENT,1409,1417,Florence,
baccio_bandinelli:627,ENT,1451,1456,plate,
baccio_bandinelli:627,ENT,1460,1466,silver,
baccio_bandinelli:627,ENT,1471,1475,gold,
baccio_bandinelli:627,PRON,1514,1517,him,
baccio_bandinelli:627,PRON,1549,1554,their,
baccio_bandinelli:627,PRON,1568,1570,he,
baccio_bandinelli:627,PRON,1601,1604,his,
baccio_bandinelli:627,ENT,1691,1703,Michelagnolo,
baccio_bandinelli:627,ENT,1706,1709,son,
baccio_bandinelli:627,PRON,1716,1718,he,
baccio_bandinelli:627,ENT,1726,1737,Bartolommeo,
baccio_bandinelli:627,ENT,1772,1782,Florentine,
baccio_bandinelli:627,ENT,1783,1789,custom,
baccio_bandinelli:627,PRON,1791,1793,he,
baccio_bandinelli:627,ENT,1817,1823,Baccio,
baccio_bandinelli:627,ENT,1825,1837,Michelagnolo,
baccio_bandinelli:627,PRON,1857,1860,his,
baccio_bandinelli:627,ENT,1861,1864,son,
baccio_bandinelli:627,PRON,1873,1876,his,
baccio_bandinelli:627,ENT,1877,1880,art,
baccio_bandinelli:627,PRON,1902,1905,him,
baccio_bandinelli:627,PRON,1911,1914,his,
baccio_bandinelli:627,ENT,1919,1927,workshop,
baccio_bandinelli:627,ENT,1956,1959,men,
baccio_bandinelli:627,ENT,2004,2010,custom,
baccio_bandinelli:627,ENT,2060,2069,goldsmith,
baccio_bandinelli:627,ENT,2089,2100,draughtsman,
baccio_bandinelli:627,ENT,2126,2132,relief,
