id,type,start_pos,end_pos,surface,coref_id,rel
gallo_young:804,ENT,31,38,Princes,,
gallo_young:804,PRON,91,95,them,,
gallo_young:804,PRON,129,133,they,,
gallo_young:804,PRON,159,164,their,,
gallo_young:804,ENT,187,194,Fortune,,
gallo_young:804,ENT,352,355,men,,
gallo_young:804,ENT,366,371,works,,
gallo_young:804,ENT,386,393,Princes,,
gallo_young:804,ENT,404,411,persons,,
gallo_young:804,ENT,523,526,men,,
gallo_young:804,PRON,550,554,them,,
gallo_young:804,PRON,594,598,they,,
gallo_young:804,ENT,677,683,Romans,,
gallo_young:804,PRON,710,714,they,,
gallo_young:804,PRON,745,750,their,,
gallo_young:804,PRON,789,791,us,,
gallo_young:804,PRON,872,874,we,,
gallo_young:804,ENT,933,941,patterns,,
gallo_young:804,ENT,1029,1036,Princes,,
gallo_young:804,ENT,1066,1076,Florentine,,
gallo_young:804,ENT,1077,1086,architect,,
gallo_young:804,ENT,1088,1108,Antonio da San Gallo,,
gallo_young:804,PRON,1150,1153,him,,
gallo_young:804,PRON,1159,1161,we,,
gallo_young:804,ENT,1182,1189,Antonio,,
gallo_young:804,ENT,1205,1208,son,,
gallo_young:804,ENT,1212,1242,Bartolommeo Picconi of Mugello,,
gallo_young:804,ENT,1246,1251,maker,,
gallo_young:804,ENT,1255,1260,casks,,
gallo_young:804,ENT,1291,1297,joiner,,
gallo_young:804,ENT,1300,1305,craft,,
gallo_young:804,PRON,1309,1312,his,,
gallo_young:804,PRON,1335,1338,his,,
gallo_young:804,ENT,1339,1344,uncle,,
gallo_young:804,ENT,1346,1367,Giuliano da San Gallo,,
gallo_young:804,PRON,1405,1408,his,,
gallo_young:804,ENT,1409,1416,brother,,
gallo_young:804,ENT,1417,1424,Antonio,,
gallo_young:804,PRON,1426,1428,he,,
gallo_young:804,ENT,1442,1450,Florence,,
gallo_young:804,PRON,1492,1499,himself,,
gallo_young:804,ENT,1522,1525,art,,
gallo_young:804,ENT,1529,1541,architecture,,
gallo_young:804,ENT,1593,1596,art,,
gallo_young:804,PRON,1598,1600,he,,
gallo_young:804,PRON,1641,1643,we,,
gallo_young:804,ENT,1710,1715,works,,
gallo_young:804,PRON,1728,1731,him,,
gallo_young:804,PRON,1759,1761,it,,
gallo_young:804,ENT,1776,1784,Giuliano,,
gallo_young:804,PRON,1816,1818,he,,
gallo_young:804,ENT,1837,1842,stone,,
gallo_young:804,ENT,1870,1877,Antonio,,
gallo_young:804,ENT,1906,1915,architect,,
gallo_young:804,ENT,1916,1942,Bramante of Castel Durante,,
gallo_young:804,ENT,1977,1983,master,,
gallo_young:804,PRON,2089,2092,his,,
gallo_young:804,ENT,2093,2100,designs,,
gallo_young:902,ENT,16,28,Pope Paul II,,
