id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
gallo_young:804,PER,31,38,Princes,,,,
gallo_young:804,MISC,187,194,Fortune,,,,
gallo_young:804,PER,352,355,men,,,,
gallo_young:804,PROD,366,371,works,,,,
gallo_young:804,PER,386,393,Princes,,,,
gallo_young:804,PER,404,411,persons,,,,
gallo_young:804,PER,523,526,men,,,,
gallo_young:804,PER,677,683,Romans,,,,
gallo_young:804,PROD,933,941,patterns,,,,
gallo_young:804,PER,1029,1036,Princes,,,,
gallo_young:804,PER,1066,1076,Florentine,,,,
gallo_young:804,PER,1077,1086,architect,,,,
gallo_young:804,PER,1088,1108,Antonio da San Gallo,,,,
gallo_young:804,PER,1182,1189,Antonio,,,,
gallo_young:804,PER,1205,1208,son,,,,
gallo_young:804,PER,1212,1242,Bartolommeo Picconi of Mugello,,,,
gallo_young:804,PER,1246,1251,maker,,,,
gallo_young:804,PROD,1255,1260,casks,,,,
gallo_young:804,PER,1291,1297,joiner,,,,
gallo_young:804,PROD,1300,1305,craft,,,,
gallo_young:804,PER,1339,1344,uncle,,,,
gallo_young:804,PER,1346,1367,Giuliano da San Gallo,,,,
gallo_young:804,PER,1409,1416,brother,,,,
gallo_young:804,PER,1417,1424,Antonio,,,,
gallo_young:804,PER,1442,1450,Florence,,,,
gallo_young:804,PROD,1522,1525,art,,,,
gallo_young:804,PROD,1529,1541,architecture,,,,
gallo_young:804,PROD,1593,1596,art,,,,
gallo_young:804,PROD,1710,1715,works,,,,
gallo_young:804,PER,1776,1784,Giuliano,,,,
gallo_young:804,MAT,1837,1842,stone,,,,
gallo_young:804,PER,1870,1877,Antonio,,,,
gallo_young:804,PER,1906,1915,architect,,,,
gallo_young:804,PER,1916,1942,Bramante of Castel Durante,,,,
gallo_young:804,PER,1977,1983,master,,,,
gallo_young:804,PROD,2093,2100,designs,,,,
gallo_young:902,PER,16,28,Pope Paul II,,,,
gallo_young:902,LOC,34,65,Church of the Madonna of Loreto,,,,
gallo_young:902,MISC,48,55,Madonna,,,,
gallo_young:902,LOC,59,65,Loreto,,,,
gallo_young:902,PROD,96,100,roof,,,,
gallo_young:902,PROD,118,123,brick,,,,
gallo_young:902,PROD,124,129,piers,,,,
gallo_young:902,PROD,140,144,work,,,,
gallo_young:902,PER,270,288,Giuliano da Maiano,,,,
gallo_young:902,PER,356,365,Sixtus IV,,,,
gallo_young:902,PER,430,437,Clement,,,,
gallo_young:902,PROD,567,573,arches,,,,
gallo_young:902,PROD,581,588,tribune,,,,
gallo_young:902,LOC,619,625,church,,,,
gallo_young:902,LOC,666,677,foundations,,,,
gallo_young:902,PER,720,727,Antonio,,,,
gallo_young:902,PER,749,761,Pope Clement,,,,
gallo_young:902,LOC,823,829,Loreto,,,,
gallo_young:902,PROD,847,853,arches,,,,
gallo_young:902,PER,912,921,architect,,,,
gallo_young:902,PROD,956,964,building,,,,
gallo_young:902,PROD,982,987,walls,,,,
gallo_young:902,PROD,992,1001,pilasters,,,,
gallo_young:902,LOC,1270,1276,church,,,,
gallo_young:902,PROD,1309,1320,architraves,,,,
gallo_young:902,PROD,1322,1329,friezes,,,,
gallo_young:902,PROD,1335,1343,cornices,,,,
gallo_young:902,PROD,1354,1360,arches,,,,
gallo_young:902,PROD,1430,1436,socles,,,,
gallo_young:902,PROD,1455,1460,piers,,,,
gallo_young:902,PROD,1491,1498,tribune,,,,
gallo_young:902,PROD,1522,1528,arches,,,,
gallo_young:902,LOC,1571,1578,chapels,,,,
gallo_young:902,PROD,1618,1622,nave,,,,
gallo_young:902,PROD,1629,1633,work,,,,
gallo_young:902,PER,1687,1694,Antonio,,,,
gallo_young:902,LOC,1787,1795,building,,,,
gallo_young:902,PROD,1819,1830,foundations,,,,
gallo_young:902,PROD,2049,2054,works,,,,
gallo_young:902,PER,2114,2123,craftsman,,,,
gallo_young:902,MISC,2151,2158,Fortune,,,,
gallo_young:902,PER,2187,2194,Antonio,,,,
gallo_young:902,LOC,2315,2322,church ,,,,
gallo_young:902,MAT,2345,2349,lead,,,,
gallo_young:902,LOC,2460,2466,temple,,,,
