id,start_pos,end_pos,type,alias,wb_id,score
1,35,46,LOC,Palazzo della Mercanzia >> it,Q3361358,-3.1467013359069824
1,50,58,LOC,Fiorenza >> it,Q1418626,-0.7380908131599426
1,64,72,MISC,Fortezza (virtù) >> it,Q605035,-0.8556450009346008
1,80,86,MISC,Tavola (fumetto) >> it,Q3981604,-0.6354411244392395
1,93,98,MISC,Virtù (Raffaello) >> it,Q2568776,-1.3036491870880127
1,103,110,PER,Antonio del Pollaiolo >> it,Q318640,0.3284169137477875
1,113,133,PER,Piero del Pollaiolo >> it,Q707046,0.26198193430900574
1,17,27,PER,Giannetto >> it,Q37223765,-1.5786571502685547
2,3,13,LOC,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta >> it,Q428463,-1.2542215585708618
2,35,43,MISC,Tramezzo >> it,Q2705982,-0.2927149534225464
2,49,54,MISC,Porta >> it,Q36794,-0.21267586946487427
2,65,69,MISC,Coro (architettura) >> it,Q207707,-0.24617737531661987
2,77,85,PER,Vespucci >> it,Q4010390,-0.11925360560417175
2,90,104,PER,Agostino d'Ippona >> it,Q8018,-0.1411224901676178
2,171,176,MISC,Tempo >> it,Q11471,-0.1760551482439041
2,215,220,MISC,Opera >> it,Q1344,-0.30200013518333435
2,272,277,MISC,Testa >> it,Q23640,-0.21822556853294373
2,286,291,PER,Agostino d'Ippona >> it,Q8018,-0.31128349900245667
2,309,320,MISC,Cognizione >> it,Q2200417,-1.6946653127670288
2,335,347,MISC,Grazia (teologia) >> it,Q205194,-2.5609123706817627
2,372,379,MISC,Persona (filosofia) >> it,Q215627,-0.6106337904930115
2,420,434,MISC,Investigazione >> it,Q3800942,-0.19903741776943207
2,438,442,MISC,Bene (filosofia) >> it,Q15290,-0.3659549653530121
3,18,33,PER,Palazzo Medici Riccardi >> it,Q911047,-2.163898468017578
3,48,52,MISC,Cosa (diritto) >> it,Q636109,-0.3250834345817566
3,3,14,LOC,Medici >> it,Q170022,-0.13155122101306915
3,73,80,MISC,Pallade >> it,Q3361501,-0.8964434266090393
3,99,107,MISC,Bronco >> it,Q181602,-0.6605731844902039
3,122,127,MISC,Fuoco (elemento) >> it,Q2723512,-0.37761059403419495
3,182,195,PER,San Sebastiano >> it,Q183332,-0.2519127428531647
3,199,218,LOC,Basilica di Santa Maria Maggiore >> it,Q186282,-2.16947340965271
3,222,230,LOC,Fiorenza >> it,Q1418626,-0.7386863231658936
4,14,20,PER,Sandro >> it,Q2221177,-0.9881551265716553
4,41,50,MISC,Tavoletta (supporto) >> it,Q1570005,-1.2443814277648926
4,31,36,MISC,Tempo >> it,Q11471,-0.24505798518657684
4,63,69,MISC,Figura araldica >> it,Q56324329,-0.6019948720932007
4,123,142,LOC,Basilica di Santa Maria Novella >> it,Q51175,-0.06671920418739319
4,154,159,MISC,Porta >> it,Q36794,-0.302020788192749
4,167,175,MISC,Facciata >> it,Q183061,-0.16958482563495636
4,193,199,LOC,Chiesa di Santa Maria Novella >> it,Q51175,-0.09412741661071777
4,222,227,MISC,Porta >> it,Q36794,-0.23179560899734497
4,268,287,MISC,Adorazione dei Magi >> it,Q522792,-0.5486889481544495
4,326,333,MISC,Vecchio >> it,Q972688,-0.517279326915741
4,351,356,MISC,Piede >> it,Q15807,-0.2211957573890686
4,232,237,MISC,Mezzogiorno (parte del giorno) >> it,Q168182,-0.985363781452179
4,308,315,MISC,Affetto >> it,Q159904,-0.28238534927368164
4,360,374,MISC,Gesù >> it,Q302,-0.8036320805549622
4,393,402,MISC,Tenerezza >> it,Q64577189,-1.0096824169158936
4,443,447,MISC,Fine del mondo >> it,Q1036775,-1.1653856039047241
4,468,475,MISC,Viaggio >> it,Q61509,-0.2715246081352234
4,87,94,MISC,Braccio >> it,Q379859,-0.6230493783950806
5,14,19,PER,Piero di Cosimo de' Medici >> it,Q299663,-0.38722842931747437
5,24,30,MISC,Pittura su tavola >> it,Q55439,-0.49272453784942627
5,114,119,MISC,Abbigliamento >> it,Q11460,-0.44020694494247437
5,126,135,MISC,Guanciale >> it,Q3778173,-0.17448988556861877
5,216,221,MISC,Terra >> it,Q2,-0.3527348041534424
