id,start_pos,end_pos,type,alias,wb_id,score
1,46,53,MISC,Boyhood >> en,Q3010,-0.3088911771774292
1,62,70,MISC,San Pietro in Vincoli >> en,Q542070,-2.1366608142852783
1,74,83,PER,Piero della Francesca >> en,Q5822,-1.4631989002227783
1,94,97,MISC,Art >> en,Q735,-0.31342384219169617
1,103,124,PER,Andrea del Verrocchio >> en,Q183458,-0.0622657835483551
1,143,156,MISC,Panel painting >> en,Q55439,-0.2703208327293396
1,160,167,PER,John the Apostle >> en,Q44015,-0.50212562084198
1,178,184,PER,Jesus >> en,Q302,-0.04045051336288452
1,191,199,PER,Leonardo da Vinci >> en,Q762,-0.2024577558040619
1,211,216,MISC,Angel >> en,Q235113,-0.22500425577163696
1,238,246,MISC,Clothing >> en,Q11460,-0.12509110569953918
1,274,277,MISC,Lad >> en,Q341807,-0.4272916316986084
1,279,287,PER,Leonardo da Vinci >> en,Q762,-0.20778347551822662
1,310,316,MISC,Mannerism >> en,Q131808,-1.1636097431182861
1,326,331,MISC,Angel >> en,Q235113,-0.2123374491930008
1,357,364,MISC,Angel >> en,Q235113,-1.8886563777923584
1,368,374,PER,Andrea del Verrocchio >> en,Q183458,-0.21451537311077118
1,390,396,MISC,Reason >> en,Q178354,-0.15194743871688843
1,402,408,PER,Andrea del Verrocchio >> en,Q183458,-0.1309364140033722
1,433,439,MISC,Color >> en,Q1075,-0.24057121574878693
1,459,464,MISC,Child >> en,Q7569,-0.41508278250694275
2,30,37,MISC,Cartoon >> en,Q627603,-0.16322237253189087
2,44,56,MISC,Hanging >> en,Q175111,-0.4791034460067749
2,84,92,LOC,Flanders >> en,Q234,-0.23788848519325256
2,103,107,MISC,Gold >> en,Q897,-0.1932363659143448
2,112,116,MISC,Silk >> en,Q37681,-0.1809055358171463
2,136,152,PER,List of Portuguese monarchs >> en,Q183426,-0.1256726235151291
2,157,169,PER,Adam and Eve >> en,Q58701,-0.19730597734451294
2,185,201,LOC,Paradise >> en,Q3363340,-0.3881604075431824
2,211,219,PER,Leonardo da Vinci >> en,Q762,-0.19423508644104004
2,234,239,MISC,Brush >> en,Q614467,-0.212682843208313
2,243,254,MISC,Chiaroscuro >> en,Q219540,-0.18336887657642365
2,265,271,MISC,Window >> en,Q35473,-0.26671797037124634
2,275,285,MISC,White lead >> en,Q656004,-1.1875633001327515
2,289,295,MISC,Meadow >> en,Q7777019,-0.2077363133430481
2,308,313,MISC,Wood >> en,Q287,-1.8133586645126343
2,317,324,MISC,Herb >> en,Q207123,-1.207810401916504
2,336,343,MISC,Animal >> en,Q729,-0.24203476309776306
2,389,398,MISC,Diligence >> en,Q1427962,-0.1645108163356781
2,403,408,MISC,Truth >> en,Q7949,-0.20130561292171478
2,412,418,MISC,Nature >> en,Q7860,-0.20477943122386932
2,419,429,MISC,Divine right of kings >> en,Q839452,-1.2731636762619019
2,358,363,MISC,Truth >> en,Q7949,-0.1944659799337387
3,0,8,PER,Leonardo da Vinci >> en,Q762,-0.19682025909423828
3,21,28,MISC,Madonna (art) >> en,Q926743,-0.5474337935447693
3,32,40,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.5758597254753113
3,59,63,MISC,Work of art >> en,Q838948,-0.9906066656112671
3,82,92,MISC,Possession (law) >> en,Q829909,-0.4693077504634857
3,96,112,PER,Pope Clement VII >> en,Q83159,-0.16996616125106812
3,180,184,MISC,Vase >> en,Q191851,-0.24022935330867767
3,131,137,MISC,List of paintings by Leonardo da Vinci >> en,Q1469799,-1.5913385152816772
3,193,198,MISC,Water >> en,Q283,-0.18511205911636353
3,216,223,MISC,Flower >> en,Q506,-0.3851802945137024
3,258,269,MISC,Naturalness (philosophy) >> en,Q56000,-0.5136926174163818
3,291,300,MISC,Dew >> en,Q41097,-0.9601073265075684
3,308,315,MISC,Flower >> en,Q506,-0.354181170463562
3,354,361,MISC,Reality >> en,Q9510,-0.2134406715631485
4,21,33,MISC,Work of art >> en,Q838948,0.06881985068321228
4,41,62,LOC,Palazzo Medici Riccardi >> en,Q911047,-1.4065165519714355
4,82,86,MISC,Head >> en,Q23640,-0.7805194854736328
4,93,98,MISC,Angel >> en,Q235113,-0.18135450780391693
4,119,122,MISC,Arm >> en,Q43471,-0.19935078918933868
4,130,133,MISC,Atmosphere of Earth >> en,Q3230,-0.24719536304473877
4,184,192,MISC,Shoulder >> en,Q16363,-0.18501926958560944
4,200,205,MISC,Elbow >> en,Q42586,-0.1830468624830246
4,240,244,MISC,Hand >> en,Q33767,-0.1947048306465149
4,252,258,MISC,Breast >> en,Q9103,-0.17855271697044373
5,4,17,PER,Antonio Segni >> en,Q1240,0.1298828125
5,41,47,MISC,Friendship >> en,Q491,-0.23939433693885803
5,63,77,MISC,Paper >> en,Q11472,-0.15800011157989502
5,81,88,MISC,Neptune (mythology) >> en,Q3954,-0.1900860071182251
5,116,131,MISC,Drafter >> en,Q683754,-0.5907595157623291
6,11,24,MISC,Panel painting >> en,Q55439,-0.11673985421657562
6,32,53,MISC,Adoration of the Magi >> en,Q488841,-0.286307692527771
6,81,87,MISC,Thing (assembly) >> en,Q387834,-0.9213389754295349
