id,start_pos,end_pos,type,alias,wb_id,score
0,9,21,PER,Pope Clement I >> en,Q42887,-0.4626227915287018
0,46,56,PER,Buonarroti >> en,Q21507056,-0.8805691003799438
0,74,82,LOC,Florence >> en,Q2044,-0.1770552694797516
0,134,144,LOC,"San Lorenzo, Florence >> en",Q573881,0.10054326057434082
0,233,245,PER,Michelangelo >> en,Q5592,-0.5550550818443298
0,346,365,PER,Fra Giovanni da Fiesole >> en,Q5664,-3.248030185699463
0,417,437,PER,Antonio da Sangallo the Elder >> en,Q456861,-0.4864148795604706
0,474,491,LOC,Basilica della Santa Casa >> en,Q654996,-0.2045140117406845
0,485,491,LOC,Basilica della Santa Casa >> en,Q654996,-0.3495176136493683
0,532,537,PER,"San Lorenzo, Florence >> en",Q573881,-1.585496425628662
0,541,549,LOC,Florence >> en,Q2044,-0.1768215000629425
0,551,563,PER,Michelangelo >> en,Q5592,-0.7984628677368164
0,593,605,PER,Lorenzo de' Medici >> en,Q177854,-0.66889888048172
0,610,623,PER,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.9427030682563782
0,638,643,PER,Fra >> en,Q548320,-1.9388271570205688
0,737,756,PER,Fra Giovanni da Fiesole >> en,Q5664,-3.102276563644409
0,980,989,PER,Saint Cosmas >> en,Q19688364,-1.6305899620056152
0,996,1006,PER,Saints Cosmas and Damian >> en,Q76486,-0.7917906045913696
0,1049,1056,PER,Madonna (art) >> en,Q926743,-0.28726711869239807
0,1062,1074,PER,Michelangelo >> en,Q5592,-0.7197552919387817
0,1084,1094,PER,Saints Cosmas and Damian >> en,Q76486,-0.6557396650314331
0,1098,1120,PER,Raffaello da Montelupo >> en,Q1370859,0.202239990234375
0,1144,1149,PER,Friar >> en,Q548320,-2.7988922595977783
0,1154,1163,PER,Cosmas and Damian >> en,Q76486,-1.6670244932174683
0,1347,1352,PER,Santa Maria della Concezione dei Cappuccini >> en,Q546141,-2.15998911857605
0,1410,1420,PER,Michelangelo Buonarroti >> en,Q5592,-0.8575815558433533
0,1444,1456,PER,Michelangelo >> en,Q5592,-0.6327847242355347
0,1528,1534,LOC,Arezzo >> en,Q13378,-0.23349182307720184
0,1544,1550,PER,Giorgio Vasari >> en,Q128027,-0.0629882961511612
0,1663,1675,PER,Michelangelo >> en,Q5592,-0.8821539878845215
0,1845,1857,PER,Michelangelo >> en,Q5592,-0.8437991738319397
0,1901,1906,PER,"San Lorenzo, Florence >> en",Q573881,-1.6886433362960815
0,1929,1941,PER,Michelangelo >> en,Q5592,-0.8625738024711609
0,1966,1985,PER,Agnolo Bronzino >> en,Q7803,-2.2245514392852783
0,2038,2051,PER,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.8268734216690063
0,2056,2068,PER,Lorenzo de' Medici >> en,Q177854,-0.6408602595329285
0,2092,2096,PER,Pope >> en,Q19546,-0.2551927864551544
0,2180,2190,LOC,"San Lorenzo, Florence >> en",Q573881,-0.07209482789039612
0,2203,2207,LOC,Rome >> en,Q220,-0.2182513028383255
0,2254,2266,PER,Pope Clement I >> en,Q42887,-0.5760008096694946
0,2309,2317,LOC,Florence >> en,Q2044,-0.1657068133354187
0,2336,2341,PER,Santa Maria in Trastevere >> en,Q1137391,-2.4953413009643555
0,2530,2542,PER,Michelangelo >> en,Q5592,-0.9266331195831299
0,2610,2629,PER,Agnolo Bronzino >> en,Q7803,-2.4500043392181396
1,7,37,PER,Michelangelo >> en,Q5592,-1.7502853870391846
1,27,37,LOC,Poggibonsi >> en,Q91350,-3.476853370666504
1,57,67,LOC,Монторзоли (Фиренца) >> sr,Q3862501,-1.2130589485168457
1,103,111,LOC,Florence >> en,Q2044,-0.15270401537418365
1,127,134,LOC,Bologna >> en,Q1891,-0.14188605546951294
1,244,250,PER,Agnolo >> en,Q2826951,-1.5172741413116455
1,474,481,LOC,Fiesole >> en,Q82670,-0.1954609900712967
1,502,512,LOC,Монторзоли (Фиренца) >> sr,Q3862501,-1.3278069496154785
1,514,520,PER,Agnolo >> en,Q2826951,-1.323051929473877
1,586,605,PER,Francesco del Tadda >> it,Q3750862,-1.2860792875289917
1,822,841,PER,Francesco del Tadda >> it,Q3750862,-1.4357893466949463
1,847,861,PER,Andrea del Sarto >> en,Q5571,-1.6850603818893433
1,877,884,LOC,Fiesole >> en,Q82670,-0.1963338404893875
1,1081,1088,PER,Michele Sanmichele >> en,Q459937,-3.9764249324798584
1,1101,1107,PER,Agnolo Bronzino >> en,Q7803,-0.9433109760284424
1,1162,1166,LOC,Rome >> en,Q220,-0.21838949620723724
1,1218,1227,LOC,St. Peter's Basilica >> en,Q12512,0.00262451171875
1,1410,1414,LOC,Rome >> en,Q220,-0.2185552567243576
1,1453,1460,LOC,Perugia >> en,Q3437,-0.1972280740737915
1,1584,1591,LOC,Perugia >> en,Q3437,-0.19300025701522827
1,1733,1752,PER,Raffaello Maffei >> en,Q3417362,-0.03184366226196289
1,1761,1775,PER,Volterrano >> en,Q2403504,-0.007820606231689453
1,1780,1788,LOC,Volterra >> en,Q103305,-0.17582744359970093
2,69,77,PER,Giovanni Pisano >> en,Q314932,-0.9488849639892578
2,82,97,PER,Niccola Pisano >> en,Q364413,-1.3762308359146118
2,93,97,LOC,Pisa >> en,Q13375,-0.18013381958007812
2,99,107,PER,Agostino da Siena >> en,Q395759,-0.1824588179588318
2,112,118,PER,Agnolo Bronzino >> en,Q7803,-1.2093393802642822
2,133,138,LOC,Siena >> en,Q2751,-0.1929590404033661
2,185,189,MISC,Life >> en,Q3,-0.6292240619659424
2,301,306,LOC,Siena >> en,Q2751,-0.18950721621513367
2,399,412,ORG,Consularis >> en,Q782648,-3.0645885467529297
2,445,456,LOC,"Fontebranda, Siena >> en",Q3747505,-1.0075594186782837
2,512,521,LOC,Consul >> en,Q4489757,-0.3793928921222687
2,527,540,LOC,Custom house >> en,Q218653,-0.35685795545578003
2,800,808,PER,Agostino da Siena >> en,Q395759,-0.21594560146331787
2,813,819,PER,Agnolo Bronzino >> en,Q7803,-1.0101490020751953
2,868,876,PER,Giovanni Pisano >> en,Q314932,-1.2185858488082886
2,881,896,PER,Niccola Pisano >> en,Q364413,-0.623166024684906
2,892,896,LOC,Pisa >> en,Q13375,-0.2096591293811798
2,1015,1023,PER,Giovanni da Siena >> en,Q3768439,-1.3439127206802368
2,1040,1046,LOC,Naples >> en,Q2634,-0.19816583395004272
2,1050,1054,LOC,Pisa >> en,Q13375,-0.18804191052913666
2,1083,1088,LOC,Siena >> en,Q2751,-0.18836361169815063
2,1154,1159,LOC,Siena Cathedral >> en,Q282554,-0.012990713119506836
2,1280,1288,PER,Agostino da Siena >> en,Q395759,-0.4107552170753479
2,1537,1545,PER,Giovanni da Siena >> en,Q3768439,-0.7000470757484436
2,1994,2002,PER,Agostino da Siena >> en,Q395759,-1.2701596021652222
2,2045,2053,PER,Giovanni Bellini >> en,Q17169,-1.5033259391784668
2,2072,2078,PER,Agnolo Bronzino >> en,Q7803,-0.8699160814285278
3,0,8,PER,Agostino da Siena >> en,Q395759,-1.6563639640808105
3,46,54,PER,Giovanni Bellini >> en,Q17169,-1.3527867794036865
3,100,119,LOC,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.2692905068397522
3,193,199,PER,Agnolo Bronzino >> en,Q7803,-0.7524992823600769
3,322,330,PER,Agostino da Siena >> en,Q395759,-0.7779479026794434
3,399,407,PER,Giovanni da Siena >> en,Q3768439,-1.4347251653671265
3,529,536,LOC,Pistola >> en,Q7198490,-0.22321133315563202
3,541,545,LOC,Pisa >> en,Q13375,-0.2039414495229721
3,704,708,ORG,Capetian House of Anjou >> en,Q939200,-1.2329620122909546
3,712,717,LOC,Siena >> en,Q2751,-0.2064838409423828
3,719,727,PER,Agostino da Siena >> en,Q395759,-0.28092285990715027
3,753,775,LOC,Malborghetto-Valbruna >> it,Q53278,-1.2527167797088623
3,763,775,LOC,Malborghetto-Valbruna >> it,Q53278,-0.9688979387283325
3,890,895,LOC,Siena >> en,Q2751,-0.2020958513021469
3,915,923,PER,Giovanni da Siena >> en,Q3768439,-0.9585040211677551
3,983,988,ORG,State (polity) >> en,Q7275,-0.7703527808189392
3,1084,1089,LOC,Siena Cathedral >> en,Q282554,-0.03512801229953766
3,1215,1227,LOC,"Porta Romana, Siena >> en",Q2104857,-0.32184749841690063
