doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
3,6,1859,1867,236,244,prophets,Subject,prophets
5,1,374,379,85,90,David,Subject,David
5,1,396,403,107,114,Goliath,Subject,Goliath
5,1,396,403,107,114,Goliath,Subject,Goliath
5,3,1157,1177,237,257,Nativity of Our Lady,Subject,Our Lady
5,3,1157,1177,237,257,Nativity of Our Lady,Subject,Our Lady
9,1,430,445,48,63,Cencio Guasconi,Subject,Cencio Guasconi
10,6,1756,1796,294,334,S. Augustine disputing with the heretics,Subject,disputing with the heretics
10,6,1756,1796,294,334,S. Augustine disputing with the heretics,Subject,disputing with the heretics
10,6,1814,1820,352,358,Christ,Subject,Christ
10,6,1825,1831,363,369,Saints,Subject,Saints
10,6,1814,1820,352,358,Christ,Subject,Christ
10,6,1825,1831,363,369,Saints,Subject,Saints
13,0,258,266,258,266,Our Lady,Subject,Our Lady
13,0,421,432,421,432,Holy Spirit,Subject,Holy Spirit
13,0,421,432,421,432,Holy Spirit,Subject,Holy Spirit
13,4,1273,1284,102,113,S. Margaret,Subject,S. Margaret
14,2,838,849,132,143,Dead Christ,Subject,Dead Christ
14,2,851,859,145,153,Our Lady,Subject,Our Lady
14,2,861,868,155,162,S. John,Subject,S. John
14,2,870,883,164,177,the Magdalene,Subject,Magdalene
14,4,1465,1489,138,162,Nativity of Jesus Christ,Subject,Jesus Christ
14,4,1465,1489,138,162,Nativity of Jesus Christ,Subject,Jesus Christ
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Subject,Apostles
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Subject,Apostles
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Subject,Apostles
14,5,1927,1943,234,250,Life of Our Lady,Subject,Our Lady
14,5,1927,1943,234,250,Life of Our Lady,Subject,Our Lady
14,6,2044,2063,99,118,Christ on the Cross,Subject,Christ on the Cross
14,6,2074,2090,129,145,Angels about Him,Subject,Angels
14,6,2092,2100,147,155,Our Lady,Subject,Our Lady
14,6,2106,2113,161,168,S. John,Subject,S. John
14,6,2074,2090,129,145,Angels about Him,Subject,Angels
14,6,2092,2100,147,155,Our Lady,Subject,Our Lady
14,6,2106,2113,161,168,S. John,Subject,S. John
14,6,2233,2253,288,308,S. James the Apostle,Subject,S. James the Apostle
14,6,2258,2279,313,334,S. Alfonso the Bishop,Subject,S. Alfonso the Bishop
15,5,1429,1440,17,28,Dead Christ,Subject,Dead Christ
15,6,1816,1822,202,208,Christ,Subject,Christ
15,6,1843,1848,229,234,Cross,Subject,taken down from the Cross
15,6,1859,1866,245,252,Thieves,Subject,Thieves
15,6,1899,1906,285,292,Madonna,Subject,Madonna
15,7,2168,2171,153,156,men,Subject,men
15,7,2176,2181,161,166,women,Subject,women
16,1,1688,1710,555,577,Assumption of Our Lady,Subject,Our Lady
16,1,1688,1710,555,577,Assumption of Our Lady,Subject,Our Lady
19,2,755,773,84,102,Nativity of Christ,Subject,Christ
19,2,755,773,84,102,Nativity of Christ,Subject,Christ
19,2,835,847,164,176,Annunciation,Subject,Annunciation
19,2,941,951,270,280,S. Filippo,Subject,"S. Filippo, the founder of that Servite Order"
20,4,1642,1655,301,314,Old Testament,Subject,stories of the Old Testament
29,0,243,249,243,249,Joseph,Subject,Joseph
29,0,243,249,243,249,Joseph,Subject,Joseph
29,0,535,542,535,542,Pharaoh,Subject,ministering to Pharaoh
29,1,668,675,77,84,Trinity,Subject,Trinity
29,2,869,876,135,142,Madonna,Subject,Madonna
29,2,891,897,157,163,Girdle,Subject,to whom the Madonna is giving the Girdle
29,2,869,876,135,142,Madonna,Subject,Madonna
30,4,1219,1227,172,180,Apostles,Subject,Apostles
30,4,1376,1408,329,361,Feast of Simon and the Magdalene,Subject,Magdalene
30,4,1376,1408,329,361,Feast of Simon and the Magdalene,Subject,Magdalene
30,4,1376,1408,329,361,Feast of Simon and the Magdalene,Subject,Magdalene
30,5,1547,1558,63,74,Dead Christ,Subject,Christ
30,5,1547,1558,63,74,Dead Christ,Subject,Christ
30,6,1693,1717,79,103,Coronation of Our  Lady.,Subject,Our  Lady
30,6,1693,1717,79,103,Coronation of Our  Lady.,Subject,Our  Lady
31,2,639,651,197,209,Annunciation,Subject,Annunciation
31,2,659,673,217,231,God the Father,Subject,God the Father
35,0,43,48,43,48,Pietà,Art Subject,Pietà
38,5,1423,1431,69,77,the Magi,Subject,Magi presenting their offerings to Christ
38,5,1462,1468,108,114,Christ,Subject,Christ
38,5,1462,1468,108,114,Christ,Subject,Christ
39,1,472,481,267,276,Communion,Subject,giving the Communion to the Apostles
39,1,489,497,284,292,Apostles,Subject,Apostles
39,1,489,497,284,292,Apostles,Subject,Apostles
39,2,612,623,47,58,Dead Christ,Subject,Christ
39,2,612,623,47,58,Dead Christ,Subject,Christ
39,2,737,746,172,181,S. Helena,Subject,S. Helena
39,2,762,785,197,220,the Emperor Constantine,Subject,Emperor Constantine
39,2,805,814,240,249,the Cross,Subject,in the finding of the Cross
39,3,851,863,35,47,S. Sebastian,Subject,S. Sebastian
39,5,1328,1352,173,197,Baptism of Jesus Christ;,Subject,Jesus Christ
39,5,1328,1352,173,197,Baptism of Jesus Christ;,Subject,Jesus Christ
39,6,1521,1580,140,199,"three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla",Subject,S. Cantianilla
39,6,1521,1580,140,199,"three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla",Subject,S. Cantianilla
39,6,1521,1580,140,199,"three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla",Subject,S. Cantianilla
39,7,1706,1725,99,118,S. John the Baptist,Subject,S. John the Baptist
39,7,1731,1744,124,137,S. Sebastian.,Subject,S. Sebastian
39,8,1835,1846,90,101,the Madonna,Subject,Madonna
