id,type,start_pos,end_pos,surface,coref_id
nanni:700,ENT,0,23,"Jacopo, called L'Indaco",
nanni:700,ENT,47,71,Domenico del Ghirlandajo,
nanni:700,ENT,91,95,Rome,
nanni:700,ENT,101,113,Pinturicchio,
nanni:700,PRON,144,147,his,
nanni:700,PRON,166,168,he,
nanni:700,ENT,187,192,works,
nanni:700,PRON,209,211,he,
nanni:700,ENT,300,305,works,
nanni:700,PRON,318,321,his,
nanni:700,ENT,375,381,fellow,
nanni:700,ENT,388,393,lover,
nanni:700,PRON,409,411,he,
nanni:700,PRON,455,459,work,
nanni:700,PRON,470,472,he,
nanni:700,PRON,488,490,it,
nanni:700,PRON,499,501,he,
nanni:700,ENT,615,624,Christian,
nanni:700,PRON,626,628,He,
nanni:700,ENT,658,670,Michelagnolo,
nanni:700,ENT,686,695,craftsman,
nanni:700,PRON,786,789,his,
nanni:700,PRON,802,805,his,
nanni:700,PRON,871,874,him,
nanni:700,PRON,909,912,his,
nanni:700,ENT,930,933,man,
nanni:700,ENT,935,941,Jacopo,
nanni:700,ENT,967,971,Rome,
nanni:700,PRON,997,999,he,
nanni:700,ENT,1020,1024,Rome,
nanni:700,PRON,1050,1053,his,
nanni:700,ENT,1068,1072,city,
nanni:700,ENT,1087,1093,chapel,
nanni:700,ENT,1130,1151,Church of S. Agostino,
nanni:700,ENT,1159,1163,door,
nanni:700,ENT,1171,1177,façade,
nanni:700,ENT,1186,1194,vaulting,
nanni:700,ENT,1204,1210,chapel,
nanni:700,ENT,1219,1227,Apostles,
nanni:700,ENT,1219,1253,Apostles receiving the Holy Spirit,
nanni:700,ENT,1242,1253,Holy Spirit,
nanni:700,ENT,1285,1292,stories,
nanni:700,ENT,1296,1302,Christ,
nanni:700,PRON,1310,1313,His,
nanni:700,ENT,1321,1326,Peter,
nanni:700,ENT,1331,1337,Andrew,
nanni:700,ENT,1349,1353,nets,
nanni:700,ENT,1376,1408,Feast of Simon and the Magdalene,
nanni:700,ENT,1385,1390,Simon,
nanni:700,ENT,1399,1408,Magdalene,
nanni:700,ENT,1430,1437,ceiling,
nanni:700,ENT,1441,1447,planks,
nanni:700,ENT,1452,1457,beams,
nanni:700,ENT,1491,1496,panel,
nanni:700,ENT,1509,1515,chapel,
nanni:700,ENT,1537,1540,oil,
nanni:700,ENT,1547,1558,Dead Christ,
nanni:700,ENT,1552,1558,Christ,
nanni:700,ENT,1621,1636,Trinità at Rome,
nanni:700,ENT,1632,1636,Rome,
nanni:700,PRON,1675,1678,his,
nanni:700,ENT,1693,1716,Coronation of Our  Lady,
nanni:700,ENT,1707,1716,Our  Lady,
