id,start_pos,end_pos,surface,type,score
1,168,184,baptizing Christ,MISC,0.6345188319683075
2,144,152,Portugal,LOC,0.9991063475608826
6,139,152,Amerigo Benci,PER,0.9950248599052429
6,166,185,Loggia de ' Peruzzi,LOC,0.9999091148376464
7,33,54,Friars of S . Dominic,MISC,0.9695565899213155
8,310,315,Milan,LOC,0.9997279047966003
9,86,92,France,LOC,0.9993636012077332
10,56,64,S . Anne,PER,0.9998296350240707
10,203,211,two days,DATE,0.9998566210269928
10,536,542,Christ,PER,0.5064284205436707
11,75,85,Monna Lisa,MISC,0.9711372256278992
11,208,215,Francis,PER,0.9143653512001038
11,219,225,France,LOC,0.999834418296814
12,26,45,Giuliano de ' Medici,PER,0.999887689948082
13,187,194,Filippo,PER,0.9698039293289185
13,198,203,Milan,LOC,0.9998704195022583
14,33,61,Baldassarre Turini da Pescia,PER,0.9999266266822815
14,115,122,Madonna,PER,0.9969466328620911
15,87,110,Passing of Our Lady and,MISC,0.9936081568400065
16,27,52,Giovan Antonio Boltraffio,PER,0.9999854564666748
16,56,61,Milan,LOC,0.9999918937683105
16,118,127,year 1500,DATE,0.9999526739120483
16,238,273,Our Lady with the Child in her arms,MISC,0.9999698549509048
17,192,207,of S . Francesco,MISC,0.9876521229743958
18,222,227,Order,MISC,0.7225997447967529
18,292,297,Order,MISC,0.9802523851394653
19,60,65,Roman,MISC,0.9980608820915222
19,89,101,Jacopo Galli,PER,0.9759786427021027
21,103,116,S . Augustine,MISC,0.9847606271505356
21,267,277,S . Jerome,MISC,0.9947989732027054
22,147,153,Cosimo,PER,0.9978291392326355
23,39,45,Medici,PER,0.9998670816421509
23,60,67,Lorenzo,PER,0.9999502897262573
24,3,20,S. Maria Maggiore,LOC,0.9999802112579346
24,24,32,Florence,LOC,0.9999948740005493
25,20,25,Pucci,PER,0.9996472597122192
26,177,193,S . Maria Novella,LOC,0.9982128739356995
26,275,296,Adoration of the Magi,MISC,0.9999550104141235
27,42,63,Church of S . Spirito,LOC,0.9996576011180878
27,67,75,Florence,LOC,0.9999923706054688
27,158,169,S . Anthony,PER,0.9999560415744781
32,107,121,Via de ' Servi,LOC,0.9999552011489868
34,51,54,day,DATE,0.6182430982589722
34,96,106,Florentine,MISC,0.9998599290847778
34,141,146,Roman,MISC,0.9965657591819763
35,263,270,Canossa,LOC,0.9986481070518494
36,119,127,Florence,LOC,0.9999927282333374
37,39,62,this first day of April,DATE,0.9994983911514282
37,189,200,three years,DATE,0.995902399222056
37,520,537,those three years,DATE,0.9999889930089315
37,578,588,first year,DATE,0.9999703168869019
37,606,617,second year,DATE,0.9999585946400961
37,641,646,third,DATE,0.9960794746875763
38,7,16,year 1533,DATE,0.8019122282663981
38,102,110,Florence,LOC,0.9999957084655762
39,15,36,June of the year 1557,DATE,0.9999901056289673
40,71,76,Giant,MISC,0.7601026296615601
40,80,88,Florence,LOC,0.9993206262588501
40,248,271,about twenty-nine years,DATE,0.9974670012791952
