id,type,start_pos,end_pos,surface,coref_id
raffaello:735,ENT,25,31,Heaven,
raffaello:735,PRON,48,54,itself,
raffaello:735,ENT,84,90,person,
raffaello:735,PRON,114,117,its,
raffaello:735,ENT,118,127,treasures,
raffaello:735,PRON,172,174,it,
raffaello:735,ENT,208,219,individuals,
raffaello:735,ENT,309,335,Raffaello Sanzio da Urbino,
raffaello:735,ENT,329,335,Urbino,
raffaello:735,ENT,453,456,men,
raffaello:735,PRON,472,477,their,
raffaello:735,ENT,525,534,adornment,
raffaello:735,PRON,577,581,they,
raffaello:735,ENT,645,651,person,
raffaello:735,ENT,669,676,actions,
raffaello:735,PRON,678,681,Him,
raffaello:735,ENT,682,688,nature,
raffaello:735,ENT,706,711,world,
raffaello:735,ENT,733,736,art,
raffaello:735,ENT,758,781,Michelagnolo Buonarroti,
raffaello:735,PRON,783,786,she,
raffaello:735,ENT,815,824,Raffaello,
raffaello:735,ENT,829,832,art,
raffaello:735,ENT,901,910,craftsmen,
raffaello:735,ENT,959,965,nature,
raffaello:735,PRON,1031,1035,them,
raffaello:735,PRON,1071,1073,it,
raffaello:735,PRON,1118,1122,them,
raffaello:735,ENT,1202,1209,virtues,
raffaello:735,ENT,1220,1223,men,
raffaello:735,PRON,1266,1268,he,
raffaello:735,ENT,1307,1316,Raffaello,
raffaello:735,PRON,1547,1549,it,
raffaello:735,PRON,1575,1577,it,
raffaello:735,ENT,1679,1698,Raffaello da Urbino,
raffaello:735,ENT,1692,1698,Urbino,
raffaello:735,ENT,1715,1718,men,
raffaello:735,PRON,1751,1753,it,
raffaello:735,ENT,1755,1766,mortal gods,
raffaello:735,ENT,1762,1766,gods,
raffaello:735,ENT,1807,1812,works,
raffaello:735,ENT,1854,1862,archives,
raffaello:735,ENT,1887,1892,world,
raffaello:735,PRON,1896,1900,ours,
raffaello:735,ENT,1936,1942,Heaven,
raffaello:735,ENT,1989,1996,RAPHAEL,
raffaello:735,ENT,1998,2007,S. GEORGE,
raffaello:735,ENT,2016,2022,DRAGON,
raffaello:735,ENT,2079,2088,Raffaello,
raffaello:735,ENT,2101,2136,"Urbino, a very famous city in Italy",
raffaello:735,ENT,2123,2127,city,
raffaello:735,ENT,2131,2136,Italy,
raffaello:735,ENT,2207,2213,father,
raffaello:735,ENT,2207,2238,father named Giovanni de' Santi,
raffaello:735,ENT,2242,2249,painter,
raffaello:735,ENT,2284,2287,man,
raffaello:735,PRON,2330,2333,his,
raffaello:735,ENT,2334,2342,children,
raffaello:735,PRON,2367,2369,he,
raffaello:735,PRON,2370,2377,himself,
raffaello:735,PRON,2425,2428,him,
raffaello:735,PRON,2432,2435,his,
raffaello:735,ENT,2436,2443,boyhood,
raffaello:735,ENT,2455,2463,Giovanni,
raffaello:735,PRON,2483,2485,it,
raffaello:735,ENT,2497,2504,infants,
raffaello:735,ENT,2527,2533,nurses,
raffaello:735,ENT,2562,2569,mothers,
raffaello:735,ENT,2585,2594,Raffaello,
raffaello:735,PRON,2627,2629,he,
raffaello:735,ENT,2648,2655,baptism,
raffaello:735,PRON,2662,2664,he,
raffaello:735,PRON,2684,2687,his,
raffaello:735,ENT,2693,2698,child,
raffaello:735,PRON,2703,2705,he,
raffaello:735,PRON,2750,2753,his,
raffaello:735,ENT,2758,2764,mother,
raffaello:735,PRON,2778,2781,his,
raffaello:735,PRON,2795,2797,he,
raffaello:735,PRON,2810,2813,his,
raffaello:735,ENT,2838,2843,house,
raffaello:735,PRON,2847,2850,his,
raffaello:735,ENT,2851,2858,parents,
raffaello:735,ENT,2929,2935,houses,
raffaello:735,ENT,2939,2947,peasants,
raffaello:735,ENT,2958,2964,people,
