doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
39,1,391,404,186,199,panel-picture,Artwork
39,1,472,481,267,276,Communion,Artwork
39,2,612,623,47,58,Dead Christ,Artwork
39,3,851,863,35,47,S. Sebastian,Artwork
39,5,1328,1352,173,197,Baptism of Jesus Christ;,Artwork
39,6,1443,1457,62,76,panel-pictures,Artwork
39,6,1459,1462,78,81,one,Artwork
39,7,1706,1725,99,118,S. John the Baptist,Artwork
39,7,1731,1744,124,137,S. Sebastian.,Artwork
39,8,1839,1846,94,101,Madonna,Artwork
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Artwork
39,8,1897,1906,152,161,S. Jerome,Artwork
39,9,1951,1965,43,57,panel-pictures,Artwork
39,9,1974,1986,66,78,S. Catharine,Artwork
39,9,1991,2001,83,93,S. Francis,Artwork
39,9,2020,2085,112,177,"Our Lady with S. James the Apostle, S. Francis, and many figures.",Artwork
39,10,2178,2185,92,99,Madonna,Artwork
39,11,2404,2409,90,95,panel,Artwork
