doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
0,0,474,491,474,491,Madonna di Loreto,Artwork
0,2,980,989,95,104,S. Cosimo,Artwork
0,2,996,1006,111,121,S. Damiano,Artwork
0,2,1049,1056,164,171,Madonna,Artwork
1,1,502,513,250,261,Montorsoli.,Artwork
1,6,1725,1789,174,238,"tomb of M. Raffaello Maffei, called Il  Volterrano, at Volterra;",Artwork
10,6,1576,1589,114,127,panel-picture,Artwork
10,6,1659,1675,197,213,ornamental frame,Artwork
10,6,1681,1697,219,235,various pictures,Artwork
14,2,717,728,11,22,altar-piece,Artwork
14,2,838,849,132,143,Dead Christ,Artwork
14,4,1465,1489,138,162,Nativity of Jesus Christ,Artwork
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Artwork
14,5,1888,1899,195,206,altar-piece,Artwork
14,6,1953,1992,8,47,high-altar of S. Jacopo degli Spagnuoli,Artwork
14,6,2015,2026,70,81,altar-piece,Artwork
14,6,2132,2150,187,205,two large pictures,Artwork
15,1,387,401,194,208,altar-pictures,Artwork
15,1,406,421,213,228,works in fresco,Artwork
15,5,1429,1440,17,28,Dead Christ,Artwork
15,6,1799,1822,185,208,altar-picture of Christ,Artwork
15,6,1899,1906,285,292,Madonna,Artwork
16,1,1688,1710,555,577,Assumption of Our Lady,Artwork
16,2,1843,1867,103,127,the Chapel of S. Onofrio,Artwork
16,2,1887,1905,147,165,that of S. Antonio,Artwork
16,3,1963,1971,24,32,pictures,Artwork
16,3,2311,2331,372,392,head of Appius Cæcus,Artwork
17,0,26,45,26,45,Chapel of the Scali,Artwork
19,2,755,773,84,102,Nativity of Christ,Artwork
19,2,835,847,164,176,Annunciation,Artwork
19,2,941,951,270,280,S. Filippo,Artwork
20,4,1368,1386,27,45,pictures in fresco,Artwork
20,4,1585,1600,244,259,works in fresco,Artwork
27,4,2045,2053,288,296,Crucifix,Artwork
28,2,1578,1589,347,358,altar-piece,Artwork
29,1,626,641,35,50,a round picture,Artwork
29,1,716,733,125,142,Christ Crucified.,Artwork
29,2,784,809,50,75,picture of the Assumption,Artwork
3,6,1859,1867,236,244,prophets,Artwork
30,4,1219,1253,172,206,Apostles receiving the Holy Spirit,Artwork
30,5,1491,1496,7,12,panel,Artwork
30,5,1547,1558,63,74,Dead Christ,Artwork
30,6,1621,1628,7,14,Trinità,Artwork
31,2,639,651,197,209,Annunciation,Artwork
31,2,659,683,217,241,God the Father in Heaven,Artwork
31,4,1224,1239,104,119,figures in clay,Artwork
31,4,1245,1269,125,149,a coat of arms in fresco,Artwork
33,6,2170,2176,90,96,models,Artwork
33,6,2184,2203,104,123,Church of S. Andrea,Artwork
33,6,2300,2307,220,227,temples,Artwork
35,0,43,48,43,48,Pietà,Artwork
36,2,697,706,39,48,S. Philip,Artwork
38,1,555,569,167,181,labours of art,Artwork
38,3,1105,1117,201,213,altar-pieces,Artwork
38,3,1127,1131,223,227,head,Artwork
38,5,1385,1395,31,41,high-altar,Artwork
38,5,1427,1468,73,114,Magi presenting their offerings to Christ,Artwork
39,1,391,404,186,199,panel-picture,Artwork
39,1,412,422,207,217,high-altar,Artwork
39,1,430,435,225,230,Duomo,Artwork
39,1,454,497,249,292,Christ giving the Communion to the Apostles,Artwork
39,2,612,623,47,58,Dead Christ,Artwork
39,3,851,863,35,47,S. Sebastian,Artwork
39,4,998,1011,75,88,panel-picture,Artwork
39,5,1328,1352,173,197,Baptism of Jesus Christ;,Artwork
39,6,1439,1534,58,153,"two panel-pictures, one with that Saint consecrating the church, and in the other three martyrs",Artwork
39,7,1706,1725,99,118,S. John the Baptist,Artwork
39,7,1731,1744,124,137,S. Sebastian.,Artwork
39,8,1839,1846,94,101,Madonna,Artwork
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Artwork
39,8,1897,1907,152,162,S. Jerome.,Artwork
39,9,1951,1965,43,57,panel-pictures,Artwork
39,11,2415,2426,101,112,S. Laurence,Artwork
39,11,2431,2441,117,127,S. Francis,Artwork
40,0,318,329,318,329,S. Giovanni,Artwork
