id,type,start_pos,end_pos,surface,coref_id,rel
brunelleschi:797,ENT,5,8,men,,
brunelleschi:797,ENT,40,46,person,,
brunelleschi:797,PRON,155,159,they,,
brunelleschi:797,PRON,230,234,them,,
brunelleschi:797,PRON,281,285,them,,
brunelleschi:797,PRON,287,291,they,,
brunelleschi:797,PRON,316,321,their,,
brunelleschi:797,ENT,344,348,work,,
brunelleschi:797,PRON,366,371,their,,
brunelleschi:797,PRON,402,404,it,,
brunelleschi:797,PRON,423,425,it,,
brunelleschi:797,PRON,478,481,his,,
brunelleschi:797,PRON,492,494,he,,
brunelleschi:797,ENT,506,512,people,,
brunelleschi:797,PRON,530,535,their,,
brunelleschi:797,ENT,578,584,nature,,
brunelleschi:797,PRON,601,604,his,,
brunelleschi:797,ENT,621,626,world,,
brunelleschi:797,ENT,633,636,man,,
brunelleschi:797,ENT,706,711,clods,,
brunelleschi:797,ENT,719,724,earth,,
brunelleschi:797,ENT,745,749,gold,,
brunelleschi:797,PRON,990,994,them,,
brunelleschi:797,PRON,1016,1020,they,,
brunelleschi:797,PRON,1103,1105,it,,
brunelleschi:797,ENT,1125,1151,Filippo di Ser Brunellesco,,
brunelleschi:797,ENT,1198,1222,Messer Forese da Rabatta,,
brunelleschi:797,ENT,1215,1222,Rabatta,,
brunelleschi:797,ENT,1227,1233,Giotto,,
brunelleschi:797,PRON,1266,1268,it,,
brunelleschi:797,PRON,1307,1309,us,,
brunelleschi:797,ENT,1313,1319,Heaven,,
brunelleschi:797,ENT,1349,1361,architecture,,
brunelleschi:797,ENT,1421,1424,men,,
brunelleschi:797,ENT,1486,1495,buildings,,
brunelleschi:797,ENT,1539,1545,design,,
brunelleschi:797,ENT,1565,1575,inventions,,
brunelleschi:797,ENT,1625,1633,ornament,,
brunelleschi:797,ENT,1639,1645,Heaven,,
brunelleschi:797,ENT,1666,1671,earth,,
brunelleschi:797,ENT,1734,1740,spirit,,
brunelleschi:797,ENT,1747,1754,Filippo,,
brunelleschi:797,ENT,1778,1783,world,,
brunelleschi:797,ENT,1837,1845,building,,
brunelleschi:797,ENT,1947,1953,Tuscan,,
brunelleschi:797,ENT,1954,1963,craftsmen,,
brunelleschi:797,ENT,2004,2010,Heaven,,
brunelleschi:797,PRON,2019,2022,him,,
brunelleschi:797,ENT,2104,2107,man,,
brunelleschi:797,PRON,2150,2152,he,,
brunelleschi:797,PRON,2166,2168,he,,
brunelleschi:797,PRON,2201,2203,he,,
brunelleschi:797,PRON,2234,2236,he,,
brunelleschi:797,PRON,2253,2256,his,,
brunelleschi:797,PRON,2291,2294,his,,
brunelleschi:797,ENT,2295,2302,friends,,
brunelleschi:797,PRON,2304,2306,He,,
brunelleschi:797,PRON,2321,2323,he,,
brunelleschi:797,PRON,2346,2349,his,,
brunelleschi:797,PRON,2376,2378,he,,
brunelleschi:797,PRON,2399,2402,his,,
brunelleschi:797,ENT,2403,2412,neighbour,,
brunelleschi:797,PRON,2416,2419,his,,
brunelleschi:898,PRON,0,2,It,,
brunelleschi:898,ENT,29,37,Florence,,
brunelleschi:898,ENT,40,43,man,,
brunelleschi:898,PRON,86,89,his,,
brunelleschi:898,PRON,116,119,his,,
brunelleschi:898,ENT,145,174,Ser Brunellesco di Lippo Lapi,,
brunelleschi:898,ENT,164,174,Lippo Lapi,,
brunelleschi:898,ENT,190,201,grandfather,,
brunelleschi:898,ENT,209,215,Cambio,,
brunelleschi:898,ENT,235,241,person,,
brunelleschi:898,ENT,250,253,son,,
brunelleschi:898,ENT,259,268,physician,,
brunelleschi:898,ENT,303,328,Maestro Ventura Bacherini,,
brunelleschi:898,ENT,334,349,Ser Brunellesco,,
brunelleschi:898,ENT,389,394,woman,,
brunelleschi:898,ENT,410,429,family of the Spini,,
brunelleschi:898,PRON,460,463,her,,
brunelleschi:898,ENT,473,478,house,,
brunelleschi:898,PRON,487,489,he,,
brunelleschi:898,PRON,494,497,his,,
brunelleschi:898,ENT,498,502,sons,,
