id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
zuccaro:864,PER,0,15,Francesco Maria,,,,
zuccaro:864,PER,22,36,Duke of Urbino,,,,
zuccaro:864,LOC,30,36,Urbino,,,,
zuccaro:864,LOC,60,68,township,,,,
zuccaro:864,LOC,72,91,Sant'Agnolo in Vado,,,,
zuccaro:864,LOC,95,100,place,,,,
zuccaro:864,LOC,109,114,State,,,,
zuccaro:864,PER,165,172,painter,,,,
zuccaro:864,PER,173,191,Ottaviano Zucchero,,,,
zuccaro:864,PER,200,205,child,,,,
zuccaro:864,PER,234,240,Taddeo,,,,
zuccaro:864,PER,248,251,boy,,,,
zuccaro:864,PER,321,327,father,,,,
zuccaro:864,MISC,390,396,design,,,,
zuccaro:864,PER,423,426,son,,,,
zuccaro:864,PER,489,495,master,,,,
zuccaro:864,PER,540,549,Ottaviano,,,,
zuccaro:864,PER,566,580,Pompeo da Fano,,,,
zuccaro:864,LOC,576,579,Fan,,,,
zuccaro:864,PER,604,610,friend,,,,
zuccaro:864,PER,630,637,painter,,,,
zuccaro:864,PER,639,645,Pompeo,,,,
zuccaro:864,PROD,648,653,works,,,,
zuccaro:864,PER,667,673,Taddeo,,,,
zuccaro:864,LOC,713,724,Sant'Agnolo,,,,
zuccaro:864,PER,778,784,father,,,,
zuccaro:864,PER,957,963,father,,,,
zuccaro:864,PER,993,997,sons,,,,
zuccaro:864,PER,1006,1014,daughter,,,,
zuccaro:864,PER,1105,1111,father,,,,
zuccaro:864,LOC,1180,1184,Rome,,,,
zuccaro:864,PER,1317,1324,persons,,,,
zuccaro:864,PER,1399,1408,Francesco,,,,
zuccaro:864,PER,1417,1428,Sant'Agnolo,,,,
zuccaro:864,PROD,1460,1470,grotesques,,,,
zuccaro:864,PER,1477,1492,Perino del Vaga,,,,
zuccaro:864,PER,1569,1576,kinsman,,,,
zuccaro:864,PER,1637,1646,Francesco,,,,
zuccaro:864,PER,1839,1842,boy,,,,
zuccaro:864,LOC,1937,1941,Rome,,,,
zuccaro:864,LOC,1992,1996,shop,,,,
zuccaro:934,PER,27,42,Cardinal Emulio,,,,
zuccaro:934,PER,56,60,Pope,,,,
zuccaro:934,PER,121,124,men,,,,
zuccaro:934,PROD,146,150,work,,,,
zuccaro:934,LOC,198,204,palace,,,,
zuccaro:934,LOC,220,224,wood,,,,
zuccaro:934,LOC,232,241,Belvedere,,,,
zuccaro:934,PER,274,286,Pope Paul IV,,,,
zuccaro:934,PROD,309,317,fountain,,,,
zuccaro:934,PROD,335,342,statues,,,,
zuccaro:934,PROD,346,355,ornaments,,,,
zuccaro:934,PROD,380,386,design,,,,
zuccaro:934,PER,390,403,Pirro Ligorio,,,,
zuccaro:934,PER,415,418,men,,,,
zuccaro:934,LOC,472,477,place,,,,
zuccaro:934,PER,484,500,Federigo Barocci,,,,
zuccaro:934,LOC,504,510,Urbino,,,,
zuccaro:934,PER,514,519,youth,,,,
zuccaro:934,PER,542,556,Leonardo Cungi,,,,
zuccaro:934,PER,561,577,Durante del Nero,,,,
zuccaro:934,LOC,587,605,Borgo San Sepolcro,,,,
zuccaro:934,LOC,624,634,apartments,,,,
zuccaro:934,LOC,648,653,floor,,,,
zuccaro:934,PROD,674,683,staircase,,,,
zuccaro:934,LOC,729,733,room,,,,
zuccaro:934,PER,749,759,Santi Titi,,,,
zuccaro:934,PER,763,770,painter,,,,
zuccaro:934,LOC,774,782,Florence,,,,
zuccaro:934,LOC,828,832,room,,,,
zuccaro:934,PER,892,909,Federigo Zucchero,,,,
zuccaro:934,PER,915,922,brother,,,,
zuccaro:934,PER,926,932,Taddeo,,,,
zuccaro:934,PER,942,952,Sclavonian,,,,
zuccaro:934,PER,953,971,Giovanni dal Carso,,,,
zuccaro:934,PER,988,994,master,,,,
zuccaro:934,PROD,998,1008,grotesques,,,,
zuccaro:934,LOC,1027,1031,room,,,,
zuccaro:934,PER,1069,1072,men,,,,
zuccaro:934,PER,1128,1136,Federigo,,,,
zuccaro:934,MISC,1170,1177,stories,,,,
zuccaro:934,PER,1181,1187,Christ,,,,
zuccaro:934,MISC,1223,1238,Transfiguration,,,,
zuccaro:934,MISC,1244,1271,Marriage of Cana in Galilee,,,,
zuccaro:934,LOC,1256,1260,Cana,,,,
zuccaro:934,LOC,1264,1271,Galilee,,,,
zuccaro:934,MISC,1281,1290,Centurion,,,,
zuccaro:934,MISC,1307,1313,Christ,,,,
zuccaro:934,PER,1370,1388,Orazio Sammacchini,,,,
zuccaro:934,PER,1392,1401,Bolognese,,,,
zuccaro:934,PER,1402,1409,painter,,,,
zuccaro:934,PER,1438,1451,Lorenzo Costa,,,,
zuccaro:934,LOC,1455,1461,Mantua,,,,
zuccaro:934,PER,1472,1489,Federigo Zucchero,,,,
zuccaro:934,LOC,1506,1511,place,,,,
zuccaro:934,LOC,1523,1529,loggia,,,,
zuccaro:934,PROD,1554,1563,fish-pond,,,,
zuccaro:934,PROD,1587,1593,frieze,,,,
zuccaro:934,LOC,1611,1615,hall,,,,
zuccaro:934,LOC,1623,1632,Belvedere,,,,
zuccaro:934,PROD,1669,1678,staircase,,,,
zuccaro:934,PROD,1686,1693,stories,,,,
zuccaro:934,PER,1697,1702,Moses,,,,
zuccaro:934,PER,1707,1714,Pharaoh,,,,
zuccaro:934,PROD,1743,1749,design,,,,
zuccaro:934,PROD,1760,1764,work,,,,
zuccaro:934,PROD,1823,1830,drawing,,,,
zuccaro:934,PER,1832,1840,Federigo,,,,
zuccaro:934,PER,1876,1907,Reverend Don Vincenzio Borghini,,,,
zuccaro:934,PROD,1937,1944,drawing,,,,
zuccaro:934,PER,1973,1980,painter,,,,
zuccaro:934,LOC,1994,1999,place,,,,
zuccaro:934,PER,2007,2015,Federigo,,,,
zuccaro:934,PER,2028,2033,Angel,,,,
zuccaro:934,PER,2046,2056,first-born,,,,
zuccaro:934,LOC,2060,2065,Egypt,,,,
zuccaro:934,PER,2153,2156,men,,,,
zuccaro:934,PROD,2173,2178,works,,,,
zuccaro:934,PER,2208,2215,persons,,,,
zuccaro:934,PROD,2221,2228,labours,,,,
zuccaro:934,PER,2232,2240,Federigo,,,,
zuccaro:934,PER,2328,2337,craftsmen,,,,
zuccaro:934,LOC,2341,2345,Rome,,,,
zuccaro:934,LOC,2361,2369,Florence,,,,
zuccaro:934,PROD,2514,2519,works,,,,
zuccaro:934,PER,2572,2579,persons,,,,
zuccaro:934,PER,2621,2624,men,,,,
zuccaro:934,PROD,2715,2720,works,,,,
zuccaro:934,PER,2722,2730,Federigo,,,,
zuccaro:934,LOC,2746,2765,Office of the Ruota,,,,
zuccaro:934,ORG,2760,2765,Ruota,,,,
zuccaro:934,PROD,2776,2786,escutcheon,,,,
zuccaro:934,PER,2790,2802,Pope Pius IV,,,,
zuccaro:934,MISC,2808,2815,figures,,,,
zuccaro:934,PER,2834,2841,Justice,,,,
zuccaro:934,PER,2846,2852,Equity,,,,
zuccaro:934,PER,2900,2906,Taddeo,,,,
