doc_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,labels
0,1049,1056,164,171,Madonna,PER,"['person', 'object', 'art', 'creation', 'female', 'figure', 'idol', 'statue', 'stick figure', 'deity']"
5,374,379,85,90,David,PER,"['person', 'action figure', 'character', 'figure', 'idol', 'statue', 'stick figure', 'deity']"
5,601,606,312,317,David,PER,"['person', 'object', 'character', 'figure', 'idol', 'representation', 'sculpture', 'statue', 'stick figure', 'deity', 'artifact']"
5,810,815,88,93,David,PER,"['person', 'actor', 'art', 'artist', 'music', 'musician', 'adult', 'art form', 'art music', 'art student', 'classical music', 'composer', 'conductor', 'creator', 'dancer', 'master', 'musical', 'musical instrument', 'opera', 'opera singer', 'orchestra', 'painter', 'performance', 'performer', 'performing art', 'pianist', 'piano', 'piano player', 'professional', 'singer', 'visual artist', 'player piano', 'entertainer']"
10,1623,1644,161,182,Church of S. Agostino,LOC,"['location', 'object', 'place', 'building', 'city', 'structure', 'church', 'figure', 'home', 'established church']"
10,1756,1768,294,306,S. Augustine,PER,"['person', 'religious leader', 'art historian', 'bishop', 'character', 'figure', 'idol', 'leader', 'male', 'man', 'painter', 'pope', 'priest', 'public figure', 'saint', 'servant', 'spiritual leader', 'organism']"
10,1814,1820,352,358,Christ,PER,"['person', 'religious leader', 'bishop', 'character', 'christ', 'figure', 'idol', 'leader', 'male', 'man', 'pope', 'prophet', 'public figure', 'saint', 'spiritual leader', 'deity']"
10,1825,1831,363,369,Saints,MISC,"['person', 'religious leader', 'action figure', 'character', 'figure', 'idol', 'public figure', 'saint', 'spiritual leader']"
13,1273,1284,102,113,S. Margaret,PER,"['person', 'object', 'animal', 'living thing', 'beast', 'character', 'figure', 'life form', 'organism']"
14,636,644,255,263,S. Peter,PER,"['person', 'object', 'religious leader', 'character', 'idol', 'painter', 'painting', 'public figure', 'saint', 'servant', 'spiritual leader', 'statue', 'holy cross', 'organism', 'deity']"
14,662,681,281,300,S. John the Baptist,PER,"['person', 'object', 'art', 'religious leader', 'artwork', 'character', 'idol', 'painter', 'painting', 'public figure', 'saint', 'spiritual leader', 'statue', 'organism', 'deity']"
14,838,849,132,143,Dead Christ,PER,"['person', 'object', 'religious leader', 'body', 'character', 'female', 'figure', 'idol', 'public figure', 'representation', 'spiritual leader', 'holy cross', 'stick figure', 'deity']"
14,851,859,145,153,Our Lady,PER,"['person', 'object', 'religious leader', 'character', 'female', 'figure', 'idol', 'public figure', 'representation', 'saint', 'spiritual leader', 'woman', 'deity']"
14,861,868,155,162,S. John,PER,"['person', 'object', 'religious leader', 'action figure', 'character', 'figure', 'idol', 'painter', 'public figure', 'representation', 'saint', 'servant', 'spiritual leader', 'statue', 'holy cross', 'stick figure', 'organism', 'deity']"
