id,type,start_pos,end_pos,surface,coref_id
calavrese:641,ENT,9,14,world,
calavrese:641,ENT,49,56,science,
calavrese:641,PRON,93,96,its,
calavrese:641,ENT,160,168,miracles,
calavrese:641,ENT,234,237,air,
calavrese:641,ENT,242,247,place,
calavrese:641,PRON,274,276,we,
calavrese:641,ENT,294,301,country,
calavrese:641,ENT,333,342,intellect,
calavrese:641,ENT,375,379,work,
calavrese:641,PRON,422,426,they,
calavrese:641,PRON,457,461,they,
calavrese:641,PRON,516,518,we,
calavrese:641,PRON,531,533,we,
calavrese:641,ENT,554,562,province,
calavrese:641,ENT,565,570,fruit,
calavrese:641,PRON,623,625,we,
calavrese:641,ENT,639,642,man,
calavrese:641,PRON,666,668,we,
calavrese:641,PRON,674,677,him,
calavrese:641,ENT,683,690,country,
calavrese:641,ENT,697,700,men,
calavrese:641,PRON,745,747,it,
calavrese:641,ENT,761,768,painter,
calavrese:641,ENT,761,784,painter Marco Calavrese,
calavrese:641,PRON,799,802,his,
calavrese:641,ENT,807,814,country,
calavrese:641,PRON,826,829,his,
calavrese:641,ENT,864,868,city,
calavrese:641,ENT,864,878,city of Naples,
calavrese:641,PRON,880,882,He,
calavrese:641,PRON,932,935,his,
calavrese:641,ENT,943,947,Rome,
calavrese:641,ENT,1006,1014,painting,
calavrese:641,ENT,1024,1028,song,
calavrese:641,ENT,1036,1041,Siren,
calavrese:641,PRON,1058,1061,him,
calavrese:641,PRON,1088,1090,he,
calavrese:641,ENT,1116,1120,lute,
calavrese:641,ENT,1135,1141,waters,
calavrese:641,ENT,1145,1151,Sebeto,
calavrese:641,PRON,1162,1165,his,
calavrese:641,PRON,1178,1180,he,
calavrese:641,ENT,1192,1200,prisoner,
calavrese:641,ENT,1217,1221,land,
calavrese:641,PRON,1228,1230,he,
calavrese:641,PRON,1243,1246,his,
calavrese:641,ENT,1257,1263,Heaven,
calavrese:641,PRON,1268,1271,his,
calavrese:641,ENT,1295,1300,Marco,
calavrese:641,ENT,1322,1327,works,
calavrese:641,ENT,1331,1335,oils,
calavrese:641,ENT,1343,1349,fresco,
calavrese:641,PRON,1355,1357,he,
calavrese:641,PRON,1365,1372,himself,
calavrese:641,ENT,1398,1401,man,
calavrese:641,ENT,1430,1433,art,
calavrese:641,ENT,1442,1449,country,
calavrese:641,PRON,1453,1456,his,
calavrese:641,ENT,1491,1495,work,
calavrese:641,PRON,1501,1503,he,
calavrese:641,ENT,1516,1522,Aversa,
calavrese:641,ENT,1547,1553,Naples,
calavrese:641,ENT,1576,1589,panel-picture,
calavrese:641,ENT,1593,1597,oils,
calavrese:641,ENT,1605,1615,high-altar,
calavrese:641,ENT,1623,1629,Church,
calavrese:641,ENT,1623,1644,Church of S. Agostino,
calavrese:641,ENT,1633,1644,S. Agostino,
calavrese:641,ENT,1670,1675,frame,
calavrese:641,ENT,1689,1697,pictures,
calavrese:641,PRON,1741,1743,he,
calavrese:641,ENT,1756,1768,S. Augustine,
calavrese:641,ENT,1788,1796,heretics,
calavrese:641,ENT,1814,1820,Christ,
calavrese:641,ENT,1825,1831,Saints,
calavrese:643,PRON,46,49,his,
