id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
calavrese:641,LOC,9,14,world,,,
calavrese:641,PROD,49,56,science,,,
calavrese:641,MYTH,160,168,miracles,,,
calavrese:641,LOC,234,237,air,,,
calavrese:641,LOC,242,247,place,,,
calavrese:641,GPE,294,301,country,,,
calavrese:641,PER,333,342,intellect,,,
calavrese:641,PROD,375,379,work,,,
calavrese:641,GPE,554,562,province,,,
calavrese:641,PLANT,565,570,fruit,,,
calavrese:641,PER,639,642,man,,,
calavrese:641,GPE,683,690,country,,,
calavrese:641,PER,697,700,men,,,
calavrese:641,PER,761,768,painter,,,
calavrese:641,PER,761,784,painter Marco Calavrese,,,
calavrese:641,GPE,807,814,country,,,
calavrese:641,GPE,864,868,city,,,
calavrese:641,GPE,864,878,city of Naples,,,
calavrese:641,GPE,943,947,Rome,,,
calavrese:641,PROD,1006,1014,painting,,,
calavrese:641,PROD,1024,1028,song,,,
calavrese:641,MYTH,1036,1041,Siren,,,
calavrese:641,PROD,1116,1120,lute,,,
calavrese:641,MAT,1135,1141,waters,,,
calavrese:641,GPE,1145,1151,Sebeto,,,
calavrese:641,PER,1192,1200,prisoner,,,
calavrese:641,LOC,1217,1221,land,,,
calavrese:641,MYTH,1257,1263,Heaven,,,
calavrese:641,PER,1295,1300,Marco,,,
calavrese:641,PROD,1322,1327,works,,,
calavrese:641,TECH,1331,1335,oils,,,
calavrese:641,TECH,1343,1349,fresco,,,
calavrese:641,PER,1398,1401,man,,,
calavrese:641,PROD,1430,1433,art,,,
calavrese:641,GPE,1442,1449,country,,,
calavrese:641,PROD,1491,1495,work,,,
calavrese:641,GPE,1516,1522,Aversa,,,
calavrese:641,GPE,1547,1553,Naples,,,
calavrese:641,PROD,1576,1589,panel-picture,,,
calavrese:641,TECH,1593,1597,oils,,,
calavrese:641,FAC,1605,1615,high-altar,,,
calavrese:641,FAC,1623,1629,Church,,,
calavrese:641,FAC,1623,1644,Church of S. Agostino,,,
calavrese:641,MYTH,1633,1644,S. Agostino,,,
calavrese:641,PROD,1670,1675,frame,,,
calavrese:641,PROD,1689,1697,pictures,,,
calavrese:641,MYTH,1756,1768,S. Augustine,,,
calavrese:641,MYTH,1788,1796,heretics,,,
calavrese:641,MYTH,1814,1820,Christ,,,
calavrese:641,MYTH,1825,1831,Saints,,,
calavrese:642,PROD,4,12,pictures,,,
calavrese:642,PER,16,23,Maestro,,,
calavrese:642,PER,16,29,Maestro Marco,,,
calavrese:643,PER,0,4,Cola,,,
calavrese:643,GPE,28,32,Rome,,,
calavrese:643,GPE,50,57,country,,,
calavrese:643,GPE,78,84,Ascoli,,,
calavrese:643,PER,124,128,wife,,,
calavrese:643,PER,132,137,woman,,,
calavrese:643,ORG,161,167,family,,,
calavrese:643,EVE,243,249,strife,,,
calavrese:643,ORG,254,261,parties,,,
calavrese:643,GPE,271,277,Ascoli,,,
calavrese:643,MYTH,294,298,Pope,,,
calavrese:643,MYTH,294,307,Pope Paul III,,,
calavrese:644,PER,9,18,Calabrian,,,
calavrese:644,TECH,35,41,fresco,,,
calavrese:644,FAC,46,52,Chapel,,,
calavrese:644,FAC,46,70,Chapel of the Conception,,,
calavrese:644,MYTH,60,70,Conception,,,
calavrese:644,FAC,78,84,Church,,,
calavrese:644,FAC,78,99,Church of the Trinità,,,
calavrese:644,MYTH,92,99,Trinità,,,
calavrese:645,PER,25,31,Signor,,,
calavrese:645,PER,25,50,Signor Alessandro Vitelli,,,
calavrese:645,PER,67,71,Lord,,,
calavrese:645,PER,67,82,Lord of Matrice,,,
calavrese:645,GPE,75,82,Matrice,,,
calavrese:645,PER,93,100,Maestro,,,
calavrese:645,PER,93,105,Maestro Cola,,,
calavrese:645,PER,118,121,man,,,
calavrese:645,GPE,126,143,Città di Castello,,,
calavrese:645,FAC,181,187,palace,,,
calavrese:645,PROD,193,198,works,,,
calavrese:645,TECH,202,208,fresco,,,
calavrese:645,PROD,224,232,pictures,,,
calavrese:645,PER,256,263,Maestro,,,
calavrese:645,PER,256,268,Maestro Cola,,,
calavrese:645,GPE,300,307,Matrice,,,
