id,start_pos,end_pos,surface,label,wb_id,score
0,9,21,Pope Clement,PERSON,Q172928,0.3272507115189599
0,134,144,S. Lorenzo,PERSON,Q17590,0.38685886466879615
0,428,437,San Gallo,LOC,Q12746,0.44163501534551053
0,474,491,Madonna di Loreto,ORG,Q9094350,0.3998817573220136
0,532,537,Frate,PERSON,Q7780,0.026323445891479724
0,996,1006,S. Damiano,PERSON,Q20679661,0.828560908077402
0,1084,1094,S. Damiano,PERSON,Q20679661,0.7127804641951067
0,2061,2068,Lorenzo,PERSON,Q17590,-0.4804857486309372
0,2092,2096,Pope,PERSON,Q19546,0.5650395829090747
0,2181,2191,S. Lorenzo,PERSON,Q17590,1.0274529888032005
0,2255,2267,Pope Clement,PERSON,Q172928,0.6977199799422399
1,57,67,Montorsoli,PERSON,Q27040,0.12748914183074056
1,119,123,road,LOC,Q34442,0.8851493990704057
1,127,134,Bologna,LOC,Q16139,0.2754005945569179
1,847,861,Maestro Andrea,PERSON,Q21289481,0.008578168390021346
1,1761,1775,Il  Volterrano,PERSON,Q2403504,0.9388366148918309
2,133,138,Siena,LOC,Q16275,-0.051666742345159666
2,985,987,It,LOC,Q38,2.1678918392551987
2,1508,1511,And,LOC,Q5456,0.25357780938544694
3,113,119,Arezzo,LOC,Q13378,0.0738203056369412
3,568,571,And,LOC,Q5456,0.24723692866994085
3,1313,1317,gate,LOC,Q34442,0.5567550233203199
3,1426,1434,S. Agata,PERSON,Q200895,0.2161673687701654
3,1598,1603,Gaeta,LOC,Q128089,0.02467915178995217
3,1672,1679,Tolomei,ORG,Q131976,0.15299914385463087
4,364,376,Michelagnolo,PERSON,Q5592,0.35875231172465305
4,843,850,Lorenzo,PERSON,Q17590,-0.1727672559788026
4,1360,1372,Michelagnolo,PERSON,Q5592,1.4676549636724214
4,1691,1703,Michelagnolo,PERSON,Q5592,1.2604107140581418
4,1825,1837,Michelagnolo,PERSON,Q5592,1.696954858213536
5,0,4,Pope,PERSON,Q19546,0.17418047587743268
5,92,100,Our Lady,PERSON,Q345,0.9053118616728665
5,144,158,Maestro Andrea,PERSON,Q21289481,0.1009529919947475
5,177,186,Sansovino,PERSON,Q202267,0.11715847134782809
5,335,339,Pope,PERSON,Q19546,0.5950517092163733
5,722,730,The Pope,PERSON,Q19546,0.7598208387745925
5,829,835,Loreto,LOC,Q200938,0.054338739490427446
5,839,853,Maestro Andrea,PERSON,Q21289481,0.1579027246950523
5,974,988,Maestro Andrea,PERSON,Q21289481,0.10821473948631877
5,1058,1062,Pope,PERSON,Q19546,0.3517967981466218
5,1090,1095,piece,LOC,Q180516,0.4887370710595479
5,1623,1637,Maestro Andrea,PERSON,Q21289481,0.360514769402977
5,2250,2256,Ancona,LOC,Q16114,-0.09601238733511475
6,621,630,the world,LOC,Q2,1.285463752592888
6,1209,1215,Forese,LOC,Q1437284,0.010807454908206782
6,1778,1787,the world,LOC,Q2,1.3470427367287696
6,2105,2111,no man,ORG,Q1994472,0.6935800600253178
6,2177,2181,free,ORG,Q2467627,0.5192060678180289
7,0,2,It,LOC,Q38,0.7734174405093491
7,149,160,Brunellesco,PERSON,Q174330,0.42158357845359207
7,338,349,Brunellesco,PERSON,Q174330,0.06850539534264388
7,444,448,part,ORG,Q7278,0.07075033119357854
7,632,636,Agli,LOC,Q394311,0.021097352306601036
7,1232,1243,Brunellesco,PERSON,Q174330,1.8351689334101025
7,1596,1599,And,LOC,Q5456,0.3632852031193047
8,11,16,siege,LOC,Q3485795,0.09271357612828435
8,133,137,gate,LOC,Q34442,0.49909711042874283
8,323,327,part,ORG,Q7278,0.24599090990590267
8,754,762,S. Marco,PERSON,Q31966,0.2303950283980173
8,2019,2035,S. Maria Novella,LOC,Q800761,0.28391732007492554
9,85,94,Raffaello,PERSON,Q5597,0.14625812480902967
9,98,104,Urbino,LOC,Q2759,0.11102157990572603
9,139,143,Pope,PERSON,Q19546,0.8068552934045808
9,190,199,de' Rossi,PERSON,Q2395202,0.14985214476897146
9,484,487,And,LOC,Q5456,0.08345593734747403
9,517,522,villa,LOC,Q42329,0.18511539125998355
9,563,573,tabernacle,LOC,Q255481,0.05465178052622155
10,5,14,the world,LOC,Q2,0.8514724871810041
10,1619,1629,the Church,ORG,Q666860,0.06974177703806494
11,446,455,architect,ORG,Q4387609,0.12723423199147665
11,457,461,Cola,LOC,Q38453,0.21321289432192503
11,711,718,parties,ORG,Q7278,0.060471261365446005
11,1433,1434,A,LOC,Q48,1.0928257680946247
11,1526,1533,Maestro,ORG,Q489921,0.1303571153563955
11,1534,1538,Cola,LOC,Q38453,0.5223457010143856
12,124,128,part,ORG,Q7278,0.45267455490254405
12,649,652,son,LOC,Q4174776,0.19741577737751725
12,1792,1801,beautiful,LOC,Q7473168,0.5517506822905495
13,1687,1692,borne,LOC,Q178743,1.1599973363396754
