doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
3,6,1859,1867,236,244,prophets,Subject,prophets
9,1,430,445,48,63,Cencio Guasconi,Subject,Cencio Guasconi
13,0,258,266,258,266,Our Lady,Subject,Our Lady
13,0,421,432,421,432,Holy Spirit,Subject,Holy Spirit
13,1,583,594,125,136,S. Margaret,Subject,S. Margaret
13,1,601,613,143,155,S. Catherine,Subject,S. Catherine
13,1,658,666,200,208,S. Peter,Subject,S. Peter
13,1,671,693,213,235,S. John the Evangelist,Subject,S. John the Evangelist
13,1,741,751,283,293,S. Filippo,Subject,S. Filippo
13,1,776,787,318,329,S. Antonino,Subject,"S. Antonino, Archbishop of Florence"
13,2,839,848,26,35,landscape,Subject,landscape
13,2,893,898,80,85,trees,Subject,trees
14,2,838,849,132,143,Dead Christ,Subject,Dead Christ
14,2,851,859,145,153,Our Lady,Subject,Our Lady
14,2,861,868,155,162,S. John,Subject,S. John
14,2,874,883,168,177,Magdalene,Subject,Magdalene
14,3,1119,1143,186,210,Nativity of Jesus Christ,Subject,Nativity of Jesus Christ
14,3,1149,1170,216,237,Adoration of the Magi,Subject,Adoration of the Magi
14,3,1176,1193,243,260,Flight into Egypt,Subject,Flight into Egypt
14,3,1203,1228,270,295,Massacre of the Innocents,Subject,Massacre of the Innocents
14,4,1465,1489,138,162,Nativity of Jesus Christ,Subject,Nativity of Jesus Christ
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Subject,Descent of the Holy Spirit upon the Apostles
14,5,1927,1944,234,251,Life of Our Lady.,Subject,Life of Our Lady
14,6,2044,2063,99,118,Christ on the Cross,Subject,Christ on the Cross
14,6,2074,2080,129,135,Angels,Subject,Angels
14,6,2092,2100,147,155,Our Lady,Subject,Our Lady
14,6,2106,2113,161,168,S. John,Subject,S. John
14,6,2233,2253,288,308,S. James the Apostle,Subject,S. James the Apostle
14,6,2258,2279,313,334,S. Alfonso the Bishop,Subject,S. Alfonso the Bishop
15,5,1429,1440,17,28,Dead Christ,Subject,Dead Christ
15,5,1607,1612,195,200,Saint,Subject,Saint
15,6,1816,1822,202,208,Christ,Subject,Christ
15,6,1859,1866,245,252,Thieves,Subject,Thieves
15,6,1899,1906,285,292,Madonna,Subject,Madonna
15,7,2168,2181,153,166,men and women,Subject,men
16,1,1688,1710,555,577,Assumption of Our Lady,Subject,Assumption of Our Lady
19,2,755,773,84,102,Nativity of Christ,Subject,Nativity of Christ
19,2,835,847,164,176,Annunciation,Subject,Annunciation
