doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
41,0,94,101,94,101,Madonna,Subject
41,0,481,491,481,491,God's poor,Subject
41,2,822,844,148,170,Madonna with the Child,Subject
41,2,942,955,268,281,S. Laurentino,Subject
41,2,960,973,286,299,S. Pergentino,Subject
41,5,1628,1661,51,84,the martyrdom of those two Saints,Subject
41,6,1862,1874,108,120,Annunciation,Subject
41,6,2011,2023,257,269,S. Catherine,Subject
41,7,2312,2320,268,276,Crucifix,Subject
41,7,2326,2338,282,294,four figures,Subject
