id,start_pos,end_pos,entity,wb_id,score
18,166,182,Andrea del Sarto,Q5571,90.10367
29,140,158,Pontormo,Q207929,90.11895
0,74,82,Florence >> en,Q2044,-0.17778627574443817
0,134,144,"San Lorenzo, Florence >> en",Q573881,0.12280598282814026
0,474,491,Basilica della Santa Casa >> en,Q654996,-0.1731291562318802
0,541,549,Florence >> en,Q2044,-0.1774740368127823
0,1098,1120,Raffaello da Montelupo >> en,Q1370859,0.22116003930568695
0,1528,1534,Arezzo >> en,Q13378,-0.19459322094917297
0,1544,1550,Giorgio Vasari >> en,Q128027,-0.04613234102725983
0,2180,2190,"San Lorenzo, Florence >> en",Q573881,0.1174667477607727
0,2309,2317,Florence >> en,Q2044,-0.17260998487472534
1,103,111,Florence >> en,Q2044,-0.15302400290966034
1,127,134,Bologna >> en,Q1891,-0.14262153208255768
1,1218,1227,St. Peter's Basilica >> en,Q12512,0.08201324939727783
1,1584,1591,Perugia >> en,Q3437,-0.1975899636745453
1,1733,1752,Raffaello Maffei >> en,Q3417362,0.09725797176361084
1,1761,1775,Volterrano >> en,Q2403504,0.0248909592628479
1,1780,1788,Volterra >> en,Q103305,-0.1742122620344162
2,93,97,Pisa >> en,Q13375,-0.19125472009181976
2,133,138,Siena >> en,Q2751,-0.19852720201015472
2,301,306,Siena >> en,Q2751,-0.19181591272354126
2,892,896,Pisa >> en,Q13375,-0.18323498964309692
2,1050,1054,Pisa >> en,Q13375,-0.19709455966949463
2,1154,1159,Siena Cathedral >> en,Q282554,-0.05880475044250488
3,100,119,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.24351683259010315
3,890,895,Siena >> en,Q2751,-0.19925479590892792
3,1084,1089,Siena Cathedral >> en,Q282554,-0.02833472192287445
3,1532,1566,"Basilica of San Francesco, Siena >> en",Q810074,-0.03490781784057617
3,1709,1716,Orvieto >> en,Q541,-0.16946285963058472
4,50,58,Florence >> en,Q2044,-0.17720866203308105
4,101,135,Lorenzo de' Medici >> en,Q177854,-0.10229350626468658
4,687,695,Florence >> en,Q2044,-0.17654293775558472
4,708,727,Lorenzo de' Medici >> en,Q177854,-0.08445608615875244
4,801,809,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.10775420069694519
4,831,850,Lorenzo de' Medici >> en,Q177854,-0.0774369090795517
4,1047,1066,Lorenzo de' Medici >> en,Q177854,-0.12839283049106598
4,1409,1417,Florence >> en,Q2044,-0.17803998291492462
5,81,110,Basilica della Santa Casa >> en,Q654996,-0.12828071415424347
5,104,110,Basilica della Santa Casa >> en,Q654996,-0.08682486414909363
5,144,186,Andrea Contucci >> en,Q495011,0.24353814125061035
5,396,403,Goliath >> en,Q192785,-0.09970712661743164
5,555,561,House of Medici >> en,Q170022,-0.1853400468826294
5,565,573,Florence >> en,Q2044,-0.1689775288105011
5,839,853,Andrea Contucci >> en,Q495011,-0.035395920276641846
5,974,988,Andrea Contucci >> en,Q495011,-0.028932780027389526
5,1157,1177,Nativity of Mary >> en,Q501107,-0.15706489980220795
5,1434,1448,Andrea Contucci >> en,Q495011,0.03454101085662842
5,1623,1637,Andrea Contucci >> en,Q495011,-0.07284533977508545
5,2018,2032,Andrea Contucci >> en,Q495011,-0.06867453455924988
5,2101,2111,Bartolommeo Bandinelli >> en,Q358348,-0.14445984363555908
5,2210,2216,Basilica della Santa Casa >> en,Q654996,-0.15310831367969513
5,2250,2256,Ancona >> en,Q3415,-0.1869177371263504
5,2393,2415,Raffaello da Montelupo >> en,Q1370859,0.4896945059299469
6,1125,1151,Filippo Brunelleschi >> en,Q174330,0.039342254400253296
6,1136,1151,Filippo Brunelleschi >> en,Q174330,-0.017327547073364258
6,1227,1233,Giotto >> en,Q7814,-0.13159418106079102
7,29,37,Florence >> en,Q2044,-0.16972574591636658
7,774,781,Filippo Brunelleschi >> en,Q174330,-0.1253674328327179
7,1224,1239,Filippo Brunelleschi >> en,Q174330,-0.1455044150352478
7,1628,1635,Filippo Brunelleschi >> en,Q174330,-0.11915260553359985
8,20,28,Florence >> en,Q2044,-0.18169699609279633
8,518,537,Giuliano Bugiardini >> en,Q2578459,-0.00047901272773742676
8,730,736,House of Medici >> en,Q170022,-0.16019590198993683
8,1932,1940,Francesco Granacci >> en,Q717097,-0.16071723401546478
8,1948,1968,Domenico Ghirlandaio >> en,Q191423,-0.06494645774364471
8,2017,2033,Santa Maria Novella >> en,Q51175,0.0597088485956192
9,29,53,Innocenzo Cybo >> en,Q1386991,0.1982351541519165
9,85,104,Raffaello da Urbino >> en,Q5597,0.3341520130634308
10,872,878,Naples >> en,Q2634,-0.182948499917984
10,1516,1522,Aversa >> en,Q19279,-0.17976903915405273
10,1547,1553,Naples >> en,Q2634,-0.18156971037387848
10,1756,1768,Augustine of Hippo >> en,Q8018,-0.13928736746311188
10,1814,1820,Jesus >> en,Q302,0.0619339644908905
11,116,124,Calabria >> en,Q1458,-0.1591084748506546
11,144,150,Norcia >> en,Q20494,-0.18816721439361572
11,749,762,Pope Paul III >> en,Q133001,-0.19685932993888855
11,1456,1481,Alessandro Vitelli >> en,Q621395,0.24080559611320496
11,1557,1574,Città di Castello >> en,Q20413,-0.16288864612579346
12,6,15,Giorgione >> en,Q8459,-0.16279958188533783
12,20,29,Antonio da Correggio >> en,Q8457,-0.007407486438751221
12,273,288,Cosimo Rosselli >> en,Q29447,-0.14994260668754578
13,583,594,Margaret the Virgin >> en,Q297742,-0.15270718932151794
13,658,666,Saint Peter >> en,Q33923,-0.16912463307380676
13,671,693,John the Evangelist >> en,Q328804,-0.1520947813987732
13,757,770,Servite Order >> en,Q615923,-0.1763221025466919
13,757,764,Servite Order >> en,Q615923,-0.149346262216568
13,803,811,Florence >> en,Q2044,-0.17949974536895752
13,1273,1284,Margaret the Virgin >> en,Q297742,-0.1440632939338684
13,1877,1883,Nature >> en,Q7860,-0.18684637546539307
13,2240,2257,Cosimo Bartoli >> en,Q1136048,0.07860863208770752
14,83,115,Girolamo Siciolante da Sermoneta >> en,Q2296884,0.08468613028526306
14,174,189,Perino del Vaga >> en,Q918778,0.2000690996646881
14,597,606,Sermoneta >> en,Q128202,-0.10010777413845062
14,843,849,Christ >> en,Q302,0.09012600779533386
14,874,883,Mary Magdalene >> en,Q63070,-0.0611577033996582
14,1119,1143,Nativity of Jesus >> en,Q51628,-0.17389290034770966
14,1131,1143,Jesus >> en,Q302,-0.1333695650100708
14,1176,1193,Flight into Egypt >> en,Q837143,-0.049406230449676514
14,1374,1382,Girolamo Siciolante da Sermoneta >> en,Q2296884,-0.10041067004203796
14,1465,1489,Nativity of Jesus >> en,Q51628,-0.1844358593225479
14,1477,1489,Jesus >> en,Q302,-0.14037634432315826
14,1830,1843,Fugger >> en,Q155834,-0.10223240405321121
14,1856,1869,Giulio Romano >> en,Q215305,-0.16717535257339478
14,1967,1992,San Giacomo degli Spagnuoli >> en,Q1649784,0.10664433240890503
14,2044,2050,Christ >> en,Q302,0.090861976146698
14,2233,2253,James the Great >> en,Q43999,-0.15642014145851135
15,3,19,Jacopo del Conte >> en,Q2538308,-0.11818403005599976
15,625,638,Pope Paul III >> en,Q133001,-0.19096654653549194
15,801,808,Colonna family >> en,Q327202,0.1906367540359497
15,828,848,Piero Strozzi >> en,Q1346257,-0.1086471825838089
15,1434,1440,Jesus >> en,Q302,0.06094413995742798
15,1607,1612,Saint >> en,Q43115,-0.18872560560703278
15,1816,1822,Jesus >> en,Q302,0.05672311782836914
15,2571,2587,Jacopo del Conte >> en,Q2538308,-0.12472178041934967
16,841,849,Florence >> en,Q2044,-0.17723262310028076
16,1171,1192,Buonamico Buffalmacco >> en,Q972487,0.1603996902704239
16,1373,1384,Buonamico Buffalmacco >> en,Q972487,0.1299700289964676
16,1575,1581,Arezzo >> en,Q13378,-0.15198032557964325
16,1688,1710,Assumption of Mary >> en,Q162691,-0.02677154541015625
16,2319,2331,Appius Caecus >> en,Q297783,-0.09756529331207275
16,2500,2508,Giovanni dal Ponte >> en,Q2749321,-0.13195651769638062
