id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
cosimo:789,PER,6,15,Giorgione,,,,
cosimo:789,PER,20,29,Correggio,,,,
cosimo:789,LOC,87,94,regions,,,,
cosimo:789,LOC,98,106,Lombardy,,,,
cosimo:789,LOC,108,115,Tuscany,,,,
cosimo:789,PER,149,152,men,,,,
cosimo:789,PER,214,219,Piero,,,,
cosimo:789,PER,225,228,son,,,,
cosimo:789,PER,236,243,Lorenzo,,,,
cosimo:789,PER,247,256,goldsmith,,,,
cosimo:789,PER,264,269,pupil,,,,
cosimo:789,PER,273,288,Cosimo Rosselli,,,,
cosimo:789,PER,322,337,Piero di Cosimo,,,,
cosimo:789,PER,388,391,man,,,,
cosimo:789,PER,533,539,father,,,,
cosimo:789,PER,599,604,Piero,,,,
cosimo:789,PER,626,632,father,,,,
cosimo:789,PER,649,652,son,,,,
cosimo:789,MISC,701,704,art,,,,
cosimo:789,MISC,708,714,design,,,,
cosimo:789,PER,731,737,Cosimo,,,,
cosimo:789,PER,851,860,disciples,,,,
cosimo:789,PER,899,902,son,,,,
cosimo:789,PER,944,947,man,,,,
cosimo:789,MISC,975,981,spirit,,,,
cosimo:789,PER,1046,1052,youths,,,,
cosimo:789,PER,1075,1081,Cosimo,,,,
cosimo:789,LOC,1555,1562,castles,,,,
cosimo:789,PER,1597,1603,Cosimo,,,,
cosimo:789,PER,1609,1615,master,,,,
cosimo:789,PROD,1685,1690,works,,,,
cosimo:789,PER,1775,1780,Piero,,,,
cosimo:892,PER,40,45,Piero,,,,
cosimo:892,PROD,81,86,panel,,,,
cosimo:892,LOC,94,122,Church of the Servite Friars,,,,
cosimo:892,ORG,108,122,Servite Friars,,,,
cosimo:892,LOC,131,152,Chapel of the Tedaldi,,,,
cosimo:892,ORG,141,152,the Tedaldi,,,,
cosimo:892,PROD,174,181,garment,,,,
cosimo:892,PROD,190,196,pillow,,,,
cosimo:892,PER,200,210,S. Filippo,,,,
cosimo:892,PER,214,221,brother,,,,
cosimo:892,ORG,231,236,Order,,,,
cosimo:892,PER,258,266,Our Lady,,,,
cosimo:892,LOC,293,299,ground,,,,
cosimo:892,PROD,305,313,pedestal,,,,
cosimo:892,LOC,346,352,Heaven,,,,
cosimo:892,PROD,361,365,book,,,,
cosimo:892,PER,395,398,Son,,,,
cosimo:892,MISC,421,432,Holy Spirit,,,,
cosimo:892,ANIM,512,516,Dove,,,,
cosimo:892,MISC,545,552,figures,,,,
cosimo:892,PER,583,594,S. Margaret,,,,
cosimo:892,PER,601,613,S. Catherine,,,,
cosimo:892,PER,658,666,S. Peter,,,,
cosimo:892,PER,671,693,S. John the Evangelist,,,,
cosimo:892,PER,741,751,S. Filippo,,,,
cosimo:892,PER,757,770,Servite Friar,,,,
cosimo:892,PER,776,787,S. Antonino,,,,
cosimo:892,PER,789,811,Archbishop of Florence,,,,
cosimo:892,LOC,803,811,Florence,,,,
cosimo:892,LOC,839,848,landscape,,,,
cosimo:892,PLANT,893,898,trees,,,,
cosimo:892,LOC,911,919,grottoes,,,,
cosimo:892,PROD,980,984,work,,,,
cosimo:892,MISC,1002,1007,heads,,,,
cosimo:892,PER,1124,1129,Piero,,,,
cosimo:892,TECH,1165,1169,oils,,,,
cosimo:892,PROD,1178,1186,predella,,,,
cosimo:892,PROD,1210,1216,scenes,,,,
cosimo:892,PER,1273,1284,S. Margaret,,,,
cosimo:892,ANIM,1315,1321,Dragon,,,,
cosimo:892,ANIM,1344,1350,animal,,,,
cosimo:892,MISC,1465,1469,eyes,,,,
cosimo:892,MISC,1481,1486,venom,,,,
cosimo:892,MISC,1488,1492,fire,,,,
cosimo:892,MISC,1498,1503,death,,,,
cosimo:892,ANIM,1698,1712,marine monster,,,,
cosimo:892,PER,1747,1778,Magnificent Giuliano de' Medici,,,,
cosimo:892,ORG,1772,1778,Medici,,,,
cosimo:892,MISC,1877,1883,Nature,,,,
cosimo:892,ANIM,1958,1965,monster,,,,
cosimo:892,PROD,1980,1990,guardaroba,,,,
cosimo:892,PER,1994,2016,Duke Cosimo de' Medici,,,,
cosimo:892,ORG,2010,2016,Medici,,,,
cosimo:892,PROD,2031,2035,book,,,,
cosimo:892,PER,2061,2066,Piero,,,,
cosimo:892,ANIM,2071,2078,animals,,,,
cosimo:892,PROD,2158,2161,pen,,,,
cosimo:892,PROD,2211,2215,book,,,,
cosimo:892,PER,2240,2257,M. Cosimo Bartoli,,,,
cosimo:892,PER,2259,2281,Provost of S. Giovanni,,,,
cosimo:892,LOC,2270,2281,S. Giovanni,,,,
cosimo:892,PER,2303,2309,friend,,,,
cosimo:892,PER,2331,2340,craftsmen,,,,
cosimo:892,PER,2350,2353,man,,,,
