id,type,start_pos,end_pos,surface,coref_id,rel
cosimo:789,ENT,6,15,Giorgione,,
cosimo:789,ENT,20,29,Correggio,,
cosimo:789,PRON,34,39,their,,
cosimo:789,ENT,87,94,regions,,
cosimo:789,ENT,98,106,Lombardy,,
cosimo:789,ENT,108,115,Tuscany,,
cosimo:789,PRON,120,123,her,,
cosimo:789,ENT,149,152,men,,
cosimo:789,ENT,214,219,Piero,,
cosimo:789,ENT,225,228,son,,
cosimo:789,ENT,236,243,Lorenzo,,
cosimo:789,ENT,247,256,goldsmith,,
cosimo:789,ENT,264,269,pupil,,
cosimo:789,ENT,273,288,Cosimo Rosselli,,
cosimo:789,PRON,301,303,he,,
cosimo:789,ENT,322,337,Piero di Cosimo,,
cosimo:789,ENT,388,391,man,,
cosimo:789,PRON,400,402,us,,
cosimo:789,PRON,457,459,he,,
cosimo:789,PRON,492,494,us,,
cosimo:789,ENT,533,539,father,,
cosimo:789,PRON,546,548,he,,
cosimo:789,PRON,560,562,us,,
cosimo:789,PRON,573,575,us,,
cosimo:789,ENT,599,604,Piero,,
cosimo:789,PRON,622,625,his,,
cosimo:789,ENT,626,632,father,,
cosimo:789,PRON,645,648,his,,
cosimo:789,ENT,649,652,son,,
cosimo:789,ENT,701,704,art,,
cosimo:789,ENT,708,714,design,,
cosimo:789,ENT,731,737,Cosimo,,
cosimo:789,PRON,748,751,him,,
cosimo:789,PRON,793,796,him,,
cosimo:789,ENT,851,860,disciples,,
cosimo:789,PRON,866,868,he,,
cosimo:789,PRON,882,885,him,,
cosimo:789,ENT,899,902,son,,
cosimo:789,PRON,920,923,him,,
cosimo:789,ENT,944,947,man,,
cosimo:789,ENT,975,981,spirit,,
cosimo:789,PRON,987,989,he,,
cosimo:789,ENT,1046,1052,youths,,
cosimo:789,ENT,1075,1081,Cosimo,,
cosimo:789,PRON,1114,1116,He,,
cosimo:789,PRON,1148,1150,he,,
cosimo:789,PRON,1253,1255,it,,
cosimo:789,PRON,1307,1310,him,,
cosimo:789,PRON,1333,1336,his,,
cosimo:789,PRON,1378,1381,his,,
cosimo:789,PRON,1391,1393,he,,
cosimo:789,PRON,1442,1444,he,,
cosimo:789,PRON,1488,1495,himself,,
cosimo:789,PRON,1501,1504,his,,
cosimo:789,PRON,1523,1526,his,,
cosimo:789,PRON,1551,1554,his,,
cosimo:789,ENT,1555,1562,castles,,
cosimo:789,ENT,1597,1603,Cosimo,,
cosimo:789,PRON,1605,1608,his,,
cosimo:789,ENT,1609,1615,master,,
cosimo:789,PRON,1629,1632,him,,
cosimo:789,PRON,1651,1653,he,,
cosimo:789,PRON,1674,1677,him,,
cosimo:789,PRON,1681,1684,his,,
cosimo:789,ENT,1685,1690,works,,
cosimo:789,PRON,1708,1710,he,,
cosimo:789,PRON,1718,1721,him,,
cosimo:789,ENT,1775,1780,Piero,,
cosimo:789,PRON,1843,1850,himself,,
cosimo:892,ENT,40,45,Piero,,
cosimo:892,PRON,47,49,he,,
cosimo:892,ENT,81,86,panel,,
cosimo:892,ENT,94,122,Church of the Servite Friars,,
cosimo:892,ENT,108,122,Servite Friars,,
cosimo:892,ENT,131,152,Chapel of the Tedaldi,,
cosimo:892,ENT,141,152,the Tedaldi,,
cosimo:892,PRON,160,164,they,,
cosimo:892,ENT,174,181,garment,,
cosimo:892,ENT,190,196,pillow,,
cosimo:892,ENT,200,210,S. Filippo,,
cosimo:892,ENT,214,221,brother,,
cosimo:892,PRON,225,230,their,,
cosimo:892,ENT,231,236,Order,,
cosimo:892,PRON,246,248,he,,
cosimo:892,ENT,258,266,Our Lady,,
cosimo:892,ENT,293,299,ground,,
cosimo:892,ENT,305,313,pedestal,,
cosimo:892,PRON,329,332,her,,
cosimo:892,ENT,346,352,Heaven,,
cosimo:892,ENT,361,365,book,,
cosimo:892,PRON,369,372,her,,
cosimo:892,PRON,391,394,her,,
cosimo:892,ENT,395,398,Son,,
cosimo:892,PRON,410,413,her,,
cosimo:892,ENT,421,432,Holy Spirit,,
cosimo:892,PRON,442,445,her,,
cosimo:892,PRON,466,468,he,,
cosimo:892,ENT,512,516,Dove,,
cosimo:892,PRON,533,536,her,,
cosimo:892,ENT,545,552,figures,,
cosimo:892,PRON,568,571,her,,
cosimo:892,ENT,583,594,S. Margaret,,
cosimo:892,ENT,601,613,S. Catherine,,
cosimo:892,PRON,647,650,her,,
cosimo:892,ENT,658,666,S. Peter,,
cosimo:892,ENT,671,693,S. John the Evangelist,,
cosimo:892,PRON,722,725,her,,
