doc_id,doc_start_pos,doc_end_pos,sentence_id,sent_start_pos,sent_end_pos,surface,type,score
0,9,21,0,9,21,Pope Clement,pers,0.9964885413646698
0,46,56,0,46,56,Buonarroti,pers,0.9999281167984009
0,74,82,0,74,82,Florence,loc,0.9996395111083984
0,134,144,0,134,144,S . Lorenzo,pers,0.868414044380188
0,233,245,0,233,245,Michelagnolo,pers,0.9999263286590576
0,346,365,0,346,365,Fra Giovanni Agnolo,pers,0.9986838102340698
0,417,437,0,417,437,Antonio da San Gallo,pers,0.9982969164848328
0,474,481,0,474,481,Madonna,work,0.979957640171051
0,482,491,0,482,491,di Loreto,pers,0.9664550125598907
0,541,549,1,48,56,Florence,loc,0.9964661598205566
0,551,563,1,58,70,Michelagnolo,pers,0.999894380569458
0,598,605,1,105,112,Lorenzo,pers,0.7081408500671387
0,615,623,1,122,130,Giuliano,pers,0.6027239561080933
0,737,756,1,244,263,Fra Giovanni Agnolo,pers,0.9752273956934611
0,980,981,2,95,96,S,work,0.5148095488548279
0,981,989,2,96,104,. Cosimo,pers,0.8430888652801514
0,996,997,2,111,112,S,work,0.5733789801597595
0,997,1006,2,112,121,. Damiano,pers,0.8971021473407745
0,1049,1056,2,164,171,Madonna,work,0.9995837807655334
0,1062,1074,2,177,189,Michelagnolo,pers,0.9999315738677979
0,1084,1085,2,199,200,S,work,0.7250852584838867
0,1085,1094,2,200,209,. Damiano,pers,0.886529415845871
0,1098,1120,2,213,235,Raffaello da Montelupo,pers,0.9871203899383545
0,1144,1149,2,259,264,Frate,work,0.49221351742744446
0,1154,1163,2,269,278,S . Cosimo,pers,0.8345761696497599
0,1347,1352,3,71,76,Frate,work,0.9882809519767761
0,1410,1420,3,134,144,Buonarroti,pers,0.9999428987503052
0,1444,1456,3,168,180,Michelagnolo,pers,0.9999356269836426
0,1528,1534,3,252,258,Arezzo,loc,0.9996286630630493
0,1544,1550,3,268,274,Vasari,pers,0.9999314546585083
0,1663,1675,4,55,67,Michelagnolo,pers,0.9999415874481201
0,1845,1857,4,237,249,Michelagnolo,pers,0.9999403953552246
0,1929,1941,5,5,17,Michelagnolo,pers,0.9998975992202759
0,1970,1985,5,46,61,Giovanni Agnolo,pers,0.9635376036167145
0,2038,2051,5,114,127,Duke Giuliano,pers,0.9513746201992035
0,2056,2068,5,132,144,Duke Lorenzo,pers,0.8552252650260925
0,2180,2190,5,256,266,S . Lorenzo,pers,0.8565764427185059
0,2203,2207,5,279,283,Rome,loc,0.9996339082717896
0,2254,2266,5,330,342,Pope Clement,pers,0.908179521560669
0,2309,2317,6,3,11,Florence,loc,0.9996728897094727
0,2336,2341,6,30,35,Frate,work,0.9970669150352478
