id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
lba:705,PER,82,91,craftsmen,,,
lba:705,PER,136,145,sculptors,,,
lba:705,PER,147,155,painters,,,
lba:705,PER,161,171,architects,,,
lba:705,PROD,200,209,invention,,,
lba:705,PROD,221,226,works,,,
lba:705,PER,264,267,man,,,
lba:705,FAC,471,476,sites,,,
lba:705,FAC,481,490,buildings,,,
lba:705,PER,667,670,man,,,
lba:705,PROD,697,701,work,,,
lba:705,PER,846,849,man,,,
lba:705,PROD,1041,1044,art,,,
lba:705,PROD,1096,1103,science,,,
lba:705,PER,1158,1167,craftsmen,,,
lba:705,PROD,1241,1246,works,,,
lba:705,PER,1372,1392,Leon Batista Alberti,,,
lba:705,PROD,1418,1423,Latin,,,
lba:705,PROD,1424,1430,tongue,,,
lba:705,PROD,1462,1474,architecture,,,
lba:705,PROD,1479,1490,perspective,,,
lba:705,PROD,1499,1507,painting,,,
lba:705,PROD,1525,1530,books,,,
lba:705,PER,1591,1600,craftsmen,,,
lba:705,GPE,1690,1697,country,,,
lba:705,PROD,1800,1804,pens,,,
lba:705,PROD,1809,1815,speech,,,
lba:705,PROD,1902,1906,work,,,
lba:705,PROD,2049,2054,books,,,
lba:705,PER,2200,2212,Leon Batista,,,
lba:705,PER,2281,2284,man,,,
lba:705,GPE,2294,2302,Florence,,,
lba:705,ORG,2315,2342,noble family of the Alberti,,,
lba:705,ORG,2321,2327,family,,,
lba:705,PROD,2423,2432,geography,,,
lba:705,PROD,2456,2467,antiquities,,,
lba:705,PROD,2481,2488,writing,,,
lba:705,PROD,2539,2546,working,,,
lba:706,PROD,20,30,arithmetic,,,
lba:706,PROD,35,43,geometry,,,
lba:706,PROD,62,67,books,,,
lba:706,PROD,71,83,architecture,,,
lba:706,PROD,91,103,Latin tongue,,,
lba:706,PROD,97,103,tongue,,,
lba:706,PROD,167,178,translation,,,
lba:706,PROD,186,203,Florentine tongue,,,
lba:706,PROD,197,203,tongue,,,
lba:706,MYTH,216,224,Reverend,,,
lba:706,MYTH,216,283,"Reverend Maestro Cosimo Bartoli, Provost of S. Giovanni in Florence",,,
lba:706,PER,225,232,Maestro,,,
lba:706,MYTH,249,256,Provost,,,
lba:706,FAC,260,271,S. Giovanni,,,
lba:706,GPE,275,283,Florence,,,
lba:707,GPE,12,16,Rome,,,
lba:707,MYTH,32,42,Nicholas V,,,
lba:707,GPE,72,76,Rome,,,
lba:707,PER,118,130,Leon Batista,,,
lba:707,PER,154,169,Biondo da Forlì,,,
lba:707,GPE,164,169,Forlì,,,
lba:707,MYTH,222,226,Pope,,,
lba:707,FAC,267,275,building,,,
lba:707,PER,296,353,"Bernardo Rossellino, a sculptor and architect of Florence",,,
lba:707,PER,319,327,sculptor,,,
lba:707,PER,332,341,architect,,,
lba:707,GPE,345,353,Florence,,,
lba:707,PROD,378,382,Life,,,
lba:707,PER,390,397,brother,,,
lba:707,PER,398,405,Antonio,,,
lba:708,FAC,12,18,chapel,,,
lba:708,PER,45,62,Signor Sigismondo,,,
lba:708,PER,74,78,wife,,,
lba:708,MAT,107,113,marble,,,
lba:708,PROD,152,160,portrait,,,
lba:708,PER,164,174,Sigismondo,,,
lba:708,PROD,211,215,work,,,
lba:708,PER,233,245,Leon Batista,,,
lba:709,PER,32,48,Marquis Lodovico,,,
lba:709,GPE,52,58,Mantua,,,
lba:709,PER,60,72,Leon Batista,,,
lba:709,PROD,90,96,models,,,
lba:709,FAC,104,111,Church ,,,
lba:709,PER,104,123,Church of S. Andrea,,,
lba:709,MYTH,114,123,S. Andrea,,,
lba:709,PROD,142,147,works,,,
lba:709,GPE,160,164,road,,,
lba:709,GPE,178,184,Mantua,,,
lba:709,GPE,188,193,Padua,,,
lba:709,FAC,220,227,temples,,,
lba:710,PER,3,15,Leon Batista,,,
lba:710,PER,23,49,Giovanni di Paolo Rucellai,,,
lba:710,PER,35,49,Paolo Rucellai,,,
lba:710,FAC,80,86,façade,,,
lba:710,MYTH,90,98,S. Maria,,,
lba:710,FAC,90,106,S. Maria Novella,,,
lba:710,MAT,119,125,marble,,,
lba:710,PER,170,182,Leon Batista,,,
lba:710,PER,206,212,friend,,,
lba:710,PROD,276,281,model,,,
lba:710,PER,283,291,Giovanni,,,
lba:710,PROD,313,317,work,,,
lba:710,PROD,378,386,memorial,,,
lba:711,PROD,11,15,work,,,
lba:711,PER,19,31,Leon Batista,,,
lba:711,FAC,39,64,little Chapel of Our Lady,,,
lba:711,FAC,46,52,Chapel,,,
lba:711,MYTH,56,64,Our Lady,,,
lba:711,FAC,72,80,abutment,,,
lba:711,FAC,88,106,Ponte alla Carraja,,,
lba:711,GPE,110,118,Florence,,,
lba:711,PROD,130,144,altar-predella,,,
lba:711,PROD,170,176,scenes,,,
lba:711,PROD,187,199,perspectives,,,
lba:711,PROD,250,253,pen,,,
lba:711,PROD,277,282,brush,,,
