id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
giotto:685,PER,31,40,craftsmen,,,
giotto:685,PROD,44,52,painting,,,
giotto:685,LOC,60,66,nature,,,
giotto:685,PROD,94,99,model,,,
giotto:685,PER,263,290,"Giotto, painter of Florence",,,
giotto:685,PER,271,278,painter,,,
giotto:685,GPE,282,290,Florence,,,
giotto:685,PROD,339,348,paintings,,,
giotto:685,LOC,412,417,ruins,,,
giotto:685,EVE,425,429,wars,,,
giotto:685,PER,467,476,craftsmen,,,
giotto:685,MYTH,493,496,God,,,
giotto:685,PER,510,513,art,,,
giotto:685,MYTH,635,642,miracle,,,
giotto:685,PER,711,717,Giotto,,,
giotto:685,PROD,749,755,design,,,
giotto:685,PER,769,772,men,,,
giotto:685,PER,884,887,man,,,
giotto:685,GPE,904,911,village,,,
giotto:685,GPE,904,954,"village of Vespignano, in the district of Florence",,,
giotto:685,GPE,934,954,district of Florence,,,
giotto:685,GPE,989,993,city,,,
giotto:685,PER,1020,1026,father,,,
giotto:685,PER,1033,1082,"Bondone, a tiller of the soil and a simple fellow",,,
giotto:685,PER,1044,1050,tiller,,,
giotto:685,MAT,1058,1062,soil,,,
giotto:685,PER,1076,1082,fellow,,,
giotto:685,PER,1104,1107,son,,,
giotto:685,PER,1134,1140,Giotto,,,
giotto:685,PER,1385,1391,father,,,
giotto:685,GPE,1440,1447,village,,,
giotto:685,PER,1464,1471,Bondone,,,
giotto:685,ANIM,1482,1487,sheep,,,
giotto:685,PROD,1634,1637,art,,,
giotto:685,PROD,1641,1647,design,,,
giotto:685,MAT,1674,1680,stones,,,
giotto:685,MAT,1689,1695,ground,,,
giotto:685,MAT,1703,1707,sand,,,
giotto:685,LOC,1724,1730,nature,,,
giotto:685,PER,1789,1796,Cimabue,,,
giotto:685,PROD,1820,1828,business,,,
giotto:685,GPE,1845,1853,Florence,,,
giotto:685,GPE,1857,1867,Vespignano,,,
giotto:685,PER,1875,1881,Giotto,,,
giotto:685,ANIM,1893,1898,sheep,,,
giotto:685,ANIM,1927,1932,sheep,,,
giotto:685,GPE,1938,1944,nature,,,
giotto:685,PROD,1968,1972,slab,,,
giotto:685,MAT,1981,1986,stone,,,
giotto:685,GPE,2079,2085,nature,,,
giotto:685,PER,2094,2101,Cimabue,,,
giotto:685,PER,2185,2190,child,,,
giotto:685,PER,2210,2216,father,,,
giotto:686,PER,27,32,Dante,,,
giotto:686,PER,48,54,friend,,,
giotto:686,PER,119,124,Lucca,,,
giotto:686,PER,148,158,Castruccio,,,
giotto:686,PER,165,169,Lord,,,
giotto:686,GPE,178,182,city,,,
giotto:686,GPE,188,198,birthplace,,,
giotto:686,PROD,210,215,panel,,,
giotto:686,FAC,219,229,S. Martino,,,
giotto:686,MYTH,237,243,Christ,,,
giotto:686,MYTH,260,266,Saints,,,
giotto:686,MYTH,268,278,Protectors,,,
giotto:686,MYTH,300,308,S. Peter,,,
giotto:686,MYTH,310,320,S. Regulus,,,
giotto:686,MYTH,322,331,S. Martin,,,
giotto:686,MYTH,337,348,S. Paulinus,,,
giotto:686,MYTH,381,385,Pope,,,
giotto:686,PER,393,400,Emperor,,,
giotto:686,PER,450,470,Frederick of Bavaria,,,
giotto:686,GPE,463,470,Bavaria,,,
giotto:686,MYTH,479,488,Anti-Pope,,,
giotto:686,MYTH,479,499,Anti-Pope Nicholas V,,,
giotto:686,PER,530,536,Giotto,,,
giotto:686,FAC,550,556,castle,,,
giotto:686,FAC,561,569,fortress,,,
giotto:686,GPE,573,579,Giusta,,,
giotto:686,GPE,606,618,San Frediano,,,
giotto:686,FAC,632,636,city,,,
giotto:686,GPE,640,645,Lucca,,,
giotto:687,PROD,12,17,panel,,,
giotto:687,PROD,87,92,Lives,,,
giotto:687,PROD,190,193,art,,,
giotto:687,PER,279,283,poet,,,
giotto:687,PER,285,292,impious,,,
giotto:688,PER,35,41,Giugni,,,
giotto:688,PER,60,68,Apostles,,,
giotto:688,PER,103,109,Giotto,,,
giotto:688,PROD,114,121,stories,,,
giotto:688,MYTH,129,138,martyrdom,,,
giotto:689,FAC,49,55,church,,,
giotto:689,ORG,95,103,Tosinghi,,,
giotto:689,ORG,115,123,Spinelli,,,
giotto:689,MYTH,149,171,Assumption of Our Lady,,,
giotto:689,MYTH,163,171,Our Lady,,,
giotto:689,PER,173,179,Giotto,,,
giotto:689,MYTH,192,197,Birth,,,
giotto:689,MYTH,203,211,Marriage,,,
giotto:689,MYTH,217,229,Annunciation,,,
giotto:689,MYTH,235,256,Adoration of the Magi,,,
giotto:689,MYTH,252,256,Magi,,,
giotto:689,MYTH,280,286,Christ,,,
giotto:689,MYTH,280,304,Christ as a little Child,,,
giotto:689,PER,299,304,Child,,,
giotto:689,MYTH,308,314,Simeon,,,
giotto:689,PER,411,418,old man,,,
giotto:689,PER,415,418,man,,,
giotto:689,MYTH,434,440,Christ,,,
giotto:689,PER,460,465,child,,,
giotto:689,PER,540,546,mother,,,
giotto:690,PER,0,6,Giotto,,,
giotto:690,PROD,39,44,panel,,,
giotto:690,MYTH,53,61,Crucifix,,,
giotto:690,TECH,74,83,distemper,,,
giotto:690,FAC,93,134,"Minerva, a church of the Preaching Friars",,,
giotto:690,FAC,104,110,church,,,
giotto:690,MYTH,118,134,Preaching Friars,,,
giotto:690,GPE,156,163,country,,,
