doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
14,1,457,468,76,87,altar-piece,Artwork
14,1,636,644,255,263,S. Peter,Artwork
14,1,646,656,265,275,S. Stephen,Artwork
14,1,662,681,281,300,S. John the Baptist,Artwork
14,1,696,704,315,323,children,Artwork
14,2,717,728,11,22,altar-piece,Artwork
14,2,838,883,132,177,"Dead Christ, Our Lady, S. John, the Magdalene",Artwork
14,3,1119,1143,186,210,Nativity of Jesus Christ,Artwork
14,3,1149,1170,216,237,Adoration of the Magi,Artwork
14,3,1176,1193,243,260,Flight into Egypt,Artwork
14,3,1203,1228,270,295,Massacre of the Innocents,Artwork
14,4,1465,1489,138,162,Nativity of Jesus Christ,Artwork
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Artwork
14,6,1953,1992,8,47,high-altar of S. Jacopo degli Spagnuoli,Artwork
14,6,2015,2026,70,81,altar-piece,Artwork
14,6,2132,2150,187,205,two large pictures,Artwork
