id,start_pos,end_pos,surface,type,score
1,35,58,Mercatanzia di Fiorenza,ORG,0.9597692688306173
1,104,111,Antonio,PER,0.8748385310173035
1,114,134,Piero del Pollaiuolo,PER,0.9929240743319193
3,8,14,Medici,ORG,0.8566668629646301
3,74,81,Pallade,MISC,0.9896111488342285
3,183,184,S,MISC,0.6517053246498108
3,186,196,Sebastiano,PER,0.9484094977378845
3,200,231,Santa Maria Maggior di Fiorenza,LOC,0.7950539231300354
4,269,288,Adorazione de ' Magi,PER,0.47463707625865936
4,361,375,Nostro Signore,LOC,0.6541134119033813
5,47,56,' Tedaldi,PER,0.662423700094223
5,74,89,frati de ' Servi,LOC,0.8164960294961929
5,139,146,Filippo,PER,0.5440894961357117
5,267,276,Figliuolo,MISC,0.6824074983596802
5,327,340,Spirito Santo,LOC,0.5923675000667572
6,169,194,Santo Spirito di Fiorenza,LOC,0.6287959888577461
6,220,232,Gino Capponi,PER,0.9949785470962524
6,266,293,Visitazione di Nostra Donna,MISC,0.7030345499515533
6,299,310,San Nicolao,LOC,0.621536374092102
6,317,330,Santo Antonio,ORG,0.45758552849292755
7,38,44,Venere,ORG,0.9710785746574402
7,59,64,Marte,PER,0.8979638814926147
7,153,158,Amori,ORG,0.4718285799026489
7,241,246,Marte,PER,0.6137194633483887
7,279,285,Cupido,MISC,0.9838428497314453
7,344,350,Venere,ORG,0.3696095049381256
7,371,376,Amore,MISC,0.9848487973213196
8,12,27,Giovan Vespucci,PER,0.9708759188652039
8,52,53,S,MISC,0.7757915258407593
8,55,84,Michele della via deâ €™ Servi,PER,0.7145717342694601
8,94,107,Pier Salviati,LOC,0.8189294040203094
9,0,13,Dipinse Piero,PER,0.8639551401138306
10,333,341,Lionardo,PER,0.9302133321762085
11,0,2,Li,PER,0.8529579639434814
11,161,169,Paradiso,MISC,0.8948358297348022
11,212,220,Lionardo,PER,0.9954333901405334
14,35,47,San Domenico,LOC,0.7667473256587982
14,197,203,Cristo,PER,0.9963579773902893
14,295,301,Cristo,PER,0.9981862902641296
16,0,14,Prese Lionardo,PER,0.8666299879550934
16,63,72,Mona Lisa,PER,0.8669334352016449
16,167,190,Re Francesco di Francia,PER,0.533218540251255
16,194,205,Fontanableo,LOC,0.9550514817237854
17,90,109,Santa Maria Novella,LOC,0.9843131303787231
17,133,140,NiccolÃ,PER,0.8572613000869751
17,142,151,Piccinino,PER,0.5229631066322327
17,165,187,Duca Filippo di Milano,PER,0.8987421244382858
18,44,51,Francia,LOC,0.9999191761016846
18,162,172,Santa Anna,LOC,0.9212713837623596
19,16,49,Lionardo Giovanantonio Boltraffio,PER,0.8716555833816528
20,91,99,Itiranno,PER,0.4909619987010956
22,80,101,Bartolomeo da Bergamo,PER,0.8906818628311157
22,198,204,Senato,ORG,0.9966346621513367
22,286,310,piazza di Santo Giovanni,LOC,0.9088392853736877
22,313,317,Polo,LOC,0.4648755192756653
22,338,346,d'Andrea,PER,0.6637253761291504
22,364,370,Italia,LOC,0.9795944094657898
22,416,424,Fiorenza,LOC,0.7953076362609863
22,441,448,Venezia,LOC,0.9999653100967407
23,103,111,Castello,LOC,0.9863538146018982
23,123,134,Duca Cosimo,LOC,0.6128683835268021
23,142,153,di Fiorenza,PER,0.6706249564886093
23,187,193,Venere,ORG,0.375188946723938
23,290,296,Venere,MISC,0.5228977203369141
23,304,310,Grazie,MISC,0.5316088199615479
23,339,348,Primavera,MISC,0.9991388320922852
