id,start_pos,end_pos,surface,type,score
1,64,72,Fortezza,MISC,0.5896926522254944
1,93,98,Virt√,MISC,0.33270859718322754
2,3,13,Ogni Santi,PER,0.9657579660415649
2,77,85,Vespucci,PER,0.5367196202278137
2,90,104,Santo Agostino,LOC,0.6184372901916504
3,18,33,Lorenzo Vecchio,PER,0.983557403087616
4,14,20,Sandro,PER,0.9997714161872864
4,123,142,Santa Maria Novella,LOC,0.9859560132026672
5,14,19,Piero,PER,0.9999533891677856
5,179,196,Nostra Donnaritta,LOC,0.7335685789585114
6,11,19,Fiorenza,PER,0.8399012088775635
9,18,41,Filippo Strozzi Vecchio,PER,0.845750113328298
9,79,85,Perseo,PER,0.8652234673500061
9,93,102,Andromeda,ORG,0.973097562789917
10,23,32,Ser Piero,PER,0.7448578178882599
10,77,97,Andrea del Verocchio,PER,0.9718805352846781
10,133,145,San Giovanni,MISC,0.9253209829330444
10,157,163,Cristo,PER,0.9984105825424194
10,165,173,Lionardo,PER,0.9999583959579468
11,56,63,Fiandra,LOC,0.9747822880744934
11,104,120,Re di Portogallo,MISC,0.6749537587165833
12,9,17,Lionardo,PER,0.9870190620422363
12,22,34,Nostra Donna,ORG,0.8384492695331573
12,65,82,Papa Clemente VII,PER,0.9454258481661478
13,58,65,Nettuno,MISC,0.9091859459877014
13,3,16,Antonio Segni,PER,0.9961925745010376
14,15,21,Milano,LOC,0.9999011754989624
14,50,74,Santa Maria de le Grazie,LOC,0.9777011752128602
14,78,86,Cenacolo,MISC,0.8836403489112854
14,141,149,Apostoli,MISC,0.7864886522293091
15,46,58,Nostra Donna,ORG,0.5453991889953613
15,66,76,Santa Anna,LOC,0.7667035162448883
15,85,91,Cristo,MISC,0.8687220811843872
15,329,337,Lionardo,PER,0.9987586736679077
16,25,47,Francesco del Giocondo,PER,0.9416898091634115
17,30,38,Lionardo,PER,0.9998900890350342
18,0,8,Lionardo,PER,0.9999383687973022
19,104,117,Marco Uggioni,PER,0.9931609034538269
19,126,148,Santa Maria della Pace,LOC,0.9837414473295212
19,157,181,Transito di Nostra Donna,MISC,0.757402315735817
19,187,207,Nozze di Canagalilee,MISC,0.8746842940648397
20,129,146,Passion di Cristo,MISC,0.8072992563247681
20,175,180,Marie,PER,0.9971446394920349
20,209,222,Vergine Maria,PER,0.6216211318969727
20,48,62,Santa Caterina,LOC,0.9769823551177979
21,12,21,Raffaello,PER,0.9775220155715942
21,47,59,Lorenzo Nasi,PER,0.9961772263050079
21,115,123,Rafaello,PER,0.9947056174278259
21,152,164,Nostra Donna,ORG,0.5638836920261383
21,250,262,San Giovanni,LOC,0.6495114862918854
22,15,34,Signoria di Vinezia,ORG,0.5641642908255259
