id,type,start_pos,end_pos,surface,coref_id
granacci:693,ENT,44,53,craftsmen,
granacci:693,ENT,170,173,men,
granacci:693,ENT,179,185,Heaven,
granacci:693,PRON,253,256,our,
granacci:693,ENT,257,261,arts,
granacci:693,ENT,380,385,works,
granacci:693,ENT,389,392,men,
granacci:693,PRON,454,456,we,
granacci:693,PRON,500,503,our,
granacci:693,ENT,511,529,Francesco Granacci,
granacci:693,PRON,539,541,we,
granacci:693,ENT,603,633,Magnificent Lorenzo de' Medici,
granacci:693,ENT,627,633,Medici,
granacci:693,PRON,646,649,his,
granacci:693,ENT,650,656,garden,
granacci:693,PRON,665,667,it,
granacci:693,ENT,696,699,boy,
granacci:693,PRON,703,705,he,
granacci:693,ENT,731,743,Michelagnolo,
granacci:693,ENT,768,774,fruits,
granacci:693,PRON,775,777,he,
granacci:693,PRON,817,819,he,
granacci:693,PRON,837,844,himself,
granacci:693,PRON,855,858,his,
granacci:693,ENT,975,988,Michelagnolo ,
granacci:693,PRON,1012,1015,him,
granacci:693,PRON,1030,1033,his,
granacci:693,ENT,1040,1047,friends,
granacci:693,PRON,1075,1078,him,
granacci:693,PRON,1112,1114,he,
granacci:693,PRON,1151,1154,his,
granacci:693,ENT,1155,1160,works,
granacci:693,PRON,1182,1184,he,
granacci:693,ENT,1193,1196,art,
granacci:693,ENT,1221,1229,Granacci,
granacci:693,PRON,1243,1247,they,
granacci:693,ENT,1284,1292,workshop,
granacci:693,ENT,1296,1316,Domenico Ghirlandajo,
granacci:693,ENT,1339,1347,Granacci,
granacci:693,PRON,1357,1359,he,
granacci:693,ENT,1387,1398,Ghirlandajo,
granacci:693,ENT,1401,1410,young men,
granacci:693,ENT,1407,1410,men,
granacci:693,ENT,1426,1437,draughtsman,
granacci:693,ENT,1485,1494,distemper,
granacci:693,ENT,1505,1510,David,
granacci:693,ENT,1515,1536,Benedetto Ghirlandajo,
granacci:693,ENT,1542,1550,brothers,
granacci:693,ENT,1554,1562,Domenico,
granacci:693,ENT,1578,1589,altar-piece,
granacci:693,ENT,1597,1607,high-altar,
granacci:693,ENT,1611,1627,S. Maria Novella,
granacci:693,ENT,1686,1694,Domenico,
granacci:693,ENT,1704,1708,work,
granacci:693,ENT,1709,1717,Granacci,
granacci:693,PRON,1757,1759,he,
granacci:693,ENT,1796,1807,altar-piece,
granacci:693,ENT,1813,1821,pictures,
granacci:693,ENT,1838,1844,houses,
granacci:693,ENT,1848,1856,citizens,
granacci:693,PRON,1903,1905,he,
granacci:693,PRON,1934,1941,himself,
granacci:693,ENT,1965,1975,ceremonies,
granacci:693,ENT,2003,2007,city,
granacci:693,ENT,2019,2028,festivals,
granacci:693,ENT,2036,2044,Carnival,
granacci:693,PRON,2046,2048,he,
granacci:693,ENT,2080,2110,Magnificent Lorenzo de' Medici,
granacci:693,ENT,2104,2110,Medici,
granacci:693,ENT,2127,2132,works,
granacci:693,ENT,2160,2170,masquerade,
granacci:693,ENT,2203,2217,Paulus Emilius,
granacci:693,ENT,2251,2258,victory,
granacci:693,PRON,2264,2266,he,
granacci:693,ENT,2287,2302,foreign nations,
granacci:693,ENT,2295,2302,nations,
granacci:693,ENT,2312,2322,masquerade,
granacci:693,ENT,2357,2367,inventions,
granacci:693,ENT,2369,2377,Granacci,
granacci:693,PRON,2388,2395,himself,
granacci:693,PRON,2414,2416,he,
granacci:693,ENT,2428,2431,lad,
granacci:693,PRON,2438,2440,he,
granacci:693,PRON,2474,2475,I,
granacci:693,ENT,2512,2530,Lorenzo de' Medici,
granacci:693,ENT,2524,2530,Medici,
granacci:693,PRON,2535,2536,I,
granacci:693,ENT,2579,2587,inventor,
granacci:693,ENT,2597,2608,masquerades,
granacci:693,ENT,2667,2675,Florence,
granacci:693,ENT,2677,2682,Canti,
granacci:693,PRON,2693,2695,it,
