id,start_pos,end_pos,surface,type,score
1,160,161,S,MISC,0.7556965947151184
1,163,167,John,PER,0.9538769721984863
2,144,152,Portugal,LOC,0.998555600643158
3,101,112,Clement VII,PER,0.7618557810783386
4,56,62,Cosimo,PER,0.6385680437088013
6,139,152,Amerigo Benci,PER,0.9970073699951172
7,34,45,Friars of S,ORG,0.6142575939496359
7,47,54,Dominic,PER,0.993830144405365
7,59,60,S,LOC,0.7054730653762817
7,62,80,Maria delle Grazie,PER,0.8553271492322286
8,227,235,Beatrice,PER,0.9638567566871643
8,310,315,Milan,LOC,0.9732540249824524
9,86,92,France,LOC,0.9895416498184204
10,57,58,S,PER,0.7066561579704285
10,60,64,Anne,PER,0.9977460503578186
10,819,823,John,PER,0.9959216117858887
10,899,903,Anne,PER,0.9992971420288086
11,75,85,Monna Lisa,PER,0.9924741089344025
11,208,215,Francis,PER,0.7925031781196594
11,219,225,France,LOC,0.9964931607246399
12,26,45,Giuliano de ' Medici,PER,0.8281908109784126
12,71,74,Leo,PER,0.9711278080940247
13,108,109,S,LOC,0.8289610147476196
13,111,124,Maria Novella,PER,0.9869000315666199
13,187,194,Filippo,PER,0.7001012563705444
13,198,203,Milan,LOC,0.9918559789657593
14,71,77,Datary,MISC,0.969199538230896
14,115,122,Madonna,PER,0.8846867084503174
15,65,81,Maria della Pace,PER,0.9788507223129272
15,127,131,Cana,LOC,0.8637278079986572
15,135,142,Galilee,LOC,0.9990217685699463
16,27,52,Giovan Antonio Boltraffio,PER,0.9327441652615865
16,56,61,Milan,LOC,0.9868744015693665
17,157,162,Greek,MISC,0.9997242093086243
17,185,196,Church of S,LOC,0.6417474945386251
17,198,207,Francesco,PER,0.9981338381767273
17,271,283,Jesus Christ,PER,0.8195387125015259
17,299,306,Francis,PER,0.9993746876716614
18,162,169,S. John,PER,0.8650221228599548
18,265,273,Cardinal,MISC,0.9897648096084595
19,60,65,Roman,MISC,0.9996857643127441
21,104,105,S,PER,0.5296590328216553
21,107,116,Augustine,PER,0.9292985796928406
21,271,277,Jerome,PER,0.9927420616149902
21,358,363,Saint,PER,0.3572532832622528
22,147,153,Cosimo,PER,0.9907439351081848
22,187,192,Venus,MISC,0.7195906639099121
23,39,45,Medici,LOC,0.9778124690055847
23,60,67,Lorenzo,PER,0.9990741014480591
23,200,209,Sebastian,PER,0.8684166669845581
24,3,20,S. Maria Maggiore,PER,0.7420947949091593
24,24,32,Florence,LOC,0.9998750686645508
25,20,25,Pucci,PER,0.9996981620788574
26,179,192,Maria Novella,PER,0.9697841703891754
26,291,295,Magi,PER,0.6786894798278809
26,374,382,Our Lord,LOC,0.4031517207622528
27,22,34,Gino Capponi,PER,0.9142517745494843
27,43,54,Church of S,LOC,0.7922459840774536
27,56,63,Spirito,PER,0.9408866763114929
27,67,75,Florence,LOC,0.9992175102233887
27,143,151,Nicholas,PER,0.9957658052444458
27,162,169,Anthony,PER,0.9696562886238098
28,203,210,Filippo,PER,0.9952882528305054
29,105,113,Margaret,PER,0.9996416568756104
30,117,124,Monster,ORG,0.4157763123512268
31,355,369,Doves of Venus,MISC,0.9372955362002054
32,89,90,S,MISC,0.8252047896385193
32,92,99,Michele,PER,0.7731221318244934
