id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
sanmichele:748,PER,0,19,Michele San Michele,,,
sanmichele:748,GPE,37,43,Verona,,,
sanmichele:748,PROD,98,110,architecture,,,
sanmichele:748,PER,120,126,father,,,
sanmichele:748,PER,127,135,Giovanni,,,
sanmichele:748,PER,144,149,uncle,,,
sanmichele:748,PER,150,161,Bartolommeo,,,
sanmichele:748,PER,178,188,architects,,,
sanmichele:748,GPE,226,230,Rome,,,
sanmichele:748,PER,244,250,father,,,
sanmichele:748,PER,259,267,brothers,,,
sanmichele:748,PER,303,309,Jacopo,,,
sanmichele:748,PROD,330,337,letters,,,
sanmichele:748,MYTH,360,371,Don Camillo,,,
sanmichele:748,MYTH,379,392,Canon Regular,,,
sanmichele:748,MYTH,397,404,General,,,
sanmichele:748,MYTH,413,418,Order,,,
sanmichele:748,PROD,476,488,architecture,,,
sanmichele:748,GPE,640,644,Rome,,,
sanmichele:748,GPE,669,675,places,,,
sanmichele:748,GPE,697,701,city,,,
sanmichele:748,PER,726,732,people,,,
sanmichele:748,GPE,736,743,Orvieto,,,
sanmichele:748,PER,760,769,architect,,,
sanmichele:748,FAC,790,796,temple,,,
sanmichele:748,GPE,908,922,Monte Fiascone,,,
sanmichele:748,PER,927,936,architect,,,
sanmichele:748,FAC,945,953,building,,,
sanmichele:748,FAC,973,979,temple,,,
sanmichele:748,GPE,1097,1103,cities,,,
sanmichele:748,PROD,1123,1135,architecture,,,
sanmichele:748,PROD,1149,1154,works,,,
sanmichele:748,FAC,1173,1177,tomb,,,
sanmichele:748,PROD,1198,1204,design,,,
sanmichele:748,MYTH,1208,1219,S. Domenico,,,
sanmichele:748,FAC,1208,1237,S. Domenico at Monte Fiascone,,,
sanmichele:748,GPE,1223,1237,Monte Fiascone,,,
sanmichele:748,PER,1253,1293,"one of the Petrucci, a nobleman of Siena",,,
sanmichele:748,ORG,1264,1272,Petrucci,,,
sanmichele:748,PER,1276,1284,nobleman,,,
sanmichele:748,GPE,1288,1293,Siena,,,
sanmichele:748,PROD,1404,1411,designs,,,
sanmichele:748,FAC,1424,1430,houses,,,
sanmichele:748,PER,1476,1479,man,,,
sanmichele:748,MYTH,1524,1528,Pope,,,
sanmichele:748,MYTH,1524,1540,Pope Clement VII,,,
sanmichele:748,EVE,1611,1615,wars,,,
sanmichele:748,GPE,1663,1668,Italy,,,
sanmichele:748,PER,1697,1717,Antonio da San Gallo,,,
sanmichele:748,GPE,1708,1717,San Gallo,,,
sanmichele:748,GPE,1840,1846,States,,,
sanmichele:748,GPE,1840,1860,States of the Church,,,
sanmichele:748,MYTH,1854,1860,Church,,,
sanmichele:748,FAC,1920,1934,fortifications,,,
sanmichele:748,GPE,1950,1955,Parma,,,
sanmichele:748,GPE,1960,1968,Piacenza,,,
sanmichele:748,GPE,1988,1994,cities,,,
sanmichele:748,GPE,2018,2022,Rome,,,
sanmichele:748,EVE,2070,2073,war,,,
sanmichele:748,PER,2110,2117,Michele,,,
