id,start_pos,end_pos,surface,type,score
1,74,83,Ser Piero,PER,0.9239256083965302
1,103,124,Andrea del Verrocchio,PER,0.9992161194483439
1,163,167,John,PER,0.9819934964179993
1,178,184,Christ,PER,0.9328406453132629
1,191,199,Leonardo,PER,0.9998559951782227
1,279,287,Leonardo,PER,0.9999610185623169
1,368,374,Andrea,PER,0.99835604429245
1,402,408,Andrea,PER,0.9997944235801697
2,84,92,Flanders,LOC,0.9996457099914551
2,144,152,Portugal,LOC,0.4439886212348938
2,157,161,Adam,PER,0.6678893566131592
2,166,169,Eve,PER,0.5023077726364136
2,185,201,Earthly Paradise,MISC,0.6533019989728928
2,211,219,Leonardo,PER,0.99718177318573
3,0,8,Leonardo,PER,0.9998134970664978
3,32,40,Our Lady,MISC,0.6822933256626129
3,96,112,Pope Clement VII,PER,0.8417331973711649
4,41,62,Palace of Duke Cosimo,LOC,0.8833040446043015
5,4,17,Antonio Segni,PER,0.9997447431087494
5,81,88,Neptune,MISC,0.8664226531982422
6,32,53,Adoration of the Magi,MISC,0.7885431349277496
6,139,152,Amerigo Benci,PER,0.7040388584136963
6,167,185,Loggia de ' Peruzzi,PER,0.5426325872540474
7,19,24,Milan,LOC,0.999687671661377
7,34,45,Friars of S,MISC,0.5395364662011465
7,47,54,Dominic,PER,0.5707515478134155
7,62,80,Maria delle Grazie,PER,0.9678601622581482
7,84,95,Last Supper,MISC,0.903091698884964
7,160,168,Apostles,MISC,0.7641950249671936
7,227,233,Christ,PER,0.9118548035621643
7,339,345,Christ,PER,0.5436719655990601
8,51,62,Last Supper,MISC,0.8276541829109192
8,118,126,Leonardo,PER,0.9998846054077148
8,146,154,Lodovico,PER,0.9964998960494995
8,161,173,Massimiliano,PER,0.9994101524353027
8,227,235,Beatrice,PER,0.5032399296760559
8,242,251,Francesco,PER,0.9999054670333862
8,310,315,Milan,LOC,0.9141762852668762
9,30,38,Leonardo,PER,0.9946445226669312
9,54,59,Milan,LOC,0.9791300892829895
9,86,92,France,LOC,0.6726341843605042
9,104,112,Leonardo,PER,0.9994416832923889
10,43,50,Madonna,MISC,0.8442534804344177
10,60,64,Anne,PER,0.9708024859428406
10,73,79,Christ,MISC,0.9211190342903137
10,328,336,Leonardo,PER,0.9954707622528076
10,406,413,Madonna,PER,0.9191610217094421
10,526,542,Mother of Christ,MISC,0.6656909386316935
10,639,645,Virgin,MISC,0.8606376051902771
10,819,823,John,PER,0.9994903802871704
10,899,903,Anne,PER,0.9993166923522949
10,1027,1035,Leonardo,PER,0.9991944432258606
11,0,8,Leonardo,PER,0.9996346235275269
11,35,57,Francesco del Giocondo,PER,0.9967410564422607
11,75,85,Monna Lisa,PER,0.9970622062683105
11,208,215,Francis,PER,0.48768350481987
11,219,225,France,LOC,0.9995139837265015
11,230,243,Fontainebleau,LOC,0.9718021750450134
12,11,15,Rome,LOC,0.996616542339325
12,21,45,Duke Giuliano de ' Medici,PER,0.9955201506614685
12,66,74,Pope Leo,PER,0.9263024032115936
13,10,18,Leonardo,PER,0.999858021736145
13,77,90,Sala del Papa,LOC,0.8457581996917725
13,111,124,Maria Novella,PER,0.9601358473300934
13,152,169,Niccolo Piccinino,PER,0.9995419383049011
13,182,194,Duke Filippo,PER,0.9476626813411713
13,198,203,Milan,LOC,0.9992315769195557
14,26,61,Messer Baldassarre Turini da Pescia,PER,0.9818158745765686
14,71,77,Datary,MISC,0.4351993799209595
14,81,89,Pope Leo,PER,0.797071784734726
14,115,122,Madonna,PER,0.41054779291152954
15,31,44,Marco Oggioni,PER,0.9998094737529755
15,65,81,Maria della Pace,PER,0.9817580580711365
15,87,106,Passing of Our Lady,MISC,0.5852532684803009
15,115,131,Marriage of Cana,MISC,0.7578979134559631
15,135,142,Galilee,LOC,0.9981777667999268
16,14,22,Leonardo,PER,0.9776862859725952
16,27,52,Giovan Antonio Boltraffio,PER,0.9982001781463623
16,56,61,Milan,LOC,0.9995604157447815
16,166,192,Church of the Misericordia,ORG,0.7919221669435501
16,202,209,Bologna,LOC,0.9229577779769897
16,238,246,Our Lady,PER,0.5282264649868011
16,275,294,S. John the Baptist,PER,0.9313321709632874
16,296,308,S. Sebastian,PER,0.9872712194919586
16,482,490,Leonardo,PER,0.9985883831977844
17,44,51,Cimabue,PER,0.9902087450027466
17,100,106,Assisi,LOC,0.9929012060165405
17,118,124,Umbria,LOC,0.9995591044425964
17,157,162,Greek,MISC,0.9945100545883179
17,185,196,Church of S,LOC,0.7158084114392599
17,198,207,Francesco,PER,0.9981264472007751
17,271,283,Jesus Christ,PER,0.8464143574237823
17,299,306,Francis,PER,0.5312514305114746
18,103,114,Vallombrosa,LOC,0.7903847098350525
18,162,181,S. John the Baptist,PER,0.94108647108078
18,183,204,S. Giovanni Gualberto,PER,0.999017616113027
18,229,244,S. Michelagnolo,PER,0.9937981367111206
18,250,261,S. Bernardo,PER,0.9933322668075562
18,265,273,Cardinal,MISC,0.8546966910362244
19,14,26,Michelagnolo,PER,0.9935325384140015
19,60,65,Roman,MISC,0.9890114068984985
19,82,101,Messer Jacopo Galli,PER,0.9924519658088684
19,206,213,Bacchus,PER,0.7168529033660889
20,65,76,Mercatanzia,MISC,0.6584528684616089
20,80,88,Florence,LOC,0.678601861000061
20,112,119,Virtues,MISC,0.9708370566368103
