id,type,start_pos,end_pos,surface,coref_id,rel
nanni:836,ENT,0,24,Nanni d'Antonio di Banco,,
nanni:836,ENT,8,24,Antonio di Banco,,
nanni:836,ENT,122,131,sculpture,,
nanni:836,PRON,133,135,he,,
nanni:836,PRON,183,185,it,,
nanni:836,PRON,250,253,his,,
nanni:836,PRON,281,283,it,,
nanni:836,ENT,333,336,men,,
nanni:836,PRON,347,349,he,,
nanni:836,PRON,358,365,himself,,
nanni:836,ENT,380,383,art,,
nanni:836,ENT,438,441,art,,
nanni:836,ENT,455,458,man,,
nanni:836,ENT,479,488,disciples,,
nanni:836,ENT,492,498,Donato,,
nanni:836,PRON,509,510,I,,
nanni:836,PRON,523,526,him,,
nanni:836,PRON,534,537,his,,
nanni:836,ENT,538,544,master,,
nanni:836,PRON,553,555,he,,
nanni:836,PRON,573,576,him,,
nanni:836,ENT,602,608,person,,
nanni:836,PRON,644,647,his,,
nanni:836,PRON,670,673,his,,
nanni:836,ENT,683,691,Florence,,
nanni:836,ENT,697,706,S. Philip,,
nanni:836,ENT,710,716,marble,,
nanni:836,ENT,731,739,pilaster,,
nanni:836,ENT,762,785,Oratory of Orsanmichele,,
nanni:836,ENT,773,785,Orsanmichele,,
nanni:836,ENT,792,796,work,,
nanni:836,ENT,822,828,Donato,,
nanni:836,ENT,836,855,Guild of Shoemakers,,
nanni:836,PRON,873,877,they,,
nanni:836,PRON,899,902,him,,
nanni:836,PRON,920,922,it,,
nanni:836,ENT,964,970,Donato,,
nanni:836,ENT,975,980,Nanni,,
nanni:836,PRON,1000,1002,he,,
nanni:836,PRON,1049,1052,him,,
nanni:836,ENT,1129,1135,statue,,
nanni:836,PRON,1160,1163,its,,
nanni:836,ENT,1164,1169,place,,
nanni:836,PRON,1205,1208,his,,
nanni:836,ENT,1219,1225,Donato,,
nanni:836,PRON,1280,1282,it,,
nanni:836,ENT,1315,1321,Donato,,
nanni:836,ENT,1327,1334,Consuls,,
nanni:836,ENT,1343,1348,Guild,,
nanni:836,PRON,1371,1373,he,,
nanni:836,PRON,1406,1408,it,,
nanni:836,PRON,1422,1424,it,,
nanni:836,PRON,1446,1448,it,,
nanni:836,PRON,1454,1457,his,,
nanni:836,ENT,1462,1466,work,,
nanni:836,PRON,1498,1503,their,,
nanni:836,ENT,1516,1522,Donato,,
nanni:836,ENT,1563,1568,Nanni,,
nanni:836,PRON,1573,1576,his,,
nanni:836,ENT,1577,1583,statue,,
nanni:836,PRON,1589,1591,he,,
nanni:836,ENT,1661,1668,Consuls,,
nanni:836,ENT,1696,1702,Donato,,
nanni:836,PRON,1714,1718,thou,,
nanni:836,ENT,1751,1755,work,,
nanni:836,PRON,1782,1784,it,,
nanni:836,PRON,1840,1842,us,,
nanni:836,PRON,1851,1854,him,,
nanni:836,PRON,1864,1866,it,,
nanni:836,PRON,1872,1874,he,,
nanni:836,PRON,1875,1882,himself,,
nanni:836,PRON,1896,1900,thou,,
nanni:836,PRON,1918,1920,we,,
nanni:836,PRON,1940,1943,thy,,
nanni:836,PRON,1950,1952,it,,
nanni:918,PRON,0,2,It,,
nanni:918,ENT,28,33,S. Lo,,
nanni:918,ENT,60,83,Oratory of Orsanmichele,,
nanni:918,ENT,112,129,Guild of Farriers,,
nanni:918,ENT,158,163,Nanni,,
nanni:918,ENT,182,188,marble,,
nanni:918,ENT,189,195,shrine,,
nanni:918,ENT,243,248,scene,,
nanni:918,ENT,257,262,S. Lo,,
nanni:918,ENT,268,275,Farrier,,
nanni:918,ENT,299,304,horse,,
nanni:918,ENT,324,329,Nanni,,
nanni:918,PRON,355,357,it,,
nanni:918,PRON,363,365,he,,
nanni:918,ENT,430,435,works,,
nanni:918,PRON,440,442,he,,
nanni:918,PRON,460,462,he,,
nanni:918,ENT,525,530,works,,
nanni:918,ENT,531,536,Nanni,,
nanni:918,ENT,561,569,sculptor,,
nanni:918,ENT,583,590,citizen,,
nanni:918,PRON,592,594,he,,
nanni:918,PRON,620,623,his,,
nanni:918,ENT,631,635,city,,
nanni:918,ENT,639,647,Florence,,
nanni:918,PRON,661,663,he,,
nanni:918,PRON,669,676,himself,,
nanni:918,ENT,704,707,man,,
nanni:918,PRON,733,736,his,,
nanni:918,PRON,752,754,he,,
nanni:918,PRON,776,778,He,,
