id,start_pos,end_pos,surface,type,score
1,74,83,Ser Piero,PER,0.9647814929485321
1,103,124,Andrea del Verrocchio,PER,0.8840462764104208
1,160,161,S,MISC,0.7556965947151184
1,163,167,John,PER,0.9538769721984863
1,178,184,Christ,PER,0.9997345805168152
1,191,199,Leonardo,PER,0.9998944997787476
1,279,287,Leonardo,PER,0.9999370574951172
1,368,374,Andrea,PER,0.9998705387115479
1,402,408,Andrea,PER,0.9999659061431885
2,84,92,Flanders,LOC,0.9999561309814453
2,144,152,Portugal,LOC,0.998555600643158
2,157,161,Adam,PER,0.9960085153579712
2,166,169,Eve,PER,0.99835604429245
2,185,201,Earthly Paradise,MISC,0.8219822645187378
2,211,219,Leonardo,PER,0.998538613319397
3,0,8,Leonardo,PER,0.9994742274284363
3,32,40,Our Lady,PER,0.7019724994897842
3,101,112,Clement VII,PER,0.7618557810783386
4,56,62,Cosimo,PER,0.6385680437088013
5,4,17,Antonio Segni,PER,0.9987420737743378
5,81,88,Neptune,LOC,0.9895728230476379
6,32,53,Adoration of the Magi,MISC,0.7492774128913879
6,139,152,Amerigo Benci,PER,0.9970073699951172
6,167,185,Loggia de ' Peruzzi,LOC,0.7748447209596634
7,19,24,Milan,LOC,0.9472643136978149
7,34,45,Friars of S,ORG,0.6142575939496359
7,47,54,Dominic,PER,0.993830144405365
7,59,60,S,LOC,0.7054730653762817
7,62,80,Maria delle Grazie,PER,0.8553271492322286
7,84,95,Last Supper,MISC,0.7112567722797394
7,160,168,Apostles,MISC,0.9772582650184631
7,227,233,Christ,PER,0.9980136156082153
7,339,345,Christ,PER,0.9988744854927063
8,51,62,Last Supper,LOC,0.6062735319137573
8,118,126,Leonardo,PER,0.9999358654022217
8,146,154,Lodovico,PER,0.9992156028747559
8,161,173,Massimiliano,PER,0.9990589022636414
8,227,235,Beatrice,PER,0.9638567566871643
8,242,251,Francesco,PER,0.9956424236297607
8,310,315,Milan,LOC,0.9732540249824524
9,30,38,Leonardo,PER,0.9994864463806152
9,54,59,Milan,ORG,0.7333661913871765
9,86,92,France,LOC,0.9895416498184204
9,104,112,Leonardo,PER,0.9999468326568604
10,43,50,Madonna,PER,0.9838597774505615
10,57,58,S,PER,0.7066561579704285
10,60,64,Anne,PER,0.9977460503578186
10,73,79,Christ,PER,0.5773090124130249
10,328,336,Leonardo,PER,0.997617781162262
10,406,413,Madonna,PER,0.9998646974563599
10,526,542,Mother of Christ,PER,0.8367487986882528
10,639,645,Virgin,PER,0.3960088789463043
10,819,823,John,PER,0.9959216117858887
10,899,903,Anne,PER,0.9992971420288086
10,1027,1035,Leonardo,PER,0.9985945820808411
11,0,8,Leonardo,PER,0.9994833469390869
11,35,57,Francesco del Giocondo,PER,0.9851758082707723
11,75,85,Monna Lisa,PER,0.9924741089344025
11,208,215,Francis,PER,0.7925031781196594
11,219,225,France,LOC,0.9964931607246399
11,230,243,Fontainebleau,LOC,0.9998630285263062
12,11,15,Rome,LOC,0.9999910593032837
12,26,45,Giuliano de ' Medici,PER,0.8281908109784126
12,71,74,Leo,PER,0.9711278080940247
13,10,18,Leonardo,PER,0.9998530149459839
13,77,90,Sala del Papa,MISC,0.8937969009081522
13,108,109,S,LOC,0.8289610147476196
13,111,124,Maria Novella,PER,0.9869000315666199
13,152,169,Niccolo Piccinino,PER,0.9877539575099945
13,187,194,Filippo,PER,0.7001012563705444
13,198,203,Milan,LOC,0.9918559789657593
14,26,61,Messer Baldassarre Turini da Pescia,PER,0.9066654443740845
14,71,77,Datary,MISC,0.969199538230896
14,81,89,Pope Leo,PER,0.7327786386013031
14,115,122,Madonna,PER,0.8846867084503174
15,31,44,Marco Oggioni,PER,0.9988051056861877
15,65,81,Maria della Pace,PER,0.9788507223129272
15,127,131,Cana,LOC,0.8637278079986572
15,135,142,Galilee,LOC,0.9990217685699463
16,14,22,Leonardo,PER,0.9916661381721497
16,27,52,Giovan Antonio Boltraffio,PER,0.9327441652615865
16,56,61,Milan,LOC,0.9868744015693665
16,166,192,Church of the Misericordia,ORG,0.7940611243247986
16,202,209,Bologna,LOC,0.9964883327484131
16,275,294,S. John the Baptist,PER,0.8086156398057938
16,296,308,S. Sebastian,PER,0.9533739686012268
16,482,490,Leonardo,PER,0.9983329176902771
17,44,51,Cimabue,PER,0.9995507597923279
17,100,106,Assisi,LOC,0.9934417009353638
17,118,124,Umbria,LOC,0.9999376535415649
17,157,162,Greek,MISC,0.9997242093086243
17,185,196,Church of S,LOC,0.6417474945386251
17,198,207,Francesco,PER,0.9981338381767273
17,271,283,Jesus Christ,PER,0.8195387125015259
17,299,306,Francis,PER,0.9993746876716614
18,103,114,Vallombrosa,LOC,0.6910145282745361
18,162,169,S. John,PER,0.8650221228599548
18,183,204,S. Giovanni Gualberto,PER,0.9578835765520731
18,229,244,S. Michelagnolo,PER,0.9901331067085266
18,250,261,S. Bernardo,PER,0.8424988687038422
18,265,273,Cardinal,MISC,0.9897648096084595
19,14,26,Michelagnolo,PER,0.9989666938781738
19,60,65,Roman,MISC,0.9996857643127441
