id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
palma:722,PROD,72,77,works,,,
palma:722,PER,106,109,man,,,
palma:722,PROD,117,120,art,,,
palma:722,PER,180,189,craftsmen,,,
palma:722,PER,194,200,judges,,,
palma:722,PER,304,313,craftsman,,,
palma:722,GPE,372,380,Venetian,,,
palma:722,PER,372,386,Venetian Palma,,,
palma:722,PER,393,399,master,,,
palma:722,PROD,461,469,painting,,,
palma:722,PROD,566,569,art,,,
palma:722,PER,727,730,men,,,
palma:722,PER,732,760,JACOPO PALMA (PALMA VECCHIO),,,
palma:722,MYTH,762,772,S. BARBARA,,,
palma:722,PER,825,830,Palma,,,
palma:722,PROD,930,936,design,,,
palma:722,GPE,1017,1023,Venice,,,
palma:722,PROD,1034,1042,pictures,,,
palma:722,PROD,1047,1056,portraits,,,
palma:722,PER,1086,1095,gentlemen,,,
palma:722,PROD,1198,1210,altar-pieces,,,
palma:722,PROD,1220,1224,head,,,
palma:722,PROD,1285,1297,altar-pieces,,,
palma:722,FAC,1313,1349,"S. Antonio, near Castello, at Venice",,,
palma:722,GPE,1330,1338,Castello,,,
palma:722,GPE,1343,1349,Venice,,,
palma:722,FAC,1367,1390,"S. Elena, near the Lido",,,
palma:722,GPE,1386,1390,Lido,,,
palma:722,MYTH,1402,1407,Monks,,,
palma:722,MYTH,1402,1424,Monks of Monte Oliveto,,,
palma:722,GPE,1411,1424,Monte Oliveto,,,
palma:722,FAC,1478,1488,high-altar,,,
palma:722,FAC,1497,1503,church,,,
palma:722,MYTH,1520,1524,Magi,,,
palma:722,PER,1555,1561,Christ,,,
palma:722,PROD,1585,1592,figures,,,
palma:722,PROD,1615,1620,heads,,,
palma:722,PROD,1661,1670,draperies,,,
palma:722,PROD,1730,1737,figures,,,
palma:723,PER,30,35,Palma,,,
palma:723,PROD,62,66,work,,,
palma:723,PROD,154,161,picture,,,
palma:724,PROD,24,28,work,,,
palma:724,PER,48,62,Giorgio Vasari,,,
palma:724,MYTH,76,119,"Don Romualdo da Verona, Abbot of that place",,,
palma:724,GPE,92,98,Verona,,,
palma:724,MYTH,100,105,Abbot,,,
palma:724,PER,129,142,panel-picture,,,
palma:724,MYTH,158,193,Deposition of Christ from the Cross,,,
palma:724,MYTH,172,178,Christ,,,
palma:724,MYTH,188,193,Cross,,,
palma:724,PROD,218,225,figures,,,
palma:725,PROD,12,17,works,,,
palma:725,PER,18,25,Lorenzo,,,
palma:725,GPE,34,40,Ancona,,,
palma:725,PER,64,82,Mariano da Perugia,,,
palma:725,PROD,98,111,panel-picture,,,
palma:725,PROD,126,142,ornamental frame,,,
palma:725,PROD,137,142,frame,,,
palma:725,FAC,152,162,high-altar,,,
palma:725,FAC,166,177,S. Agostino,,,
palma:726,PER,0,5,Palma,,,
palma:726,MYTH,30,40,S. Barbara,,,
palma:726,FAC,49,54,altar,,,
palma:726,PER,62,73,Bombardieri,,,
palma:726,FAC,81,87,Church,,,
palma:726,FAC,81,107,Church of S. Maria Formosa,,,
palma:726,MYTH,91,107,S. Maria Formosa,,,
palma:726,PROD,126,133,figures,,,
palma:726,MYTH,148,160,S. Sebastian,,,
palma:726,MYTH,165,175,S. Anthony,,,
palma:726,MYTH,185,195,S. Barbara,,,
palma:726,PROD,215,222,figures,,,
palma:726,PER,233,240,painter,,,
palma:727,PER,41,48,Lorenzo,,,
palma:727,PROD,77,84,picture,,,
palma:727,FAC,128,134,church,,,
palma:727,MYTH,139,162,Our Lady with the Child,,,
palma:727,PROD,183,190,figures,,,
palma:727,MYTH,194,200,Angels,,,
palma:727,MYTH,245,251,Virgin,,,
palma:728,PER,5,15,Rondinello,,,
palma:728,PER,31,47,Giovanni Bellini,,,
palma:728,PROD,65,68,art,,,
palma:728,PROD,130,135,works,,,
palma:728,PROD,186,199,panel-picture,,,
palma:728,FAC,207,217,high-altar,,,
palma:728,FAC,225,239,Duomo at Forlì,,,
palma:728,GPE,234,239,Forlì,,,
palma:728,MYTH,249,255,Christ,,,
palma:728,MYTH,267,276,Communion,,,
palma:728,MYTH,284,292,Apostles,,,
