id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
agnolo_and_agostino:879,PER,9,21,Pope Clement,,,,
agnolo_and_agostino:879,PER,46,56,Buonarroti,,,,
agnolo_and_agostino:879,LOC,74,82,Florence,,,,
agnolo_and_agostino:879,PROD,97,102,works,,,,
agnolo_and_agostino:879,LOC,110,118,sacristy,,,,
agnolo_and_agostino:879,LOC,123,130,library,,,,
agnolo_and_agostino:879,LOC,134,144,S. Lorenzo,,,,
agnolo_and_agostino:879,PROD,174,181,statues,,,,
agnolo_and_agostino:879,MISC,225,245,Life of Michelagnolo,,,,
agnolo_and_agostino:879,PER,233,245,Michelagnolo,,,,
agnolo_and_agostino:879,PER,301,304,men,,,,
agnolo_and_agostino:879,PER,346,365,Fra Giovanni Agnolo,,,,
agnolo_and_agostino:879,MISC,386,393,methods,,,,
agnolo_and_agostino:879,PER,417,437,Antonio da San Gallo,,,,
agnolo_and_agostino:879,GPE,428,437,San Gallo,,,,
agnolo_and_agostino:879,PROD,461,466,works,,,,
agnolo_and_agostino:879,LOC,474,491,Madonna di Loreto,,,,
agnolo_and_agostino:879,LOC,485,491,Loreto,,,,
agnolo_and_agostino:879,PER,532,537,Frate,,,,
agnolo_and_agostino:879,LOC,541,549,Florence,,,,
agnolo_and_agostino:879,PER,551,563,Michelagnolo,,,,
agnolo_and_agostino:879,PROD,582,589,statues,,,,
agnolo_and_agostino:879,PER,593,605,Duke Lorenzo,,,,
agnolo_and_agostino:879,PER,610,623,Duke Giuliano,,,,
agnolo_and_agostino:879,PER,638,643,Frate,,,,
agnolo_and_agostino:879,MISC,702,715,undercuttings,,,,
agnolo_and_agostino:879,PER,737,756,Fra Giovanni Agnolo,,,,
agnolo_and_agostino:879,PER,800,803,man,,,,
agnolo_and_agostino:879,PROD,901,908,statues,,,,
agnolo_and_agostino:879,PROD,953,957,work,,,,
agnolo_and_agostino:879,PER,980,989,S. Cosimo,,,,
agnolo_and_agostino:879,PER,996,1006,S. Damiano,,,,
agnolo_and_agostino:879,PER,1049,1056,Madonna,,,,
agnolo_and_agostino:879,PER,1062,1074,Michelagnolo,,,,
agnolo_and_agostino:879,PER,1084,1094,S. Damiano,,,,
agnolo_and_agostino:879,PER,1098,1120,Raffaello da Montelupo,,,,
agnolo_and_agostino:879,LOC,1111,1120,Montelupo,,,,
agnolo_and_agostino:879,MISC,1144,1149,Frate,,,,
agnolo_and_agostino:879,PER,1154,1163,S. Cosimo,,,,
agnolo_and_agostino:879,LOC,1219,1224,rooms,,,,
agnolo_and_agostino:879,PROD,1337,1341,work,,,,
agnolo_and_agostino:879,PER,1347,1352,Frate,,,,
agnolo_and_agostino:879,PROD,1366,1371,model,,,,
agnolo_and_agostino:879,MISC,1379,1385,figure,,,,
agnolo_and_agostino:879,PER,1410,1420,Buonarroti,,,,
agnolo_and_agostino:879,PER,1444,1456,Michelagnolo,,,,
agnolo_and_agostino:879,MISC,1484,1488,head,,,,
agnolo_and_agostino:879,MISC,1497,1501,arms,,,,
agnolo_and_agostino:879,MAT,1505,1509,clay,,,,
agnolo_and_agostino:879,LOC,1528,1534,Arezzo,,,,
agnolo_and_agostino:879,PER,1544,1550,Vasari,,,,
agnolo_and_agostino:879,MISC,1569,1578,treasures,,,,
agnolo_and_agostino:879,PER,1603,1606,man,,,,
agnolo_and_agostino:879,PER,1644,1651,persons,,,,
agnolo_and_agostino:879,PER,1663,1675,Michelagnolo,,,,
agnolo_and_agostino:879,PROD,1722,1728,statue,,,,
agnolo_and_agostino:879,PER,1845,1857,Michelagnolo,,,,
agnolo_and_agostino:879,PER,1901,1906,Frate,,,,
agnolo_and_agostino:879,PER,1919,1922,man,,,,
agnolo_and_agostino:879,PER,1929,1941,Michelagnolo,,,,
agnolo_and_agostino:879,PER,1966,1985,Fra Giovanni Agnolo,,,,
agnolo_and_agostino:879,PROD,2027,2034,statues,,,,
agnolo_and_agostino:879,PER,2038,2051,Duke Giuliano,,,,
agnolo_and_agostino:879,PER,2056,2068,Duke Lorenzo,,,,
agnolo_and_agostino:879,PER,2092,2096,Pope,,,,
agnolo_and_agostino:879,MAT,2159,2165,marble,,,,
agnolo_and_agostino:879,PROD,2170,2176,façade,,,,
agnolo_and_agostino:879,LOC,2180,2190,S. Lorenzo,,,,
agnolo_and_agostino:879,LOC,2203,2207,Rome,,,,
