id,type,start_pos,end_pos,surface,coref_id,rel
agnolo_and_agostino:879,ENT,9,21,Pope Clement,,
agnolo_and_agostino:879,ENT,46,56,Buonarroti,,
agnolo_and_agostino:879,ENT,74,82,Florence,,
agnolo_and_agostino:879,ENT,97,102,works,,
agnolo_and_agostino:879,ENT,110,118,sacristy,,
agnolo_and_agostino:879,ENT,123,130,library,,
agnolo_and_agostino:879,ENT,134,144,S. Lorenzo,,
agnolo_and_agostino:879,PRON,151,154,him,,
agnolo_and_agostino:879,ENT,174,181,statues,,
agnolo_and_agostino:879,ENT,225,245,Life of Michelagnolo,,
agnolo_and_agostino:879,ENT,233,245,Michelagnolo,,
agnolo_and_agostino:879,PRON,246,253,himself,,
agnolo_and_agostino:879,PRON,260,262,he,,
agnolo_and_agostino:879,PRON,276,283,himself,,
agnolo_and_agostino:879,ENT,301,304,men,,
agnolo_and_agostino:879,ENT,346,365,Fra Giovanni Agnolo,,
agnolo_and_agostino:879,ENT,386,393,methods,,
agnolo_and_agostino:879,ENT,417,437,Antonio da San Gallo,,
agnolo_and_agostino:879,ENT,428,437,San Gallo,,
agnolo_and_agostino:879,ENT,461,466,works,,
agnolo_and_agostino:879,ENT,474,491,Madonna di Loreto,,
agnolo_and_agostino:879,ENT,485,491,Loreto,,
agnolo_and_agostino:879,PRON,515,518,his,,
agnolo_and_agostino:879,ENT,532,537,Frate,,
agnolo_and_agostino:879,ENT,541,549,Florence,,
agnolo_and_agostino:879,ENT,551,563,Michelagnolo,,
agnolo_and_agostino:879,ENT,582,589,statues,,
agnolo_and_agostino:879,ENT,593,605,Duke Lorenzo,,
agnolo_and_agostino:879,ENT,610,623,Duke Giuliano,,
agnolo_and_agostino:879,ENT,638,643,Frate,,
agnolo_and_agostino:879,PRON,662,666,them,,
agnolo_and_agostino:879,ENT,702,715,undercuttings,,
agnolo_and_agostino:879,ENT,737,756,Fra Giovanni Agnolo,,
agnolo_and_agostino:879,ENT,800,803,man,,
agnolo_and_agostino:879,PRON,839,842,him,,
agnolo_and_agostino:879,ENT,901,908,statues,,
agnolo_and_agostino:879,ENT,953,957,work,,
agnolo_and_agostino:879,ENT,980,989,S. Cosimo,,
agnolo_and_agostino:879,ENT,996,1006,S. Damiano,,
agnolo_and_agostino:879,ENT,1049,1056,Madonna,,
agnolo_and_agostino:879,ENT,1062,1074,Michelagnolo,,
agnolo_and_agostino:879,ENT,1084,1094,S. Damiano,,
agnolo_and_agostino:879,ENT,1098,1120,Raffaello da Montelupo,,
agnolo_and_agostino:879,ENT,1111,1120,Montelupo,,
agnolo_and_agostino:879,ENT,1144,1149,Frate,,
agnolo_and_agostino:879,ENT,1154,1163,S. Cosimo,,
agnolo_and_agostino:879,PRON,1192,1194,he,,
agnolo_and_agostino:879,ENT,1219,1224,rooms,,
agnolo_and_agostino:879,PRON,1231,1233,he,,
agnolo_and_agostino:879,PRON,1234,1241,himself,,
agnolo_and_agostino:879,PRON,1297,1300,his,,
agnolo_and_agostino:879,ENT,1337,1341,work,,
agnolo_and_agostino:879,ENT,1347,1352,Frate,,
agnolo_and_agostino:879,ENT,1366,1371,model,,
agnolo_and_agostino:879,ENT,1379,1385,figure,,
agnolo_and_agostino:879,ENT,1410,1420,Buonarroti,,
agnolo_and_agostino:879,ENT,1444,1456,Michelagnolo,,
agnolo_and_agostino:879,PRON,1467,1470,his,,
agnolo_and_agostino:879,ENT,1484,1488,head,,
agnolo_and_agostino:879,ENT,1497,1501,arms,,
agnolo_and_agostino:879,ENT,1505,1509,clay,,
agnolo_and_agostino:879,ENT,1528,1534,Arezzo,,
agnolo_and_agostino:879,ENT,1544,1550,Vasari,,
agnolo_and_agostino:879,PRON,1557,1560,his,,
agnolo_and_agostino:879,ENT,1569,1578,treasures,,
agnolo_and_agostino:879,ENT,1603,1606,man,,
agnolo_and_agostino:879,ENT,1644,1651,persons,,
agnolo_and_agostino:879,ENT,1663,1675,Michelagnolo,,
agnolo_and_agostino:879,PRON,1680,1683,his,,
agnolo_and_agostino:879,ENT,1722,1728,statue,,
agnolo_and_agostino:879,PRON,1729,1731,he,,
agnolo_and_agostino:879,ENT,1845,1857,Michelagnolo,,
agnolo_and_agostino:879,ENT,1901,1906,Frate,,
agnolo_and_agostino:879,ENT,1919,1922,man,,
agnolo_and_agostino:879,ENT,1929,1941,Michelagnolo,,
agnolo_and_agostino:879,ENT,1966,1985,Fra Giovanni Agnolo,,
agnolo_and_agostino:879,ENT,2027,2034,statues,,
agnolo_and_agostino:879,ENT,2038,2051,Duke Giuliano,,
agnolo_and_agostino:879,ENT,2056,2068,Duke Lorenzo,,
agnolo_and_agostino:879,ENT,2092,2096,Pope,,
agnolo_and_agostino:879,ENT,2159,2165,marble,,
agnolo_and_agostino:879,ENT,2170,2176,façade,,
agnolo_and_agostino:879,ENT,2180,2190,S. Lorenzo,,
agnolo_and_agostino:879,PRON,2192,2194,he,,
agnolo_and_agostino:879,ENT,2203,2207,Rome,,
agnolo_and_agostino:879,PRON,2213,2215,he,,
agnolo_and_agostino:879,ENT,2254,2266,Pope Clement,,
agnolo_and_agostino:879,ENT,2309,2317,Florence,,
agnolo_and_agostino:879,ENT,2322,2328,statue,,
agnolo_and_agostino:879,ENT,2336,2341,Frate,,
agnolo_and_agostino:879,PRON,2357,2359,it,,
agnolo_and_agostino:879,ENT,2389,2394,works,,
agnolo_and_agostino:879,PRON,2473,2475,it,,
agnolo_and_agostino:879,PRON,2480,2483,his,,
agnolo_and_agostino:879,ENT,2530,2542,Michelagnolo,,
agnolo_and_agostino:879,PRON,2544,2546,it,,
agnolo_and_agostino:879,ENT,2584,2590,figure,,
agnolo_and_agostino:879,ENT,2610,2629,Fra Giovanni Agnolo,,
agnolo_and_agostino:879,PRON,2655,2657,he,,
agnolo_and_agostino:879,PRON,2683,2686,his,,
agnolo_and_agostino:879,ENT,2687,2691,life,,
agnolo_and_agostino:879,PRON,2701,2703,it,,
agnolo_and_agostino:879,PRON,2740,2742,it,,
agnolo_and_agostino:880,ENT,7,23,Michele d'Agnolo,,
agnolo_and_agostino:880,ENT,27,37,Poggibonzi,,
agnolo_and_agostino:880,ENT,46,53,village,,
agnolo_and_agostino:880,ENT,57,67,Montorsoli,,
agnolo_and_agostino:880,ENT,103,111,Florence,,
agnolo_and_agostino:880,ENT,119,123,road,,
agnolo_and_agostino:880,ENT,127,134,Bologna,,
agnolo_and_agostino:880,PRON,142,144,he,,
