id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
verrocchio:883,PER,0,21,Andrea del Verrocchio,,,,
verrocchio:883,PER,11,21,Verrocchio,,,,
verrocchio:883,MISC,25,35,Florentine,,,,
verrocchio:883,PER,54,63,goldsmith,,,,
verrocchio:883,PER,67,73,master,,,,
verrocchio:883,TECH,77,88,perspective,,,,
verrocchio:883,PER,92,100,sculptor,,,,
verrocchio:883,PER,104,115,wood-carver,,,,
verrocchio:883,PER,119,126,painter,,,,
verrocchio:883,PER,134,142,musician,,,,
verrocchio:883,MISC,155,159,arts,,,,
verrocchio:883,MISC,163,172,sculpture,,,,
verrocchio:883,MISC,177,185,painting,,,,
verrocchio:883,MISC,483,487,arts,,,,
verrocchio:883,PER,603,606,man,,,,
verrocchio:883,PER,682,688,Andrea,,,,
verrocchio:883,PER,737,746,craftsman,,,,
verrocchio:883,PER,799,806,masters,,,,
verrocchio:883,MISC,814,818,arts,,,,
verrocchio:883,MISC,827,832,youth,,,,
verrocchio:883,MISC,859,867,sciences,,,,
verrocchio:883,MISC,885,893,geometry,,,,
verrocchio:883,PER,953,962,goldsmith,,,,
verrocchio:883,PROD,982,989,buttons,,,,
verrocchio:883,PROD,994,999,copes,,,,
verrocchio:883,PER,1014,1022,S. Maria,,,,
verrocchio:883,LOC,1014,1032,S. Maria del Fiore,,,,
verrocchio:883,LOC,1036,1044,Florence,,,,
verrocchio:883,PROD,1070,1075,works,,,,
verrocchio:883,PROD,1092,1095,cup,,,,
verrocchio:883,ANIM,1105,1112,animals,,,,
verrocchio:883,PLANT,1114,1121,foliage,,,,
verrocchio:883,PER,1172,1182,goldsmiths,,,,
verrocchio:883,MISC,1268,1273,dance,,,,
verrocchio:883,PER,1284,1292,children,,,,
verrocchio:883,PROD,1342,1347,works,,,,
verrocchio:883,ORG,1376,1394,Guild of Merchants,,,,
verrocchio:883,PROD,1407,1413,scenes,,,,
verrocchio:883,MAT,1417,1423,silver,,,,
verrocchio:883,PROD,1444,1449,altar,,,,
verrocchio:883,LOC,1453,1464,S. Giovanni,,,,
verrocchio:883,LOC,1578,1582,Rome,,,,
verrocchio:883,MISC,1603,1610,figures,,,,
verrocchio:883,PER,1618,1626,Apostles,,,,
verrocchio:883,PROD,1656,1661,altar,,,,
verrocchio:883,LOC,1669,1687,Chapel of the Pope,,,,
verrocchio:883,PROD,1714,1719,works,,,,
verrocchio:883,MAT,1723,1729,silver,,,,
verrocchio:883,PER,1765,1776,Pope Sixtus,,,,
verrocchio:883,PER,1786,1792,Andrea,,,,
verrocchio:884,PER,10,13,men,,,,
verrocchio:884,MISC,40,46,images,,,,
verrocchio:884,LOC,60,68,Florence,,,,
verrocchio:884,LOC,85,91,places,,,,
verrocchio:884,PER,135,141,people,,,,
verrocchio:884,MISC,164,170,images,,,,
verrocchio:884,MISC,196,207,"""miracoli,""",,,,
verrocchio:884,MAT,295,301,silver,,,,
verrocchio:884,PROD,333,339,panels,,,,
verrocchio:884,MAT,354,357,wax,,,,
verrocchio:884,PER,391,397,Andrea,,,,
verrocchio:884,PER,451,457,Andrea,,,,
verrocchio:884,PER,496,502,Orsino,,,,
verrocchio:884,MISC,506,516,Florentine,,,,
verrocchio:884,PER,517,523,worker,,,,
verrocchio:884,MAT,527,530,wax,,,,
verrocchio:884,PER,686,705,Giuliano de' Medici,,,,
verrocchio:884,ORG,699,705,Medici,,,,
verrocchio:884,PER,737,744,brother,,,,
verrocchio:884,PER,745,752,Lorenzo,,,,
verrocchio:884,PER,773,781,S. Maria,,,,
verrocchio:884,LOC,773,791,S. Maria del Fiore,,,,
verrocchio:884,PER,821,828,friends,,,,
verrocchio:884,PER,833,842,relatives,,,,
verrocchio:884,PER,846,853,Lorenzo,,,,
verrocchio:884,MISC,859,865,images,,,,
verrocchio:884,LOC,898,904,places,,,,
verrocchio:884,PER,926,929,God,,,,
verrocchio:884,PER,961,967,Orsino,,,,
verrocchio:884,MISC,1021,1028,figures,,,,
verrocchio:884,MAT,1032,1035,wax,,,,
verrocchio:884,PER,1066,1072,Andrea,,,,
verrocchio:884,MISC,1085,1093,skeleton,,,,
verrocchio:884,MAT,1104,1108,wood,,,,
verrocchio:884,MISC,1120,1126,method,,,,
verrocchio:884,PROD,1212,1218,cloths,,,,
verrocchio:884,MISC,1290,1296,nature,,,,
verrocchio:884,MISC,1329,1334,heads,,,,
verrocchio:884,MISC,1336,1341,hands,,,,
verrocchio:884,MISC,1347,1351,feet,,,,
verrocchio:884,MAT,1357,1360,wax,,,,
verrocchio:884,MISC,1417,1421,life,,,,
verrocchio:884,TECH,1438,1442,oils,,,,
verrocchio:884,MISC,1469,1473,hair,,,,
verrocchio:884,MISC,1571,1577,images,,,,
verrocchio:884,MAT,1581,1584,wax,,,,
verrocchio:884,PER,1604,1607,men,,,,
verrocchio:884,LOC,1674,1704,Church of the Nuns of Chiarito,,,,
verrocchio:884,ORG,1688,1704,Nuns of Chiarito,,,,
verrocchio:884,LOC,1712,1727,Via di S. Gallo,,,,
verrocchio:884,LOC,1719,1727,S. Gallo,,,,
verrocchio:884,MISC,1745,1753,Crucifix,,,,
verrocchio:884,MISC,1765,1773,miracles,,,,
verrocchio:884,MISC,1780,1786,figure,,,,
verrocchio:884,PER,1809,1816,Lorenzo,,,,
verrocchio:884,MISC,1845,1851,throat,,,,
verrocchio:884,PROD,1887,1893,window,,,,
verrocchio:884,LOC,1901,1906,house,,,,
verrocchio:884,MISC,1918,1922,eyes,,,,
verrocchio:884,PER,1930,1936,people,,,,
verrocchio:884,MISC,2052,2058,figure,,,,
verrocchio:884,PER,2071,2074,man,,,,
verrocchio:884,PROD,2085,2090,lucco,,,,
verrocchio:884,PROD,2096,2100,gown,,,,
verrocchio:884,PER,2117,2125,citizens,,,,
verrocchio:884,LOC,2129,2137,Florence,,,,
verrocchio:884,LOC,2160,2190,Servite Church of the Nunziata,,,,
verrocchio:884,PROD,2208,2212,door,,,,
verrocchio:884,PROD,2234,2241,counter,,,,
verrocchio:884,PROD,2248,2255,candles,,,,
verrocchio:884,PER,2288,2296,S. Maria,,,,
verrocchio:884,LOC,2288,2309,S. Maria degli Angeli,,,,
verrocchio:884,LOC,2313,2319,Assisi,,,,
verrocchio:884,PER,2343,2350,Madonna,,,,
verrocchio:884,PER,2381,2399,Lorenzo de' Medici,,,,
verrocchio:884,ORG,2393,2399,Medici,,,,
verrocchio:884,LOC,2441,2445,road,,,,
verrocchio:884,PROD,2463,2469,bricks,,,,
verrocchio:884,LOC,2487,2495,S. Maria,,,,
verrocchio:884,LOC,2504,2508,gate,,,,
verrocchio:884,LOC,2512,2518,Assisi,,,,
verrocchio:884,LOC,2534,2546,S. Francesco,,,,
verrocchio:884,LOC,2570,2579,fountains,,,,
verrocchio:884,PER,2589,2600,grandfather,,,,
verrocchio:884,PER,2601,2607,Cosimo,,,,
verrocchio:884,MISC,2666,2672,images,,,,
verrocchio:884,MAT,2676,2679,wax,,,,
verrocchio:884,LOC,2703,2717,Servite Church,,,,
verrocchio:884,PER,2737,2743,Orsino,,,,
verrocchio:884,LOC,2773,2777,base,,,,
verrocchio:884,MISC,2815,2820,cross,,,,
verrocchio:884,PER,3044,3047,men,,,,
