doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
14,1,636,644,255,263,S. Peter,Subject
14,1,646,656,265,275,S. Stephen,Subject
14,1,662,681,281,300,S. John the Baptist,Subject
14,1,696,704,315,323,children,Subject
14,2,838,849,132,143,Dead Christ,Subject
14,2,851,859,145,153,Our Lady,Subject
14,2,861,868,155,162,S. John,Subject
14,2,870,883,164,177,the Magdalene,Subject
14,3,1119,1143,186,210,Nativity of Jesus Christ,Subject
14,3,1149,1170,216,237,Adoration of the Magi,Subject
14,3,1176,1193,243,260,Flight into Egypt,Subject
14,3,1203,1228,270,295,Massacre of the Innocents,Subject
14,4,1465,1489,138,162,Nativity of Jesus Christ,Subject
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Subject
14,5,1927,1943,234,250,Life of Our Lady,Subject
14,6,2044,2050,99,105,Christ,Subject
14,6,2074,2080,129,135,Angels,Subject
14,6,2092,2100,147,155,Our Lady,Subject
14,6,2106,2113,161,168,S. John,Subject
14,6,2233,2253,288,308,S. James the Apostle,Subject
14,6,2258,2279,313,334,S. Alfonso the Bishop,Subject
