doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
0,2,1049,1056,164,171,Madonna,Subject
0,6,2336,2341,30,35,Frate,Subject
10,6,1756,1796,294,334,S. Augustine disputing with the heretics,Subject
10,6,1814,1820,352,358,Christ,Subject
10,6,1825,1831,363,369,Saints,Subject
13,0,258,266,258,266,Our Lady,Subject
13,0,421,432,421,432,Holy Spirit,Subject
13,4,1273,1284,102,113,S. Margaret,Subject
13,4,1311,1321,140,150,the Dragon,Subject
14,1,636,644,255,263,S. Peter,Subject
14,1,646,656,265,275,S. Stephen,Subject
14,1,662,681,281,300,S. John the Baptist,Subject
14,1,696,704,315,323,children,Subject
14,2,838,849,132,143,Dead Christ,Subject
14,2,851,859,145,153,Our Lady,Subject
14,2,861,868,155,162,S. John,Subject
14,2,870,883,164,177,the Magdalene,Subject
14,3,1119,1143,186,210,Nativity of Jesus Christ,Subject
14,3,1149,1170,216,237,Adoration of the Magi,Subject
14,3,1176,1193,243,260,Flight into Egypt,Subject
14,3,1203,1228,270,295,Massacre of the Innocents,Subject
14,4,1465,1489,138,162,Nativity of Jesus Christ,Subject
14,4,1616,1660,289,333,Descent of the Holy Spirit upon the Apostles,Subject
14,5,1927,1943,234,250,Life of Our Lady,Subject
14,6,2044,2050,99,105,Christ,Subject
14,6,2074,2080,129,135,Angels,Subject
14,6,2092,2100,147,155,Our Lady,Subject
14,6,2106,2113,161,168,S. John,Subject
14,6,2233,2253,288,308,S. James the Apostle,Subject
14,6,2258,2279,313,334,S. Alfonso the Bishop,Subject
15,5,1429,1440,17,28,Dead Christ,Subject
15,6,1816,1822,202,208,Christ,Subject
15,6,1843,1848,229,234,Cross,Subject
15,6,1859,1866,245,252,Thieves,Subject
15,6,1899,1906,285,292,Madonna,Subject
15,7,2168,2181,153,166,men and women,Subject
16,3,1963,1971,24,32,pictures,Subject
18,3,1074,1082,38,46,children,Subject
18,3,1090,1095,54,59,women,Subject
18,3,1092,1095,56,59,men,Subject
18,3,1208,1217,172,181,draperies,Subject
18,3,1253,1258,217,222,nudes,Subject
