id,type,start_pos,end_pos,surface,coref_id
agnolo_and_agostino:615,ENT,45,51,school,
agnolo_and_agostino:615,ENT,59,68,sculptors,
agnolo_and_agostino:615,ENT,69,77,Giovanni,
agnolo_and_agostino:615,ENT,82,97,Niccola of Pisa,
agnolo_and_agostino:615,ENT,93,97,Pisa,
agnolo_and_agostino:615,ENT,99,107,Agostino,
agnolo_and_agostino:615,ENT,112,118,Agnolo,
agnolo_and_agostino:615,ENT,120,129,sculptors,
agnolo_and_agostino:615,ENT,133,138,Siena,
agnolo_and_agostino:615,ENT,185,189,Life,
agnolo_and_agostino:615,PRON,255,256,I,
agnolo_and_agostino:615,ENT,280,286,father,
agnolo_and_agostino:615,ENT,291,297,mother,
agnolo_and_agostino:615,ENT,301,306,Siena,
agnolo_and_agostino:615,PRON,312,317,their,
agnolo_and_agostino:615,ENT,335,345,architects,
agnolo_and_agostino:615,ENT,387,391,rule,
agnolo_and_agostino:615,ENT,387,412,rule of the three Consuls,
agnolo_and_agostino:615,ENT,399,412,three Consuls,
agnolo_and_agostino:615,PRON,414,418,they,
agnolo_and_agostino:615,ENT,445,456,Fontebranda,
agnolo_and_agostino:615,ENT,512,521,Consulate,
agnolo_and_agostino:615,ENT,527,540,Customs-house,
agnolo_and_agostino:615,ENT,541,544,of ,
agnolo_and_agostino:615,ENT,549,553,city,
agnolo_and_agostino:615,ENT,564,573,buildings,
agnolo_and_agostino:615,PRON,588,590,it,
agnolo_and_agostino:615,ENT,620,625,seeds,
agnolo_and_agostino:615,ENT,653,659,houses,
agnolo_and_agostino:615,ENT,710,716,shoots,
agnolo_and_agostino:615,ENT,761,767,fruits,
agnolo_and_agostino:615,ENT,783,789,plants,
agnolo_and_agostino:615,ENT,800,808,Agostino,
agnolo_and_agostino:615,ENT,813,819,Agnolo,
agnolo_and_agostino:615,ENT,868,876,Giovanni,
agnolo_and_agostino:615,ENT,881,896,Niccola of Pisa,
agnolo_and_agostino:615,ENT,892,896,Pisa,
agnolo_and_agostino:615,ENT,911,914,art,
agnolo_and_agostino:615,ENT,927,933,design,
agnolo_and_agostino:615,ENT,938,947,invention,
agnolo_and_agostino:615,ENT,958,963,works,
agnolo_and_agostino:615,PRON,985,987,It,
agnolo_and_agostino:615,ENT,1015,1023,Giovanni,
agnolo_and_agostino:615,ENT,1040,1046,Naples,
agnolo_and_agostino:615,ENT,1050,1054,Pisa,
agnolo_and_agostino:615,ENT,1083,1088,Siena,
agnolo_and_agostino:615,ENT,1110,1116,design,
agnolo_and_agostino:615,ENT,1121,1131,foundation,
agnolo_and_agostino:615,ENT,1140,1146,façade,
agnolo_and_agostino:615,ENT,1154,1159,Duomo,
agnolo_and_agostino:615,ENT,1193,1198,doors,
agnolo_and_agostino:615,PRON,1216,1218,it,
agnolo_and_agostino:615,ENT,1257,1264,marbles,
agnolo_and_agostino:615,ENT,1280,1288,Agostino,
agnolo_and_agostino:615,PRON,1347,1350,him,
agnolo_and_agostino:615,PRON,1369,1376,himself,
agnolo_and_agostino:615,ENT,1380,1389,sculpture,
agnolo_and_agostino:615,PRON,1399,1401,he,
agnolo_and_agostino:615,ENT,1466,1469,art,
agnolo_and_agostino:615,ENT,1493,1505,architecture,
agnolo_and_agostino:615,ENT,1537,1545,Giovanni,
agnolo_and_agostino:615,PRON,1575,1577,he,
agnolo_and_agostino:615,PRON,1592,1595,his,
agnolo_and_agostino:615,ENT,1616,1622,design,
agnolo_and_agostino:615,PRON,1659,1661,it,
agnolo_and_agostino:615,PRON,1683,1685,he,
agnolo_and_agostino:615,PRON,1707,1710,his,
agnolo_and_agostino:615,ENT,1711,1717,master,
agnolo_and_agostino:615,ENT,1740,1746,people,
agnolo_and_agostino:615,ENT,1797,1803,nature,
agnolo_and_agostino:615,ENT,1811,1815,soul,
agnolo_and_agostino:615,ENT,1823,1830,fortune,
agnolo_and_agostino:615,ENT,1898,1901,men,
agnolo_and_agostino:615,ENT,1994,2002,Agostino,
agnolo_and_agostino:615,ENT,2045,2053,Giovanni,
agnolo_and_agostino:615,PRON,2060,2063,his,
agnolo_and_agostino:615,ENT,2064,2071,brother,
agnolo_and_agostino:615,ENT,2072,2078,Agnolo,
agnolo_and_agostino:619,PRON,170,173,him,
