id,type,start_pos,end_pos,surface,coref_id
verrocchio:620,ENT,0,35,"Andrea del Verrocchio, a Florentine",
verrocchio:620,ENT,25,35,Florentine,
verrocchio:620,PRON,44,47,his,
verrocchio:620,ENT,54,63,goldsmith,
verrocchio:620,ENT,67,73,master,
verrocchio:620,ENT,77,88,perspective,
verrocchio:620,ENT,92,100,sculptor,
verrocchio:620,ENT,104,115,wood-carver,
verrocchio:620,ENT,119,126,painter,
verrocchio:620,ENT,134,142,musician,
verrocchio:620,ENT,155,159,arts,
verrocchio:620,ENT,163,172,sculpture,
verrocchio:620,ENT,177,185,painting,
verrocchio:620,PRON,343,345,he,
verrocchio:620,PRON,383,385,he,
verrocchio:620,PRON,435,438,him,
verrocchio:620,PRON,440,442,he,
verrocchio:620,ENT,483,487,arts,
verrocchio:620,ENT,603,606,man,
verrocchio:620,ENT,682,688,Andrea,
verrocchio:620,PRON,698,700,it,
verrocchio:620,ENT,737,746,craftsman,
verrocchio:620,ENT,799,806,masters,
verrocchio:620,ENT,814,818,arts,
verrocchio:620,PRON,823,826,his,
verrocchio:620,ENT,859,867,sciences,
verrocchio:620,ENT,885,893,geometry,
verrocchio:620,PRON,924,926,he,
verrocchio:620,ENT,953,962,goldsmith,
verrocchio:620,ENT,965,968,art,
verrocchio:620,ENT,982,989,buttons,
verrocchio:620,ENT,994,999,copes,
verrocchio:620,ENT,1014,1022,S. Maria,
verrocchio:620,ENT,1014,1044,S. Maria del Fiore at Florence,
verrocchio:620,ENT,1036,1044,Florence,
verrocchio:620,PRON,1050,1052,he,
verrocchio:620,ENT,1070,1075,works,
verrocchio:620,ENT,1092,1095,cup,
verrocchio:620,ENT,1105,1112,animals,
verrocchio:620,ENT,1114,1121,foliage,
verrocchio:620,ENT,1172,1182,goldsmiths,
verrocchio:620,ENT,1188,1193,casts,
verrocchio:620,PRON,1207,1209,it,
verrocchio:620,ENT,1268,1273,dance,
verrocchio:620,ENT,1284,1292,children,
verrocchio:620,PRON,1318,1321,his,
verrocchio:620,ENT,1342,1347,works,
verrocchio:620,PRON,1349,1351,he,
verrocchio:620,ENT,1376,1381,Guild,
verrocchio:620,ENT,1376,1394,Guild of Merchants,
verrocchio:620,ENT,1385,1394,Merchants,
verrocchio:620,ENT,1407,1413,scenes,
verrocchio:620,ENT,1417,1423,silver,
verrocchio:620,ENT,1444,1449,altar,
verrocchio:620,ENT,1453,1464,S. Giovanni,
verrocchio:620,PRON,1503,1505,he,
verrocchio:620,ENT,1578,1582,Rome,
verrocchio:620,ENT,1618,1626,Apostles,
verrocchio:620,ENT,1669,1675,Chapel,
verrocchio:620,ENT,1669,1687,Chapel of the Pope,
verrocchio:620,ENT,1683,1687,Pope,
verrocchio:620,ENT,1714,1719,works,
verrocchio:620,ENT,1723,1729,silver,
verrocchio:620,ENT,1765,1769,Pope,
verrocchio:620,ENT,1765,1776,Pope Sixtus,
verrocchio:620,ENT,1786,1792,Andrea,
verrocchio:620,PRON,1828,1831,him,
verrocchio:620,PRON,1881,1883,he,
