id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
verrocchio:620,PER,0,35,"Andrea del Verrocchio, a Florentine",,,
verrocchio:620,PER,25,35,Florentine,,,
verrocchio:620,PER,54,63,goldsmith,,,
verrocchio:620,PER,67,73,master,,,
verrocchio:620,TECH,77,88,perspective,,,
verrocchio:620,PER,92,100,sculptor,,,
verrocchio:620,PER,104,115,wood-carver,,,
verrocchio:620,PER,119,126,painter,,,
verrocchio:620,PER,134,142,musician,,,
verrocchio:620,PROD,155,159,arts,,,
verrocchio:620,PROD,163,172,sculpture,,,
verrocchio:620,PROD,177,185,painting,,,
verrocchio:620,PROD,483,487,arts,,,
verrocchio:620,PER,603,606,man,,,
verrocchio:620,PER,682,688,Andrea,,,
verrocchio:620,PER,737,746,craftsman,,,
verrocchio:620,PER,799,806,masters,,,
verrocchio:620,PROD,814,818,arts,,,
verrocchio:620,PROD,859,867,sciences,,,
verrocchio:620,PROD,885,893,geometry,,,
verrocchio:620,PER,953,962,goldsmith,,,
verrocchio:620,PROD,965,968,art,,,
verrocchio:620,PROD,982,989,buttons,,,
verrocchio:620,PROD,994,999,copes,,,
verrocchio:620,MYTH,1014,1022,S. Maria,,,
verrocchio:620,FAC,1014,1044,S. Maria del Fiore at Florence,,,
verrocchio:620,GPE,1036,1044,Florence,,,
verrocchio:620,PROD,1070,1075,works,,,
verrocchio:620,PROD,1092,1095,cup,,,
verrocchio:620,ANIM,1105,1112,animals,,,
verrocchio:620,PLANT,1114,1121,foliage,,,
verrocchio:620,PER,1172,1182,goldsmiths,,,
verrocchio:620,PROD,1188,1193,casts,,,
verrocchio:620,PROD,1268,1273,dance,,,
verrocchio:620,PER,1284,1292,children,,,
verrocchio:620,PROD,1342,1347,works,,,
verrocchio:620,ORG,1376,1381,Guild,,,
verrocchio:620,ORG,1376,1394,Guild of Merchants,,,
verrocchio:620,PER,1385,1394,Merchants,,,
verrocchio:620,PROD,1407,1413,scenes,,,
verrocchio:620,MAT,1417,1423,silver,,,
verrocchio:620,FAC,1444,1449,altar,,,
verrocchio:620,FAC,1453,1464,S. Giovanni,,,
verrocchio:620,GPE,1578,1582,Rome,,,
verrocchio:620,MYTH,1618,1626,Apostles,,,
verrocchio:620,FAC,1656,1661,altar,,,
verrocchio:620,FAC,1669,1675,Chapel,,,
verrocchio:620,FAC,1669,1687,Chapel of the Pope,,,
verrocchio:620,MYTH,1683,1687,Pope,,,
verrocchio:620,PROD,1714,1719,works,,,
verrocchio:620,MAT,1723,1729,silver,,,
verrocchio:620,MYTH,1765,1769,Pope,,,
verrocchio:620,MYTH,1765,1776,Pope Sixtus,,,
verrocchio:620,PER,1786,1792,Andrea,,,
verrocchio:621,PER,17,35,Lorenzo de' Medici,,,
verrocchio:621,ORG,29,35,Medici,,,
verrocchio:621,FAC,61,77,Villa at Careggi,,,
verrocchio:621,GPE,70,77,Careggi,,,
verrocchio:621,PER,81,84,boy,,,
verrocchio:621,MAT,88,94,bronze,,,
verrocchio:621,ANIM,107,111,fish,,,
verrocchio:621,PER,123,127,Lord,,,
verrocchio:621,PER,123,139,Lord Duke Cosimo,,,
verrocchio:621,PER,128,132,Duke,,,
verrocchio:621,FAC,207,215,fountain,,,
verrocchio:621,FAC,231,240,courtyard,,,
verrocchio:621,FAC,248,254,Palace,,,
verrocchio:621,PER,262,265,boy,,,
verrocchio:622,PER,57,76,Giuliano de' Medici,,,
verrocchio:622,ORG,70,76,Medici,,,
verrocchio:622,PER,108,115,brother,,,
verrocchio:622,PER,116,123,Lorenzo,,,
verrocchio:622,MYTH,144,152,S. Maria,,,
verrocchio:622,FAC,144,162,S. Maria del Fiore,,,
verrocchio:622,PER,192,199,friends,,,
verrocchio:622,PER,204,213,relatives,,,
verrocchio:622,PER,217,224,Lorenzo,,,
verrocchio:622,MYTH,297,300,God,,,
verrocchio:623,PER,27,33,Andrea,,,
verrocchio:623,PER,38,56,Benedetto Buglioni,,,
verrocchio:623,MAT,92,103,terra-cotta,,,
verrocchio:623,PROD,104,108,work,,,
verrocchio:623,PER,116,121,woman,,,
verrocchio:623,FAC,137,142,house,,,
verrocchio:623,PER,146,165,Andrea della Robbia,,,
verrocchio:623,PROD,190,195,works,,,
verrocchio:623,PER,219,227,Florence,,,
verrocchio:623,PER,255,261,Christ,,,
verrocchio:623,MYTH,278,282,dead,,,
verrocchio:623,MYTH,297,303,angels,,,
verrocchio:623,PROD,318,322,work,,,
verrocchio:623,MAT,333,344,terra-cotta,,,
verrocchio:623,FAC,374,380,Church,,,
verrocchio:623,FAC,374,424,"Church of the Servi, near the Chapel of S. Barbara",,,
verrocchio:623,MYTH,388,393,Servi,,,
verrocchio:623,FAC,404,424,Chapel of S. Barbara,,,
verrocchio:625,PROD,49,57,cartoons,,,
verrocchio:625,PROD,99,107,pictures,,,
verrocchio:625,PROD,125,130,panel,,,
verrocchio:625,ORG,139,143,Nuns,,,
verrocchio:625,ORG,139,170,Nuns of S. Domenico in Florence,,,
verrocchio:625,FAC,147,158,S. Domenico,,,
verrocchio:625,GPE,162,170,Florence,,,
verrocchio:625,FAC,290,298,S. Salvi,,,
verrocchio:625,MYTH,307,312,Monks,,,
verrocchio:625,MYTH,307,327,Monks of Vallombrosa,,,
verrocchio:625,GPE,316,327,Vallombrosa,,,
verrocchio:625,MYTH,344,372,Baptism of Christ by S. John,,,
verrocchio:625,MYTH,355,361,Christ,,,
verrocchio:625,MYTH,365,372,S. John,,,
verrocchio:625,PROD,382,386,work,,,
verrocchio:625,PER,406,423,Leonardo da Vinci,,,
verrocchio:625,GPE,418,423,Vinci,,,
verrocchio:625,PER,429,437,disciple,,,
verrocchio:625,MYTH,480,485,angel,,,
verrocchio:625,PROD,555,559,work,,,
verrocchio:625,PER,581,587,Andrea,,,
verrocchio:625,PROD,620,625,brush,,,
verrocchio:625,PER,633,641,Leonardo,,,
verrocchio:625,PROD,690,693,art,,,
verrocchio:626,PER,4,13,Venetians,,,
verrocchio:626,PER,64,86,Bartolommeo da Bergamo,,,
verrocchio:626,GPE,79,86,Bergamo,,,
verrocchio:626,EVE,124,133,victories,,,
verrocchio:626,PER,194,200,Andrea,,,
verrocchio:626,GPE,218,224,Venice,,,
verrocchio:626,PROD,263,280,equestrian statue,,,
verrocchio:626,PROD,274,280,statue,,,
verrocchio:626,PER,289,296,captain,,,
verrocchio:626,MAT,300,306,bronze,,,
verrocchio:626,FAC,328,340,Piazza di SS,,,
