id,type,start_pos,end_pos,surface,coref_id,rel
granacci:820,ENT,44,53,craftsmen,,
granacci:820,ENT,170,173,men,,
granacci:820,ENT,179,185,Heaven,,
granacci:820,PRON,253,256,our,,
granacci:820,ENT,257,261,arts,,
granacci:820,ENT,380,385,works,,
granacci:820,ENT,389,392,men,,
granacci:820,PRON,454,456,we,,
granacci:820,PRON,500,503,our,,
granacci:820,ENT,511,529,Francesco Granacci,,
granacci:820,PRON,539,541,we,,
granacci:820,ENT,603,633,Magnificent Lorenzo de' Medici,,
granacci:820,ENT,627,633,Medici,,
granacci:820,PRON,646,649,his,,
granacci:820,ENT,650,656,garden,,
granacci:820,PRON,665,667,it,,
granacci:820,ENT,696,699,boy,,
granacci:820,PRON,703,705,he,,
granacci:820,ENT,731,743,Michelagnolo,,
granacci:820,ENT,768,774,fruits,,
granacci:820,PRON,775,777,he,,
granacci:820,PRON,817,819,he,,
granacci:820,PRON,837,844,himself,,
granacci:820,PRON,855,858,his,,
granacci:820,ENT,975,988,Michelagnolo ,,
granacci:820,PRON,1012,1015,him,,
granacci:820,PRON,1030,1033,his,,
granacci:820,ENT,1040,1047,friends,,
granacci:820,PRON,1075,1078,him,,
granacci:820,PRON,1112,1114,he,,
granacci:820,PRON,1151,1154,his,,
granacci:820,ENT,1155,1160,works,,
granacci:820,PRON,1182,1184,he,,
granacci:820,ENT,1193,1196,art,,
granacci:820,ENT,1221,1229,Granacci,,
granacci:820,PRON,1243,1247,they,,
granacci:820,ENT,1284,1292,workshop,,
granacci:820,ENT,1296,1316,Domenico Ghirlandajo,,
granacci:820,PRON,1318,1320,it,,
granacci:820,ENT,1339,1347,Granacci,,
granacci:820,PRON,1357,1359,he,,
granacci:820,ENT,1387,1398,Ghirlandajo,,
granacci:820,ENT,1407,1410,men,,
granacci:820,ENT,1426,1437,draughtsman,,
granacci:820,ENT,1485,1494,distemper,,
granacci:820,ENT,1505,1510,David,,
granacci:820,ENT,1515,1536,Benedetto Ghirlandajo,,
granacci:820,ENT,1542,1550,brothers,,
granacci:820,ENT,1554,1562,Domenico,,
granacci:820,ENT,1578,1589,altar-piece,,
granacci:820,ENT,1597,1607,high-altar,,
granacci:820,ENT,1611,1627,S. Maria Novella,,
granacci:820,ENT,1686,1694,Domenico,,
granacci:820,ENT,1704,1708,work,,
granacci:820,ENT,1709,1717,Granacci,,
granacci:820,PRON,1757,1759,he,,
granacci:820,ENT,1796,1807,altar-piece,,
granacci:820,ENT,1813,1821,pictures,,
granacci:820,ENT,1838,1844,houses,,
granacci:820,ENT,1848,1856,citizens,,
granacci:820,PRON,1903,1905,he,,
granacci:820,PRON,1934,1941,himself,,
granacci:820,ENT,1965,1975,ceremonies,,
granacci:820,ENT,2003,2007,city,,
granacci:820,ENT,2019,2028,festivals,,
granacci:820,ENT,2036,2044,Carnival,,
granacci:820,PRON,2046,2048,he,,
granacci:820,ENT,2080,2110,Magnificent Lorenzo de' Medici,,
granacci:820,ENT,2104,2110,Medici,,
granacci:820,ENT,2127,2132,works,,
granacci:820,ENT,2160,2170,masquerade,,
granacci:820,ENT,2192,2217,Triumph of Paulus Emilius,,
granacci:820,ENT,2203,2217,Paulus Emilius,,
granacci:820,ENT,2251,2258,victory,,
granacci:820,PRON,2264,2266,he,,
granacci:820,ENT,2295,2302,nations,,
granacci:820,ENT,2312,2322,masquerade,,
granacci:820,ENT,2357,2367,inventions,,
granacci:820,ENT,2369,2377,Granacci,,
granacci:820,PRON,2388,2395,himself,,
granacci:820,PRON,2414,2416,he,,
granacci:820,ENT,2428,2431,lad,,
granacci:820,PRON,2438,2440,he,,
granacci:820,PRON,2474,2475,I,,
granacci:820,ENT,2512,2530,Lorenzo de' Medici,,
granacci:820,ENT,2524,2530,Medici,,
granacci:820,PRON,2535,2536,I,,
granacci:820,ENT,2579,2587,inventor,,
granacci:820,ENT,2597,2608,masquerades,,
granacci:820,ENT,2667,2675,Florence,,
granacci:820,ENT,2677,2682,Canti,,
granacci:820,PRON,2693,2695,it,,
granacci:910,ENT,3,11,Florence,,
granacci:910,ENT,12,20,Granacci,,
granacci:910,ENT,33,58,Pier Francesco Borgherini,,
granacci:910,ENT,61,66,scene,,
granacci:910,ENT,70,74,oils,,
granacci:910,ENT,82,92,head-board,,
granacci:910,ENT,98,103,couch,,
granacci:910,ENT,122,131,apartment,,
granacci:910,ENT,140,158,Jacopo da Pontormo,,
granacci:910,ENT,150,158,Pontormo,,
granacci:910,ENT,160,176,Andrea del Sarto,,
granacci:910,ENT,182,200,Francesco Ubertini,,
granacci:910,ENT,218,225,stories,,
granacci:910,ENT,235,249,life of Joseph,,
granacci:910,ENT,243,249,Joseph,,
granacci:910,ENT,254,268,Pier Francesco,,
granacci:910,ENT,271,276,house,,
granacci:910,ENT,280,300,Borgo Sant' Apostolo,,
granacci:910,ENT,314,319,scene,,
granacci:910,ENT,332,339,figures,,
granacci:910,ENT,355,360,story,,
granacci:910,ENT,373,379,Joseph,,
granacci:910,ENT,480,491,perspective,,
granacci:910,PRON,501,503,he,,
granacci:910,ENT,513,519,Joseph,,
granacci:910,ENT,535,542,Pharaoh,,
granacci:910,ENT,604,607,man,,
granacci:910,PRON,615,617,he,,
granacci:910,ENT,634,641,picture,,
granacci:910,ENT,655,659,oils,,
granacci:910,ENT,668,675,Trinity,,
granacci:910,ENT,688,702,God the Father,,
granacci:910,ENT,716,722,Christ,,
granacci:910,ENT,716,732,Christ Crucified,,
granacci:910,ENT,745,772,Church of S. Piero Maggiore,,
