id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
granacci:820,PER,44,53,craftsmen,,,,
granacci:820,PER,170,173,men,,,,
granacci:820,LOC,179,185,Heaven,,,,
granacci:820,MISC,257,261,arts,,,,
granacci:820,PROD,380,385,works,,,,
granacci:820,PER,389,392,men,,,,
granacci:820,PER,511,529,Francesco Granacci,,,,
granacci:820,PER,603,633,Magnificent Lorenzo de' Medici,,,,
granacci:820,ORG,627,633,Medici,,,,
granacci:820,LOC,650,656,garden,,,,
granacci:820,PER,696,699,boy,,,,
granacci:820,PER,731,743,Michelagnolo,,,,
granacci:820,PLANT,768,774,fruits,,,,
granacci:820,PER,975,988,Michelagnolo ,,,,
granacci:820,PER,1040,1047,friends,,,,
granacci:820,PROD,1155,1160,works,,,,
granacci:820,PROD,1193,1196,art,,,,
granacci:820,PER,1221,1229,Granacci,,,,
granacci:820,LOC,1284,1292,workshop,,,,
granacci:820,PER,1296,1316,Domenico Ghirlandajo,,,,
granacci:820,PER,1339,1347,Granacci,,,,
granacci:820,PER,1387,1398,Ghirlandajo,,,,
granacci:820,PER,1407,1410,men,,,,
granacci:820,PER,1426,1437,draughtsman,,,,
granacci:820,TECH,1485,1494,distemper,,,,
granacci:820,PER,1505,1510,David,,,,
granacci:820,PER,1515,1536,Benedetto Ghirlandajo,,,,
granacci:820,PER,1542,1550,brothers,,,,
granacci:820,PER,1554,1562,Domenico,,,,
granacci:820,PROD,1578,1589,altar-piece,,,,
granacci:820,PROD,1597,1607,high-altar,,,,
granacci:820,LOC,1611,1627,S. Maria Novella,,,,
granacci:820,PER,1686,1694,Domenico,,,,
granacci:820,PROD,1704,1708,work,,,,
granacci:820,PER,1709,1717,Granacci,,,,
granacci:820,PROD,1796,1807,altar-piece,,,,
granacci:820,PROD,1813,1821,pictures,,,,
granacci:820,LOC,1838,1844,houses,,,,
granacci:820,PER,1848,1856,citizens,,,,
granacci:820,EVE,1965,1975,ceremonies,,,,
granacci:820,LOC,2003,2007,city,,,,
granacci:820,EVE,2019,2028,festivals,,,,
granacci:820,EVE,2036,2044,Carnival,,,,
granacci:820,PER,2080,2110,Magnificent Lorenzo de' Medici,,,,
granacci:820,ORG,2104,2110,Medici,,,,
granacci:820,PROD,2127,2132,works,,,,
granacci:820,PROD,2160,2170,masquerade,,,,
granacci:820,EVE,2192,2217,Triumph of Paulus Emilius,,,,
granacci:820,PER,2203,2217,Paulus Emilius,,,,
granacci:820,EVE,2251,2258,victory,,,,
granacci:820,LOC,2295,2302,nations,,,,
granacci:820,EVE,2312,2322,masquerade,,,,
granacci:820,PROD,2357,2367,inventions,,,,
granacci:820,PER,2369,2377,Granacci,,,,
granacci:820,PER,2428,2431,lad,,,,
granacci:820,PER,2512,2530,Lorenzo de' Medici,,,,
granacci:820,ORG,2524,2530,Medici,,,,
granacci:820,PER,2579,2587,inventor,,,,
granacci:820,ORG,2597,2608,masquerades,,,,
granacci:820,LOC,2667,2675,Florence,,,,
granacci:820,MISC,2677,2682,Canti,,,,
granacci:910,LOC,3,11,Florence,,,,
granacci:910,PER,12,20,Granacci,,,,
granacci:910,PER,33,58,Pier Francesco Borgherini,,,,
granacci:910,PROD,61,66,scene,,,,
granacci:910,TECH,70,74,oils,,,,
granacci:910,PROD,82,92,head-board,,,,
granacci:910,PROD,98,103,couch,,,,
granacci:910,LOC,122,131,apartment,,,,
granacci:910,PER,140,158,Jacopo da Pontormo,,,,
granacci:910,LOC,150,158,Pontormo,,,,
granacci:910,PER,160,176,Andrea del Sarto,,,,
granacci:910,PER,182,200,Francesco Ubertini,,,,
granacci:910,MISC,218,225,stories,,,,
granacci:910,MISC,235,249,life of Joseph,,,,
granacci:910,PER,243,249,Joseph,,,,
granacci:910,PER,254,268,Pier Francesco,,,,
granacci:910,LOC,271,276,house,,,,
granacci:910,LOC,280,300,Borgo Sant' Apostolo,,,,
granacci:910,PROD,314,319,scene,,,,
granacci:910,MISC,332,339,figures,,,,
granacci:910,MISC,355,360,story,,,,
granacci:910,PER,373,379,Joseph,,,,
granacci:910,MISC,480,491,perspective,,,,
granacci:910,PER,513,519,Joseph,,,,
granacci:910,PER,535,542,Pharaoh,,,,
granacci:910,PER,604,607,man,,,,
granacci:910,PROD,634,641,picture,,,,
granacci:910,TECH,655,659,oils,,,,
granacci:910,MISC,668,675,Trinity,,,,
granacci:910,PER,688,702,God the Father,,,,
granacci:910,PER,716,722,Christ,,,,
granacci:910,MISC,716,732,Christ Crucified,,,,
granacci:910,LOC,745,772,Church of S. Piero Maggiore,,,,
granacci:910,PER,755,763,S. Piero,,,,
granacci:910,PROD,784,791,picture,,,,
granacci:910,MISC,799,809,Assumption,,,,
granacci:910,MISC,833,839,Angels,,,,
granacci:910,MISC,846,855,S. Thomas,,,,
granacci:910,MISC,869,876,Madonna,,,,
granacci:910,MISC,891,897,Girdle,,,,
granacci:910,PER,913,922,S. Thomas,,,,
granacci:910,PER,1007,1019,Michelagnolo,,,,
granacci:910,PER,1048,1056,Our Lady,,,,
granacci:910,PROD,1062,1069,drawing,,,,
granacci:910,MISC,1084,1091,figures,,,,
granacci:910,PER,1107,1115,Granacci,,,,
granacci:910,PROD,1126,1130,book,,,,
granacci:910,PROD,1193,1200,picture,,,,
granacci:910,MISC,1205,1212,figures,,,,
granacci:910,PER,1216,1223,S. Paul,,,,
granacci:910,PER,1225,1236,S. Laurence,,,,
granacci:910,PER,1238,1246,S. James,,,,
granacci:910,PER,1252,1259,S. John,,,,
granacci:910,PROD,1297,1301,work,,,,
granacci:910,PER,1330,1339,Francesco,,,,
granacci:910,PROD,1372,1376,work,,,,
granacci:910,PER,1495,1502,painter,,,,
