id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
baccio:885,PROD,21,25,arts,,,,
baccio:885,PROD,29,35,design,,,,
baccio:885,LOC,50,58,Florence,,,,
baccio:885,PER,101,135,Lorenzo de' Medici the Magnificent,,,,
baccio:885,ORG,113,119,Medici,,,,
baccio:885,LOC,156,160,city,,,,
baccio:885,PER,163,172,goldsmith,,,,
baccio:885,PER,180,203,Michelagnolo di Viviano,,,,
baccio:885,PER,196,203,Viviano,,,,
baccio:885,LOC,207,214,Gaiuole,,,,
baccio:885,TECH,247,254,chasing,,,,
baccio:885,TECH,259,265,incavo,,,,
baccio:885,PROD,270,277,enamels,,,,
baccio:885,PROD,282,288,niello,,,,
baccio:885,PROD,328,332,work,,,,
baccio:885,MAT,336,340,gold,,,,
baccio:885,MAT,345,351,silver,,,,
baccio:885,PROD,345,357,silver plate,,,,
baccio:885,PROD,352,357,plate,,,,
baccio:885,PER,364,376,Michelagnolo,,,,
baccio:885,PROD,402,408,jewels,,,,
baccio:885,PER,500,507,masters,,,,
baccio:885,PER,515,518,art,,,,
baccio:885,PER,603,606,men,,,,
baccio:885,LOC,614,618,city,,,,
baccio:885,LOC,638,646,workshop,,,,
baccio:885,LOC,687,695,Florence,,,,
baccio:885,PER,708,727,Magnificent Lorenzo,,,,
baccio:885,ORG,740,755,house of Medici,,,,
baccio:885,PER,801,809,Giuliano,,,,
baccio:885,PER,815,822,brother,,,,
baccio:885,PER,831,850,Magnificent Lorenzo,,,,
baccio:885,LOC,864,882,Piazza di S. Croce,,,,
baccio:885,PROD,930,939,ornaments,,,,
baccio:885,PROD,943,950,helmets,,,,
baccio:885,PROD,952,958,crests,,,,
baccio:885,PROD,964,971,devices,,,,
baccio:885,PER,1035,1039,sons,,,,
baccio:885,PER,1047,1066,Magnificent Lorenzo,,,,
baccio:885,PROD,1080,1084,work,,,,
baccio:885,PROD,1218,1223,works,,,,
baccio:885,LOC,1262,1266,city,,,,
baccio:885,LOC,1271,1279,dominion,,,,
baccio:885,PER,1293,1296,man,,,,
baccio:885,MISC,1347,1350,art,,,,
baccio:885,PER,1360,1372,Michelagnolo,,,,
baccio:885,ORG,1373,1383,the Medici,,,,
baccio:885,LOC,1409,1417,Florence,,,,
