doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
1,1,502,513,250,261,Montorsoli.,Artwork,
10,6,1659,1675,197,213,ornamental frame,Artwork,
10,6,1681,1697,219,235,various pictures,Artwork,
14,6,2132,2150,187,205,two large pictures,Artwork,
15,1,406,421,213,228,works in fresco,Artwork,
15,6,1899,1906,285,292,Madonna,Artwork,
20,4,1368,1386,27,45,pictures in fresco,Artwork,
20,4,1585,1600,244,259,works in fresco,Artwork,
29,1,626,641,35,50,a round picture,Artwork,
30,6,1621,1628,7,14,Trinità,Artwork,
31,4,1224,1239,104,119,figures in clay,Artwork,
31,4,1245,1269,125,149,a coat of arms in fresco,Artwork,
33,6,2184,2203,104,123,Church of S. Andrea,Artwork,
38,1,555,569,167,181,labours of art,Artwork,
39,1,430,435,225,230,Duomo,Artwork,
40,0,318,329,318,329,S. Giovanni,Artwork,
41,4,1336,1347,15,26,Pergentino;,Artwork,
43,2,690,709,42,61,musical instruments,Artwork,
45,8,1770,1778,28,36,S. Rocco,Artwork,
45,8,2023,2044,281,302,S. Martino alla Palma,Artwork,
49,6,1505,1524,254,273,S. John the Baptist,Artwork,
50,4,1268,1292,373,397,dance of little children,Artwork,
50,6,1618,1626,75,83,Apostles,Artwork,
7,7,1857,1874,75,92,figures in silver,Artwork,
