id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
jacopo:824,PER,0,6,Jacopo,,,,
jacopo:824,PER,15,23,L'Indaco,,,,
jacopo:824,PER,47,71,Domenico del Ghirlandajo,,,,
jacopo:824,GPE,91,95,Rome,,,,
jacopo:824,PER,101,113,Pinturicchio,,,,
jacopo:824,PER,134,140,master,,,,
jacopo:824,PROD,187,192,works,,,,
jacopo:824,PROD,300,305,works,,,,
jacopo:824,PER,375,381,fellow,,,,
jacopo:824,PER,388,393,lover,,,,
jacopo:824,PER,615,624,Christian,,,,
jacopo:824,PER,658,670,Michelagnolo,,,,
jacopo:824,PER,686,695,craftsman,,,,
jacopo:824,PER,930,933,man,,,,
jacopo:824,PER,935,941,Jacopo,,,,
jacopo:824,GPE,967,971,Rome,,,,
jacopo:824,GPE,1020,1024,Rome,,,,
jacopo:824,GPE,1068,1072,city,,,,
jacopo:824,FAC,1087,1093,chapel,,,,
jacopo:824,FAC,1130,1151,Church of S. Agostino,,,,
jacopo:824,FAC,1159,1163,door,,,,
jacopo:824,FAC,1171,1177,façade,,,,
jacopo:824,FAC,1186,1194,vaulting,,,,
jacopo:824,FAC,1204,1210,chapel,,,,
jacopo:824,MISC,1219,1227,Apostles,,,,
jacopo:824,MISC,1242,1253,Holy Spirit,,,,
jacopo:824,PROD,1285,1292,stories,,,,
jacopo:824,MISC,1296,1302,Christ,,,,
jacopo:824,PER,1321,1326,Peter,,,,
jacopo:824,PER,1331,1337,Andrew,,,,
jacopo:824,PROD,1349,1353,nets,,,,
jacopo:824,MISC,1376,1408,Feast of Simon and the Magdalene,,,,
jacopo:824,MISC,1385,1390,Simon,,,,
jacopo:824,MISC,1399,1408,Magdalene,,,,
jacopo:824,FAC,1430,1437,ceiling,,,,
jacopo:824,MAT,1441,1447,planks,,,,
jacopo:824,MAT,1452,1457,beams,,,,
jacopo:824,PROD,1491,1496,panel,,,,
jacopo:824,FAC,1509,1515,chapel,,,,
jacopo:824,MAT,1537,1540,oil,,,,
jacopo:824,MISC,1547,1558,Dead Christ,,,,
jacopo:824,MISC,1552,1558,Christ,,,,
jacopo:824,FAC,1621,1636,Trinità at Rome,,,,
jacopo:824,GPE,1632,1636,Rome,,,,
jacopo:824,PROD,1666,1671,panel,,,,
jacopo:824,MISC,1693,1716,Coronation of Our  Lady,,,,
jacopo:824,MISC,1707,1716,Our  Lady,,,,
jacopo:912,PER,11,17,Jacopo,,,,
jacopo:912,PER,32,39,brother,,,,
jacopo:912,PER,70,79,Francesco,,,,
jacopo:912,PER,118,127, L'Indaco,,,,
jacopo:912,PER,171,178,painter,,,,
jacopo:912,PER,226,232,Jacopo,,,,
jacopo:912,PER,349,355,Jacopo,,,,
jacopo:912,PROD,416,421,works,,,,
jacopo:912,PER,431,440,craftsman,,,,
jacopo:912,PER,447,450,man,,,,
jacopo:912,LOC,491,504,Montepulciano,,,,
jacopo:912,PROD,513,521,painting,,,,
jacopo:912,PROD,529,533,clay,,,,
jacopo:912,PROD,552,557,panel,,,,
jacopo:912,LOC,566,582,Audience Chamber,,,,
jacopo:912,ORG,590,613,Company of the Nunziata,,,,
jacopo:912,LOC,617,623,Arezzo,,,,
jacopo:912,MISC,639,651,Annunciation,,,,
jacopo:912,PER,659,673,God the Father,,,,
jacopo:912,LOC,677,683,Heaven,,,,
jacopo:912,PER,703,709,angels,,,,
jacopo:912,PER,725,733,children,,,,
jacopo:912,LOC,751,755,city,,,,
jacopo:912,PER,784,799,Duke Alessandro,,,,
jacopo:912,PROD,848,852,arch,,,,
jacopo:912,PROD,864,871,figures,,,,
jacopo:912,TECH,875,881,relief,,,,
jacopo:912,PROD,890,894,gate,,,,
jacopo:912,LOC,902,921,Palazzo de' Signori,,,,
jacopo:912,ORG,914,921,Signori,,,,
jacopo:912,PER,959,967,painters,,,,
jacopo:912,PROD,999,1004,works,,,,
jacopo:912,PER,1031,1035,Duke,,,,
jacopo:912,PROD,1041,1048,scenery,,,,
jacopo:912,PROD,1057,1071,representation,,,,
jacopo:912,PROD,1077,1081,play,,,,
jacopo:912,LOC,1147,1151,Rome,,,,
jacopo:912,PER,1173,1190,Emperor Charles V,,,,
jacopo:912,MISC,1224,1231,figures,,,,
jacopo:912,MAT,1235,1239,clay,,,,
jacopo:912,PROD,1247,1251,coat,,,,
jacopo:912,PROD,1255,1259,arms,,,,
jacopo:912,TECH,1263,1269,fresco,,,,
jacopo:912,PER,1278,1283,Roman,,,,
jacopo:912,PER,1284,1290,people,,,,
jacopo:912,LOC,1298,1309,Campidoglio,,,,
jacopo:912,PROD,1349,1353,work,,,,
jacopo:912,PER,1394,1400,master,,,,
jacopo:912,PROD,1444,1449,study,,,,
jacopo:912,TECH,1461,1467,stucco,,,,
jacopo:912,PER,1476,1505,Duchess Margherita of Austria,,,,
jacopo:912,LOC,1498,1505,Austria,,,,
jacopo:912,LOC,1513,1533,Palace of the Medici,,,,
jacopo:912,ORG,1523,1533,the Medici,,,,
jacopo:912,LOC,1537,1541,Rome,,,,
jacopo:912,MAT,1687,1693,silver,,,,
jacopo:912,PER,1699,1707,L'Indaco,,,,
jacopo:912,PROD,1720,1724,work,,,,
jacopo:912,MAT,1730,1736,stucco,,,,
jacopo:912,PER,1786,1789,man,,,,
jacopo:912,PROD,1812,1816,work,,,,
