id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested
ridolfo:741,PER,77,80,man,,,
ridolfo:741,PROD,98,102,arts,,,
ridolfo:741,PER,227,235,brothers,,,
ridolfo:741,PER,240,244,sons,,,
ridolfo:741,PER,248,255,persons,,,
ridolfo:741,PER,296,303,kinsmen,,,
ridolfo:741,PER,623,626,men,,,
ridolfo:741,PER,760,765,David,,,
ridolfo:741,PER,770,791,Benedetto Ghirlandajo,,,
ridolfo:741,PER,857,864,brother,,,
ridolfo:741,PER,865,873,Domenico,,,
ridolfo:741,PROD,892,895,art,,,
ridolfo:741,PER,965,972,brother,,,
ridolfo:741,GPE,1000,1004,path,,,
ridolfo:741,PROD,1013,1017,work,,,
ridolfo:741,PER,1032,1041,Benedetto,,,
ridolfo:741,PER,1069,1077,wanderer,,,
ridolfo:741,PROD,1143,1149,mosaic,,,
ridolfo:741,PER,1151,1156,David,,,
ridolfo:741,PER,1187,1195,Domenico,,,
ridolfo:741,PER,1292,1299,brother,,,
ridolfo:741,PER,1300,1309,Benedetto,,,
ridolfo:741,PROD,1316,1321,works,,,
ridolfo:741,PER,1331,1339,Domenico,,,
ridolfo:741,PROD,1363,1374,altar-piece,,,
ridolfo:741,FAC,1382,1392,high-altar,,,
ridolfo:741,FAC,1396,1412,S. Maria Novella,,,
ridolfo:741,FAC,1465,1470,choir,,,
ridolfo:741,PER,1481,1487,pupils,,,
ridolfo:741,PER,1500,1508,Domenico,,,
ridolfo:741,FAC,1522,1530,predella,,,
ridolfo:741,PROD,1541,1548,figures,,,
ridolfo:741,PER,1550,1559,Niccolaio,,,
ridolfo:741,PROD,1601,1607,figure,,,
ridolfo:741,MYTH,1611,1621,S. Stephen,,,
ridolfo:741,MYTH,1625,1636,disputation,,,
ridolfo:741,MYTH,1645,1650,Saint,,,
ridolfo:741,PER,1658,1676,Francesco Granacci,,,
ridolfo:741,PER,1678,1697,Jacopo  del Tedesco,,,
ridolfo:741,PER,1703,1712,Benedetto,,,
ridolfo:741,PROD,1726,1733,figures,,,
