doc_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,labels
0,1049,1056,164,171,Madonna,PER,"['person', 'object', 'art', 'creation', 'female', 'figure', 'idol', 'statue', 'stick figure', 'deity']"
5,374,379,85,90,David,PER,"['person', 'action figure', 'character', 'figure', 'idol', 'statue', 'stick figure', 'deity']"
5,601,606,312,317,David,PER,"['person', 'object', 'character', 'figure', 'idol', 'representation', 'sculpture', 'statue', 'stick figure', 'deity', 'artifact']"
5,810,815,88,93,David,PER,"['person', 'actor', 'art', 'artist', 'music', 'musician', 'adult', 'art form', 'art music', 'art student', 'classical music', 'composer', 'conductor', 'creator', 'dancer', 'master', 'musical', 'musical instrument', 'opera', 'opera singer', 'orchestra', 'painter', 'performance', 'performer', 'performing art', 'pianist', 'piano', 'piano player', 'professional', 'singer', 'visual artist', 'player piano', 'entertainer']"
14,636,644,255,263,S. Peter,PER,"['person', 'object', 'religious leader', 'character', 'idol', 'painter', 'painting', 'public figure', 'saint', 'servant', 'spiritual leader', 'statue', 'holy cross', 'organism', 'deity']"
14,662,681,281,300,S. John the Baptist,PER,"['person', 'object', 'art', 'religious leader', 'artwork', 'character', 'idol', 'painter', 'painting', 'public figure', 'saint', 'spiritual leader', 'statue', 'organism', 'deity']"
14,838,849,132,143,Dead Christ,PER,"['person', 'object', 'religious leader', 'body', 'character', 'female', 'figure', 'idol', 'public figure', 'representation', 'spiritual leader', 'holy cross', 'stick figure', 'deity']"
14,851,859,145,153,Our Lady,PER,"['person', 'object', 'religious leader', 'character', 'female', 'figure', 'idol', 'public figure', 'representation', 'saint', 'spiritual leader', 'woman', 'deity']"
14,861,868,155,162,S. John,PER,"['person', 'object', 'religious leader', 'action figure', 'character', 'figure', 'idol', 'painter', 'public figure', 'representation', 'saint', 'servant', 'spiritual leader', 'statue', 'holy cross', 'stick figure', 'organism', 'deity']"
14,1176,1193,243,260,Flight into Egypt,MISC,"['object', 'event', 'art', 'artwork', 'flight', 'narrative', 'painting', 'story', 'action painting']"
14,1927,1943,234,250,Life of Our Lady,MISC,"['person', 'art', 'picture', 'story', 'life history', 'life story']"
14,2058,2063,113,118,Cross,MISC,"['object', 'figure', 'symbol', 'holy cross']"
14,2233,2253,288,308,S. James the Apostle,PER,"['person', 'action figure', 'character', 'figure', 'idol', 'painter', 'painting', 'public figure', 'statue', 'stick figure']"
14,2258,2279,313,334,S. Alfonso the Bishop,PER,"['person', 'art', 'religious leader', 'action figure', 'bishop', 'character', 'figure', 'painter', 'painting', 'public figure', 'stick figure']"
16,1895,1905,155,165,S. Antonio,LOC,"['person', 'art', 'artist', 'religious leader', 'art historian', 'artwork', 'church', 'creator', 'master', 'painter', 'painting', 'spiritual leader', 'organism']"
