id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
craftsmen:653,LOC,23,27,Rome,,,,
craftsmen:653,PER,83,115,Girolamo Siciolante of Sermoneta,,,,
craftsmen:653,LOC,106,115,Sermoneta,,,,
craftsmen:653,MISC,166,189,Life of Perino del Vaga,,,,
craftsmen:653,PER,174,189,Perino del Vaga,,,,
craftsmen:653,PER,197,205,disciple,,,,
craftsmen:653,PROD,235,240,works,,,,
craftsmen:653,LOC,244,260,Castel S. Angelo,,,,
craftsmen:653,PROD,397,402,works,,,,
craftsmen:653,PER,420,428,Girolamo,,,,
craftsmen:653,PROD,457,468,altar-piece,,,,
craftsmen:653,TECH,505,509,oils,,,,
craftsmen:653,LOC,552,571,Badia of S. Stefano,,,,
craftsmen:653,LOC,589,593,town,,,,
craftsmen:653,LOC,597,606,Sermoneta,,,,
craftsmen:653,PER,636,644,S. Peter,,,,
craftsmen:653,PER,646,656,S. Stephen,,,,
craftsmen:653,PER,662,681,S. John the Baptist,,,,
craftsmen:653,PER,696,704,children,,,,
craftsmen:653,PROD,717,728,altar-piece,,,,
craftsmen:653,LOC,774,795,Church of S. Apostolo,,,,
craftsmen:653,LOC,800,804,Rome,,,,
craftsmen:653,PROD,809,820,altar-piece,,,,
craftsmen:653,TECH,824,828,oils,,,,
craftsmen:653,MISC,838,849,Dead Christ,,,,
craftsmen:653,PER,843,849,Christ,,,,
craftsmen:653,PER,851,859,Our Lady,,,,
craftsmen:653,PER,861,868,S. John,,,,
craftsmen:653,PER,874,883,Magdalene,,,,
craftsmen:653,PROD,895,902,figures,,,,
craftsmen:653,LOC,945,949,Pace,,,,
craftsmen:653,MAT,958,964,marble,,,,
craftsmen:653,LOC,965,971,chapel,,,,
craftsmen:653,PER,977,991,Cardinal Cesis,,,,
craftsmen:653,LOC,1041,1049,vaulting,,,,
craftsmen:653,TECH,1055,1066,stucco-work,,,,
craftsmen:653,MISC,1072,1079,pattern,,,,
craftsmen:653,PROD,1088,1096,pictures,,,,
craftsmen:653,MISC,1119,1143,Nativity of Jesus Christ,,,,
craftsmen:653,PER,1131,1143,Jesus Christ,,,,
craftsmen:653,MISC,1149,1170,Adoration of the Magi,,,,
craftsmen:653,PER,1166,1170,Magi,,,,
craftsmen:653,MISC,1176,1193,Flight into Egypt,,,,
craftsmen:653,LOC,1188,1193,Egypt,,,,
craftsmen:653,MISC,1203,1228,Massacre of the Innocents,,,,
craftsmen:653,PROD,1246,1250,work,,,,
craftsmen:653,LOC,1341,1347,church,,,,
craftsmen:653,PER,1374,1382,Girolamo,,,,
craftsmen:653,PROD,1394,1405,altar-piece,,,,
craftsmen:653,LOC,1446,1456,high-altar,,,,
craftsmen:653,MISC,1465,1489,Nativity of Jesus Christ,,,,
craftsmen:653,PER,1477,1489,Jesus Christ,,,,
craftsmen:653,PROD,1537,1548,altar-piece,,,,
craftsmen:653,TECH,1552,1556,oils,,,,
craftsmen:653,LOC,1566,1574,Sacristy,,,,
craftsmen:653,LOC,1582,1602,Church of S. Spirito,,,,
craftsmen:653,LOC,1606,1610,Rome,,,,
craftsmen:653,MISC,1616,1660,Descent of the Holy Spirit upon the Apostles,,,,
craftsmen:653,MISC,1631,1642,Holy Spirit,,,,
craftsmen:653,PER,1652,1660,Apostles,,,,
craftsmen:653,LOC,1716,1743,Church of S. Maria de Anima,,,,
craftsmen:653,FAC,1749,1755,church,,,,
craftsmen:653,ORG,1759,1776,the German colony,,,,
craftsmen:653,TECH,1792,1798,fresco,,,,
craftsmen:653,LOC,1816,1843,Chapel of the Fugger family,,,,
craftsmen:653,ORG,1826,1843,the Fugger family,,,,
craftsmen:653,PER,1856,1869,Giulio Romano,,,,
craftsmen:653,PROD,1888,1899,altar-piece,,,,
craftsmen:653,PROD,1913,1919,scenes,,,,
craftsmen:653,MISC,1927,1943,Life of Our Lady,,,,
craftsmen:653,PER,1935,1943,Our Lady,,,,
craftsmen:653,PROD,1953,1963,high-altar,,,,
craftsmen:653,PER,1967,1976,S. Jacopo,,,,
craftsmen:653,LOC,1967,1992,S. Jacopo degli Spagnuoli,,,,
craftsmen:653,PROD,2015,2026,altar-piece,,,,
craftsmen:653,PER,2044,2050,Christ,,,,
craftsmen:653,MISC,2058,2063,Cross,,,,
craftsmen:653,PER,2074,2080,Angels,,,,
craftsmen:653,PER,2092,2100,Our Lady,,,,
craftsmen:653,PER,2106,2113,S. John,,,,
craftsmen:653,PROD,2142,2150,pictures,,,,
craftsmen:653,PER,2233,2253,S. James the Apostle,,,,
craftsmen:653,PER,2258,2279,S. Alfonso the Bishop,,,,
craftsmen:653,PROD,2290,2298,pictures,,,,
