doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type
0,1,532,537,39,44,Frate,MISC
0,1,793,803,300,310,divine man,MISC
1,0,17,24,17,24,Agnolo ,PER
1,1,502,513,250,261,Montorsoli.,LOC
1,6,1765,1773,214,222,Volterra,LOC
10,4,1036,1041,156,161,Siren,MISC
10,4,1288,1293,408,413,earth,LOC
11,3,800,803,36,39,her,PER
11,3,800,811,36,47,her husband,PER
11,3,823,831,59,67,soldiers,PER
11,3,894,905,130,141,young woman,PER
12,2,599,604,0,5,Piero,PER
12,2,622,632,23,33,his father,PER
12,5,1418,1435,31,48,lover of solitude,MISC
13,1,466,468,8,10,he,PER
13,4,1178,1186,7,15,predella,MISC
13,5,1697,1712,161,176, marine monster,MISC
13,5,1877,1883,341,347,Nature,MISC
13,5,1938,1952,402,416,her creations.,MISC
14,0,166,170,166,170,Life,MISC
14,5,1763,1776,70,83,German colony,LOC
15,1,387,401,194,208,altar-pictures,MISC
15,1,406,421,213,228,works in fresco,MISC
15,6,1619,1621,5,7,he,PER
16,0,71,86,71,86,ancient proverb,MISC
16,1,1181,1192,48,59,Buffalmacco,PER
18,0,166,172,166,172,Andrea,PER
19,1,384,390,93,99,Andrea,PER
2,1,335,345,105,115,architects,MISC
20,1,554,559,65,70,Piero,PER
20,4,1424,1436,83,95,Black Friars,PER
20,4,1514,1527,173,186,Casa di Mezzo,PER
21,1,128,132,78,82,city,LOC
21,1,184,190,134,140,Duomo.,LOC
22,2,677,682,51,56,Roman,MISC
22,3,1066,1076,101,111,Florentine,LOC
23,2,1235,1244,44,53,transepts,MISC
23,2,1256,1262,65,71,aisles,MISC
23,2,1270,1276,79,85,church,MISC
23,2,1292,1301,101,110,mouldings,MISC
23,2,1309,1320,118,129,architraves,MISC
23,2,1322,1329,131,138,friezes,MISC
23,2,1335,1343,144,152,cornices,MISC
23,2,1354,1360,163,169,arches,MISC
23,2,1430,1436,239,245,socles,MISC
23,2,1455,1459,264,268,pier,MISC
23,2,1478,1483,287,292,sides,MISC
23,2,1491,1498,300,307,tribune,MISC
23,2,1571,1578,380,387,chapels,MISC
23,2,1610,1622,419,431,central nave,MISC
24,1,816,822,200,206,Verona,LOC
24,6,1848,1853,138,143,Greek,MISC
25,3,869,876,46,53,Signori,PER
25,6,2143,2151,106,114,Venetian,MISC
25,6,2291,2301,254,264,silting up,MISC
25,6,2325,2332,288,295,lagoons,MISC
25,6,2269,2281,232,244,Fra Giocondo,ORG
25,7,2867,2876,390,399,expedient,MISC
25,7,2881,2889,404,412,grandeur,MISC
25,7,2894,2902,417,425,nobility,MISC
25,7,2911,2921,434,444,marvellous,MISC
26,4,1634,1647,174,187,art of design,MISC
26,4,1529,1536,69,76,holding,ORG
26,5,1938,1944,159,165,nature,MISC
27,4,1898,1902,141,145,cell,LOC
28,2,1387,1410,156,179,Ghirlandajo's young men,PER
28,4,1903,1905,10,12,he,PER
29,0,451,460,451,460,colouring,MISC
29,2,833,839,99,105,Angels,MISC
29,2,755,772,21,38,S. Piero Maggiore,PER
3,3,1084,1089,279,284,Duomo,MISC
3,3,1215,1227,410,422,Porta Romana,MISC
3,3,1335,1351,530,546,Porta S. Martino,MISC
30,1,615,625,366,376,Christian.,PER
30,4,1376,1408,329,361,Feast of Simon and the Magdalene,MISC
31,1,226,234,18,26,Jacopo—I,PER
31,3,784,788,49,53,Duke,PER
32,0,58,67,58,67,exception,MISC
32,6,2423,2432,147,156,geography,MISC
32,6,2335,2342,59,66,Alberti,PER
33,1,528,534,15,21,arches,PER
33,1,567,576,54,63,pilasters,PER
33,1,610,625,97,112,stone dressings,PER
33,1,797,804,284,291,tribune,PER
33,8,2802,2807,170,175,Luchi,PER
33,9,2871,2874,33,36,him,PER
33,9,2883,2890,45,52,friends,PER
33,9,3080,3089,242,251,assistant,PER
34,2,1869,1875,131,137,Tuscan,MISC
34,2,2054,2059,316,321,Italy,MISC
34,2,1869,1875,131,137,Tuscan,LOC
34,2,2054,2059,316,321,Italy,LOC
34,3,2340,2362,72,94,fateful and happy star,MISC
34,3,2479,2513,211,245,most noble and most ancient family,MISC
35,2,594,600,16,22,Pope's,PER
35,4,1250,1258,222,230,Florence,LOC
35,5,1466,1474,206,214,ancients,MISC
35,5,1409,1417,149,157,quarries,LOC
38,3,924,930,20,26,Venice,LOC
39,3,851,863,35,47,S. Sebastian,ORG
39,6,1385,1408,4,27,S. Giovanni Evangelista,PER
39,6,1548,1560,167,179,S. Cantianus,PER
39,6,1566,1580,185,199,S. Cantianilla,PER
39,9,1912,1924,4,16,S. Francesco,PER
39,10,2090,2101,4,15,S. Domenico,PER
39,11,2336,2346,22,32,S. Niccolò,PER
4,0,282,288,282,288,niello,MISC
4,2,700,703,3,6,him,PER
4,2,720,727,23,30,Lorenzo,PER
4,5,1772,1782,116,126,Florentine,MISC
4,5,1817,1824,161,168,Baccio.,PER
40,5,1944,1950,375,381,fresco,MISC
41,2,868,874,194,200,angels,PER
41,7,2061,2069,17,25,Muriello,PER
41,7,2174,2185,130,141,S. Domenico,PER
41,8,2414,2425,23,34,two stories,MISC
41,8,2453,2493,62,102,throwing the golden balls to the maidens,MISC
41,8,2503,2528,112,137,delivering two from death,MISC
41,8,2429,2440,38,49,S. Nicholas,PER
43,2,764,768,116,120,real,MISC
43,2,773,777,125,129,true,MISC
44,4,1363,1374,212,223,altar-piece,MISC
44,4,1382,1392,231,241,high-altar,MISC
44,4,1396,1412,245,261,S. Maria Novella,MISC
44,4,1522,1530,371,379,predella,MISC
44,4,1611,1621,460,470,S. Stephen,MISC
44,4,1737,1748,586,597,S. Antonino,MISC
44,4,1750,1772,599,621,Archbishop of Florence,MISC
44,4,1778,1799,627,648,S. Catharine of Siena,MISC
44,5,1838,1846,37,45,S. Lucia,LOC
45,5,1011,1022,3,14,S. Felicita,PER
45,5,1174,1182,166,174,Our Lady,PER
45,6,1420,1427,218,225,Saints.,PER
45,6,1326,1333,124,131,Cortona,LOC
45,7,1677,1686,249,258,Monachine,LOC
45,8,1770,1778,28,36,S. Rocco,PER
45,8,2023,2033,281,291,S. Martino,PER
46,0,379,392,379,392,Canon Regular,MISC
46,0,397,418,397,418,General of that Order,MISC
46,6,2110,2117,35,42,Michele,PER
47,0,161,167,161,167,Verona,ORG
47,2,1009,1015,262,268,Italy.,LOC
48,0,159,166,159,166,Vecelli,PER
48,5,2038,2045,0,7,Besides,PER
49,0,195,204,195,204,Merceria.,LOC
49,4,864,871,44,51,Flemish,MISC
49,4,886,894,66,74,merchant,MISC
49,4,864,881,44,61,Flemish gentleman,PER
49,4,842,860,22,40,M. Giovanni D'Anna,LOC
5,2,847,853,125,131,Andrea,PER
50,0,25,35,25,35,Florentine,LOC
50,4,1114,1121,219,226,foliage,MISC
50,4,1141,1148,246,253,fancies,MISC
51,0,197,205,197,205,miracoli,MISC
51,8,2666,2679,21,34,images of wax,MISC
52,0,87,91,87,91,Vado,LOC
53,2,942,952,287,297,Sclavonian,MISC
53,2,828,832,173,177,room,LOC
53,3,1128,1136,85,93,Federigo,PER
53,3,1181,1187,138,144,Christ,PER
53,4,1392,1401,77,86,Bolognese,MISC
53,4,1392,1401,77,86,Bolognese,LOC
53,4,1455,1462,140,147,Mantua.,LOC
53,6,1662,1678,97,113,spiral staircase,MISC
53,7,2028,2033,46,51,Angel,MISC
6,0,5,8,5,8,men,PER
6,1,617,626,171,180,the world,LOC
6,4,2004,2010,0,6,Heaven,MISC
6,4,2048,2055,44,51,virtues,MISC
6,4,2081,2091,77,87,kindliness,MISC
6,4,2122,2128,118,124,benign,MISC
6,4,2137,2144,133,140,amiable,MISC
7,1,424,429,94,99,Spini,PER
7,7,1807,1813,25,31,niello,MISC
7,7,2046,2062,264,280,Wardens of Works,PER
8,2,800,803,152,155,art,MISC
8,2,897,907,249,259,Buonarroti,PER
