id,start_pos,end_pos,surface,type,value,is_nested
0,9,21,Pope Clement,PER,Q83159,
0,46,56,Buonarroti,PER,Q5592,
0,74,82,Florence,LOC,Q2044,
0,233,245,Michelagnolo,PER,Q5592,
0,346,365,Fra Giovanni Agnolo,PER,Q27040,
0,417,437,Antonio da San Gallo,PER,Q357276,
0,541,549,Florence,LOC,Q2044,
0,551,563,Michelagnolo,PER,Q5592,
0,593,605,Duke Lorenzo,PER,Q177854,
0,610,623,Duke Giuliano,PER,Q298877,
0,737,756,Fra Giovanni Agnolo,PER,Q27040,
0,980,989,S. Cosimo,PER,Q11841156,
0,996,1006,S. Damiano,PER,Q11841130,
0,1049,1056,Madonna,PER,Q345,
0,1062,1074,Michelagnolo,PER,Q5592,
0,1098,1120,Raffaello da Montelupo,PER,Q1370859,
0,1144,1149,Frate,PER,Q27040,
0,1347,1352,Frate,PER,Q27040,
0,1410,1420,Buonarroti,PER,Q5592,
0,1444,1456,Michelagnolo,PER,Q5592,
0,1528,1534,Arezzo,LOC,Q13378,
0,1544,1550,Vasari,PER,Q128027,
0,1663,1675,Michelagnolo,PER,Q5592,
0,1901,1906,Frate,PER,Q27040,
0,1929,1941,Michelagnolo,PER,Q5592,
0,1966,1985,Fra Giovanni Agnolo,PER,Q27040,
0,2038,2051,Duke Giuliano,PER,Q298877,
0,2056,2068,Duke Lorenzo,PER,Q177854,
0,2092,2096,Pope,PER,Q83159,
0,2180,2190,S. Lorenzo,LOC,Q573881,
0,2203,2207,Rome,LOC,Q220,
0,2254,2266,Pope Clement,PER,Q83159,
0,2309,2317,Florence,LOC,Q2044,
0,2336,2341,Frate,PER,Q27040,
0,2530,2542,Michelagnolo,PER,Q5592,
0,2610,2629,Fra Giovanni Agnolo,PER,Q27040,
1,7,37,Michele d'Agnolo of Poggibonzi,PER,NIL,
1,27,37,Poggibonzi,LOC,Q91350,1
1,57,67,Montorsoli,LOC,Q3862501,
1,103,111,Florence,LOC,Q2044,
1,127,134,Bologna,LOC,Q1891,
1,474,481,Fiesole,LOC,Q82670,
1,514,520,Agnolo,PER,Q27040,
1,586,605,Francesco del Tadda,PER,Q3750862,
1,822,841,Francesco del Tadda,PER,Q3750862,
1,847,861,Maestro Andrea,PER,Q601850,
1,877,884,Fiesole,LOC,Q82670,
1,1081,1088,Michele,PER,NIL,
1,1101,1107,Agnolo,PER,Q27040,
1,1162,1166,Rome,LOC,Q220,
